Depth,CAL,CGR,DRHO,DT,GR,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PEF,POTA,RHOB,SFLU,SGR,SP,THOR,TT1,TT2,TT3,TT4,URAN,result
1128.09375,8.2202,46.0564,0.0096,92.6226,89.6672,6.8523,6.3941,8.2322,7.6387,1.1511,7.9834,51.522,0.2972,2.6761,0.0178,2.2757,6.1096,75.9344,-59.0957,5.2415,610.1094,433.8893,607.739,432.3129,4.1772,水层
1128.125,8.2202,47.6446,0.0128,92.3459,88.0123,6.9261,6.5822,9.0332,8.0964,1.1511,7.9979,51.522,0.2999,2.596,0.0169,2.2586,6.5941,74.2577,-58.6721,5.6661,609.3644,433.9608,606.9978,429.2239,3.7254,水层
1128.15625,8.2202,48.7737,0.0172,91.7499,87.1826,6.9632,6.825,9.6625,8.5661,1.1556,7.7673,51.522,0.3022,2.5355,0.0165,2.2433,7.0783,72.7236,-58.5959,5.9561,608.2244,433.5884,606.2604,428.8476,3.3567,水层
1128.1875,8.2201,48.0656,0.0236,90.7353,86.3529,7.0001,7.0639,10.279,8.8345,1.1556,8.1589,51.522,0.3044,2.5531,0.0176,2.2281,7.5431,71.7603,-58.4423,5.6439,607.1069,432.4785,604.7629,426.5299,3.3209,水层
1128.21875,8.2201,47.3576,0.031,89.76,85.4644,7.0248,7.219,10.6593,9.1443,1.1556,10.2478,51.5283,0.3043,2.5706,0.0188,2.2191,8.0675,70.7969,-58.2897,5.2613,606.7345,431.3234,604.7629,424.6035,3.2851,水层
1128.25,8.2201,45.9043,0.0391,88.7053,84.5155,7.0751,7.4315,10.913,9.3793,1.1561,11.4742,51.5283,0.3042,2.6776,0.019,2.2101,8.5656,71.1196,-58.3315,4.8317,605.2446,429.3895,603.6379,423.0609,3.534,水层
1128.28125,8.22,44.2646,0.0455,87.6907,83.9815,7.1642,7.6918,11.112,9.6026,1.1561,12.9176,51.5283,0.303,2.807,0.019,2.2049,9.0124,71.764,-58.6104,4.4072,605.2634,426.6617,602.8779,420.7508,3.8541,水层
1128.3125,8.2161,42.4776,0.0493,86.7954,83.2106,7.2287,7.8464,11.1909,9.7421,1.1567,13.594,51.5355,0.3019,2.888,0.0184,2.1996,9.4824,72.4148,-58.9673,4.0357,604.9135,422.3762,601.7605,418.8094,4.2283,水层
1128.34375,8.2082,41.6466,0.0492,85.5816,82.381,7.3336,7.9893,11.1688,9.7936,1.1567,15.2762,51.5355,0.2991,2.8962,0.0169,2.2031,9.9402,73.0755,-59.5606,3.7439,604.1873,419.6484,601.0005,416.8943,4.6836,水层
1128.375,8.2003,41.1122,0.045,84.8657,81.6096,7.4134,8.0758,11.0251,9.6673,1.1567,16.1937,51.5355,0.2964,2.9045,0.0154,2.2066,10.3075,73.7361,-59.9172,3.5062,603.8186,417.7145,600.2743,415.7505,5.139,水层
1128.40625,8.1924,40.1041,0.0395,84.4093,80.6618,7.5621,8.1039,10.7448,9.4738,1.1574,15.9871,51.5423,0.2926,2.9027,0.0171,2.2176,10.6299,76.0792,-60.4318,3.3068,603.4687,415.0055,599.9094,415.0017,5.3546,水层
1128.4375,8.1805,39.8651,0.0332,84.1323,80.7735,7.7138,8.147,10.4913,9.183,1.1574,15.6684,51.5423,0.2889,2.9009,0.0187,2.2286,10.8829,78.4225,-60.7093,3.2066,603.1263,413.4742,599.5707,415.0469,5.5703,水层
1128.46875,8.1687,40.2164,0.0307,83.9753,82.5297,7.826,8.205,10.0763,8.8845,1.1574,15.3843,51.5423,0.2845,2.8919,0.0185,2.2447,11.0409,78.6524,-61.0277,3.3439,602.7802,412.3304,599.6159,415.1184,5.5279,水层
1128.5,8.1569,40.6276,0.0307,84.3166,83.3495,7.9684,8.2041,9.731,8.5957,1.1619,15.2718,51.5423,0.2801,2.878,0.017,2.2607,11.0997,77.4729,-61.3464,3.6396,601.6627,411.5779,599.6761,415.1372,5.3134,水层
1128.53125,8.1372,39.911,0.0294,85.496,84.4021,8.0254,8.2025,9.4496,8.4079,1.1619,15.6944,51.5495,0.2773,2.8661,0.0158,2.2825,10.6041,76.205,-61.5059,3.8864,601.2864,410.8555,599.6949,416.7927,5.0867,水层
1128.5625,8.1332,40.2537,0.0273,86.5155,85.3375,8.0683,8.2165,9.1092,8.1939,1.1619,16.1286,51.5495,0.2745,2.8619,0.0162,2.3044,10.112,74.5837,-61.7465,4.0629,600.929,410.8894,599.3563,417.5979,4.8115,水层
1128.59375,8.1292,40.5965,0.0238,87.4951,86.0391,8.1111,8.2452,8.8135,8.0891,1.1625,14.117,51.5495,0.2723,2.8577,0.0166,2.3228,9.5551,72.9624,-61.8681,4.134,600.5867,411.7246,599.3939,420.0247,4.5362,水层
1130.8125,8.1348,29.1858,0.0052,93.6297,57.0679,11.7401,12.377,15.2868,14.8732,1.1884,8.0045,51.2945,0.2682,2.2256,0.0131,2.3614,15.4847,53.1924,-69.7252,2.51,622.861,435.9857,627.9968,440.7039,3.3646,水层
1130.84375,8.1505,30.3251,0.0037,93.6123,57.8263,11.6954,12.3523,15.1999,14.8714,1.1884,8.2409,51.2945,0.2669,2.252,0.014,2.3595,15.2027,53.9105,-69.4549,2.5592,623.6775,436.4071,628.8434,441.9417,3.3056,水层
1130.875,8.1584,31.3904,0.0023,93.635,58.4102,11.63,12.2383,15.1707,14.8961,1.189,8.1952,51.2945,0.2656,2.255,0.0145,2.3576,15.1728,54.5618,-69.2614,2.6537,624.9116,438.04,629.6561,442.3895,3.2692,水层
1130.90625,8.1623,32.4373,0.001,93.6567,59.2259,11.4807,12.1033,15.1125,14.8663,1.189,8.0462,51.3053,0.2652,2.2521,0.0149,2.3551,15.1975,55.1964,-68.9516,2.7237,625.7544,439.2704,630.8902,443.2059,3.2385,水层
1130.9375,8.174,32.585,0.0,93.6991,59.6323,11.3542,11.8822,14.9997,14.7823,1.189,7.9578,51.3053,0.2648,2.239,0.0151,2.3526,15.1945,55.8009,-68.5636,2.6502,624.6068,440.5082,632.1205,443.6499,3.3079,水层
1130.96875,8.1897,31.3836,-8.0E-4,93.8211,59.9804,11.2088,11.8167,14.9426,14.6454,1.1896,7.7844,51.3053,0.265,2.2105,0.0148,2.3497,15.1923,56.3604,-68.0184,2.4648,625.4459,442.16,632.9633,444.0901,3.5277,水层
1131.0,8.2055,30.1821,-0.0015,94.0237,60.0323,10.9844,11.6646,14.7768,14.4041,1.1896,7.7275,51.3053,0.2652,2.182,0.0145,2.3468,15.163,56.9198,-67.317,2.2048,626.2849,442.16,633.7986,444.9254,3.7474,水层
1131.03125,8.229,30.1232,-0.002,94.2051,60.0273,10.8242,11.5786,14.6669,14.1407,1.1896,7.6147,51.3053,0.2665,2.1471,0.0151,2.3368,15.1327,58.239,-66.3012,1.9824,626.7252,442.9953,634.2388,445.7833,3.9336,水层
1131.0625,8.2486,30.0644,-0.0022,94.5268,59.9013,10.5692,11.4094,14.3723,13.8068,1.1902,7.545,51.3156,0.2677,2.1121,0.0157,2.3268,15.0758,59.5583,-65.0111,1.8369,627.5641,444.2745,634.6677,446.2047,4.1198,水层
1131.09375,8.2683,30.7311,-0.0017,94.908,59.7193,10.3016,11.1814,14.2137,13.5303,1.1902,7.4484,51.3156,0.2693,2.0982,0.0159,2.3174,14.9639,61.3213,-63.6819,1.8068,628.407,444.2745,634.7167,447.0475,4.2748,水层
1131.125,8.284,31.8816,0.0,95.3294,59.5952,10.0042,10.8983,13.8527,13.0667,1.1902,7.3668,51.3156,0.2708,2.0983,0.016,2.308,14.771,63.3801,-62.4304,1.9372,628.4409,445.1098,635.1569,447.894,4.4091,水层
1131.15625,8.3036,33.2833,0.0027,95.6704,59.5265,9.7153,10.545,13.0408,12.5277,1.1907,7.5153,51.3156,0.2728,2.1001,0.0163,2.2995,14.716,65.8251,-61.2962,2.1211,629.2836,445.5613,635.202,448.323,4.5609,水层
1131.1875,8.3233,35.6905,0.0079,96.0319,59.526,9.4003,10.222,11.9446,11.8151,1.1907,7.9083,51.3156,0.2748,2.1091,0.0175,2.291,14.5542,69.8156,-59.9281,2.3586,630.119,446.0015,628.1624,449.1696,4.7827,水层
1131.21875,8.3468,38.0977,0.0163,96.4339,61.4616,9.1458,9.8185,10.9812,10.9614,1.1907,8.0978,51.284,0.277,2.1182,0.0187,2.287,14.2888,73.8061,-58.7942,2.6123,630.5591,446.4455,625.8259,449.6211,5.0046,水层
1131.25,8.3783,40.7192,0.027,96.6752,62.9853,8.8333,9.5351,9.9855,10.114,1.1914,8.398,51.284,0.2791,2.2112,0.02,2.2829,13.978,79.3532,-57.6219,2.8767,630.9994,446.8932,622.7256,449.6474,5.4147,水层
1131.28125,8.4569,43.3944,0.0482,97.1959,66.9206,8.5781,9.2601,8.9811,9.1633,1.1914,8.8051,51.284,0.2816,2.3253,0.0214,2.2812,13.5739,85.2897,-56.8018,3.2069,629.8593,447.3448,621.563,448.9024,5.8718,水层
1131.3125,8.567,45.6635,0.0713,96.9992,71.3266,8.3763,8.9108,8.1517,8.1367,1.1914,9.0488,51.284,0.284,2.4663,0.022,2.2795,13.1343,90.9738,-56.0216,3.6254,627.1503,447.3673,620.0317,447.7699,6.2697,水层
1131.34375,8.7322,47.3235,0.0975,96.7821,77.322,8.1193,8.6696,7.6463,7.5081,1.192,8.8682,51.284,0.2872,2.6478,0.0214,2.2823,12.6396,97.4759,-55.7118,4.1762,625.999,447.8113,618.8954,447.0212,6.5789,水层
1131.375,8.8384,48.9835,0.1163,96.4454,83.8469,7.8849,8.2522,7.0166,6.8897,1.192,8.3035,51.2944,0.2904,2.8293,0.0207,2.2852,12.0533,98.3015,-55.8334,4.7987,624.4639,448.6504,618.5493,445.0911,6.888,水层
1131.40625,8.9918,50.4157,0.13,96.1284,90.4291,7.7133,7.8837,6.5455,6.3687,1.192,7.8174,51.2944,0.2941,2.8548,0.02,2.2869,11.1029,96.9387,-56.3874,5.4286,622.1462,447.8979,617.4469,440.4105,6.3607,水层
1131.4375,9.1334,51.8479,0.1346,95.692,94.4247,7.5315,7.3956,6.2068,6.0284,1.1927,7.4274,51.2944,0.2979,2.8804,0.0192,2.2869,9.8979,94.0444,-56.744,6.017,619.8248,445.6065,617.4469,438.4616,5.8333,水层
1131.46875,9.1373,52.2054,0.1209,95.1957,98.7723,7.4352,6.9504,5.9508,5.8326,1.1927,6.9418,51.2944,0.302,2.8753,0.0186,2.2854,8.7755,89.2592,-57.0614,6.3415,617.5034,444.8352,616.7057,434.5674,5.1932,水层
1131.5,8.9878,51.8461,0.1046,94.3008,102.1786,7.2998,6.6401,5.7572,6.126,1.1927,6.5715,51.2944,0.3061,2.8497,0.018,2.2834,7.4339,83.7971,-57.184,6.4901,615.9645,443.2964,615.9984,433.0323,4.478,水层
1131.53125,8.8146,51.4956,0.0823,93.1062,102.5829,7.2062,6.2858,5.9053,6.6731,1.1932,6.2321,51.3044,0.3081,2.8593,0.0176,2.2814,6.5194,78.999,-57.1886,6.362,614.817,440.1999,616.0209,429.9358,3.8547,水层
1131.5625,8.6533,51.1799,0.0621,91.8523,100.636,7.1396,6.0823,6.4212,7.086,1.1932,6.0082,51.3044,0.31,3.0096,0.0183,2.2779,5.6139,76.8584,-57.1922,6.1673,612.8906,438.6648,616.0623,429.1682,3.5989,水层
1131.59375,8.5903,50.8643,0.045,90.6777,98.3361,7.0737,6.2726,7.046,7.6349,1.1932,6.498,51.3044,0.3114,3.1598,0.0189,2.2724,5.2761,74.7179,-57.1961,5.8724,611.7543,437.5097,615.3099,427.652,3.3432,水层
1131.625,8.4959,51.6248,0.0347,89.5434,95.0939,7.047,6.4689,7.5782,8.1517,1.1938,6.9513,51.3044,0.3128,3.256,0.0202,2.2551,5.0495,75.289,-57.2785,5.6771,610.6143,435.9784,614.5611,426.9108,3.344,水层
1131.65625,8.4369,52.6546,0.0282,88.4087,91.0869,7.0075,6.5628,8.0909,8.6715,1.1938,7.9121,51.3044,0.3134,3.3387,0.0217,2.2448,4.9848,76.5384,-57.3612,5.5333,609.8655,434.4471,613.0411,426.1508,3.4089,水层
1131.6875,8.4211,53.3267,0.0297,87.4734,87.1382,6.9683,6.5857,8.623,9.0419,1.1938,8.4333,51.3135,0.314,3.3047,0.0224,2.2346,5.1879,78.5626,-57.4841,5.496,608.7293,430.5679,611.8936,425.0182,3.6052,水层
1131.71875,8.4289,53.4623,0.0367,86.4586,84.4849,6.9419,6.5728,9.1731,9.3421,1.1941,8.9395,51.3135,0.3136,3.0956,0.0221,2.2274,5.6404,81.7493,-57.5256,5.5292,608.3831,429.4091,611.1448,424.2846,3.9987,水层
1131.75,8.4368,53.5979,0.0474,85.723,82.4787,6.9154,6.5476,9.3064,8.7943,1.1946,9.2711,51.3135,0.3132,2.8866,0.0217,2.2203,6.4766,84.936,-57.6087,5.6094,608.0295,427.0952,610.4036,423.517,4.3922,水层
1131.78125,8.4485,49.5015,0.0586,85.4062,81.1774,6.9012,6.5465,8.793,8.3854,1.1946,9.6675,51.3135,0.3126,2.7612,0.02,2.2149,7.6989,85.3485,-57.6522,5.1932,608.0784,424.785,609.6661,423.1747,4.9833,水层
1131.8125,8.4524,45.4047,0.066,86.0471,80.996,6.8883,6.5456,8.3533,8.0542,1.1946,9.9349,51.3227,0.312,2.6359,0.0183,2.2094,8.9376,85.7608,-57.696,4.8056,608.1386,423.2349,608.9475,422.4372,5.5744,水层
1131.84375,8.4524,42.329,0.0677,86.7278,83.1663,6.8744,6.5446,7.9646,7.6236,1.1951,10.1354,51.3227,0.3116,2.5812,0.0166,2.2075,9.7705,84.7741,-57.6983,4.4609,608.1687,422.4711,608.5788,422.4937,5.8753,水层
1131.875,8.4445,39.9344,0.0654,87.6483,85.5724,6.861,6.5314,7.706,7.3358,1.1951,10.2087,51.3227,0.3112,2.5737,0.0151,2.2055,10.076,82.8543,-57.6646,4.2065,608.6428,419.7809,608.2252,422.5238,6.372,水层
1131.90625,8.4091,38.4055,0.062,88.3086,88.9198,6.8475,6.5189,7.4424,7.0715,1.1915,9.9503,51.3227,0.3106,2.5717,0.0142,2.2055,9.5911,81.1998,-57.6672,4.0406,608.6616,419.0134,608.274,422.979,5.9978,水层
1131.9375,8.3933,40.3414,0.0578,88.949,91.9725,6.8214,6.494,7.1089,6.892,1.1915,9.5401,51.3227,0.31,2.5917,0.016,2.2054,9.0466,80.6072,-57.6712,4.1388,609.1018,417.8809,608.718,423.0129,5.6434,水层
1131.96875,8.3736,42.2774,0.0545,89.6697,93.8497,6.8079,6.4931,6.9287,7.0303,1.1919,9.3501,51.371,0.3092,2.6117,0.0178,2.2067,8.5642,80.0145,-57.1659,4.3246,609.5571,417.9223,609.5797,423.8633,5.289,水层
1132.0,8.3618,44.4892,0.0518,90.1906,95.5498,6.7698,6.4919,6.9525,7.1196,1.1919,9.0801,51.371,0.3085,2.5732,0.0188,2.208,8.0341,80.0303,-56.5436,4.5689,609.9897,419.1601,610.001,424.7098,4.9812,水层
1132.03125,8.3342,46.7701,0.0516,90.6114,96.7199,6.7072,6.4909,7.1567,7.2493,1.1923,8.834,51.371,0.307,2.5201,0.0196,2.2112,7.482,80.1982,-56.272,4.8653,610.8213,421.1881,610.4262,425.1274,4.6851,水层
1132.0625,8.2988,47.2814,0.05,90.8335,96.3022,6.6213,6.4547,7.2216,7.3411,1.1923,8.5788,51.371,0.3055,2.4776,0.0194,2.2144,7.0959,80.9376,-55.8047,5.0632,611.6603,423.2086,610.8665,426.3615,4.6941,水层
1132.09375,8.2791,45.1373,0.0465,90.8756,95.1769,6.5364,6.4066,7.313,7.3666,1.1885,8.4386,51.3786,0.3034,2.4511,0.0176,2.2192,6.742,82.5346,-55.2206,5.1135,613.3083,425.2291,611.7055,428.3858,5.1611,水层
1132.125,8.3498,42.9933,0.044,90.9377,94.111,6.4408,6.619,7.3653,7.1927,1.1888,8.2097,51.3786,0.3013,2.4247,0.0159,2.224,7.0292,84.1315,-54.7539,5.0586,613.726,427.6747,612.142,430.0074,5.628,水层
1132.15625,8.4403,45.073,0.0428,91.0998,93.5781,6.3816,6.4393,7.2177,6.8832,1.1888,8.0457,51.3786,0.2983,2.4879,0.0178,2.2312,7.249,88.1365,-54.4059,4.9748,614.9563,428.89,612.5934,432.0505,5.9552,水层
1132.1875,8.4993,47.1531,0.0454,91.6219,92.5122,6.3111,6.3454,6.7572,6.5628,1.189,8.016,51.3786,0.2953,2.5511,0.0198,2.2384,7.4486,92.1416,-54.2918,4.881,615.8104,430.1053,613.0261,433.2733,6.2823,水层
1132.21875,8.57,49.1137,0.0525,91.9031,91.8002,6.2301,6.2758,6.5142,6.3266,1.1892,8.1034,51.3866,0.2923,2.6182,0.0209,2.2497,7.5707,94.7301,-54.3739,4.9725,616.6381,434.9514,613.8727,433.7022,6.3933,水层
1132.25,8.6448,50.9946,0.0625,92.3449,92.9125,6.1389,6.1168,6.1886,6.1213,1.1895,8.2519,51.3866,0.2894,2.6879,0.0215,2.2609,7.5695,96.3739,-55.7129,5.1876,616.6871,434.9514,613.9178,434.5375,6.36,水层
1132.28125,8.7234,52.5173,0.0706,92.4857,95.3181,6.0602,5.9506,5.944,5.7516,1.1897,8.3574,51.3866,0.2867,2.7495,0.0219,2.2739,7.5681,97.6543,-56.3826,5.4026,617.1198,435.7754,613.9555,434.1989,6.3261,水层
1132.3125,8.8138,52.6065,0.0762,92.8879,97.0182,5.9277,5.864,5.7092,5.6059,1.19,8.4948,51.3866,0.284,2.7787,0.0215,2.2868,7.5122,97.4802,-57.2491,5.5731,617.1762,438.601,613.6169,434.2365,6.2892,水层
1132.34375,8.7902,52.6957,0.0784,93.0895,98.6007,5.8949,5.7258,5.4733,5.4137,1.19,8.5561,51.4349,0.282,2.8078,0.0211,2.3021,7.389,97.3062,-58.3522,5.6769,617.2101,439.8313,612.4995,433.5103,6.2523,水层
1132.375,8.6879,50.9002,0.0754,93.271,100.1243,5.8406,5.5909,5.315,5.3053,1.1863,8.5556,51.4349,0.2801,2.8119,0.0203,2.3175,6.9822,95.1188,-59.1791,5.4937,616.8715,440.6478,611.7319,433.5329,6.1707,水层
1132.40625,8.5777,48.6331,0.0701,93.7121,101.5881,5.8081,5.4591,5.2181,5.2085,1.1866,8.3085,51.4349,0.2795,2.8096,0.0193,2.3316,6.5262,92.4277,-59.9282,5.2583,616.5178,441.088,610.9944,433.1906,6.078,水层
1132.4375,8.4754,47.0444,0.0603,93.4352,100.759,5.775,5.3598,5.5308,5.4209,1.1866,8.098,51.4349,0.279,2.7737,0.0186,2.3457,6.0116,89.3974,-60.9139,5.1014,615.7916,440.7381,609.8619,432.8519,5.8693,水层
1132.46875,8.3731,46.4734,0.048,93.0187,98.7528,5.7536,5.272,5.9052,5.8836,1.183,8.0095,51.4429,0.2794,2.6873,0.0183,2.3589,5.5882,85.8579,-61.3878,5.0304,615.4379,439.6207,609.8883,432.882,5.4866,水层
1132.5,8.2944,45.9024,0.0341,92.5224,95.1562,5.7109,5.1571,6.4092,6.4562,1.183,7.907,51.4429,0.2798,2.6009,0.0181,2.3722,5.2423,82.3185,-62.4138,5.0165,614.7118,438.8795,609.1471,432.9498,5.1039,水层
1132.53125,8.2039,45.7215,0.0247,91.8466,92.9731,5.7937,5.0449,7.0455,7.4422,1.1833,7.8775,51.4429,0.2826,2.6327,0.0185,2.3776,4.9538,79.7963,-62.6507,4.908,614.3393,437.3481,608.801,432.2199,4.812,水层
1132.5625,8.1291,45.5407,0.0171,91.0914,90.9086,5.9101,5.4352,7.5364,8.4084,1.1796,7.8912,51.4429,0.2853,2.6645,0.0189,2.383,4.6301,77.2742,-63.4417,4.7839,613.9857,436.9794,608.4548,431.4674,4.5201,水层
1132.59375,8.0819,44.0658,0.0121,90.5152,89.4328,6.084,5.8344,8.1797,9.193,1.1796,7.8761,51.4505,0.2887,2.6662,0.0181,2.3849,4.7318,75.1536,-63.5999,4.6362,613.2482,435.4556,607.7098,431.505,4.4223,水层
1132.625,8.0779,41.7279,0.0095,89.76,87.3674,6.2743,6.2743,8.8619,10.292,1.1798,7.6625,51.4505,0.2921,2.6479,0.0166,2.3868,5.2105,73.3008,-64.1542,4.4371,612.5183,434.3194,607.3712,430.745,4.4541,水层
1132.65625,8.0779,39.3661,0.0079,89.3032,85.2425,6.4471,6.5896,9.7954,11.1502,1.1761,7.496,51.4505,0.2965,2.6299,0.0152,2.3919,5.7482,71.4147,-64.4719,4.1846,612.1571,433.9544,607.0062,430.4214,4.4918,水层
1132.6875,8.07,36.9092,0.0077,88.7872,83.2937,6.6731,6.9458,10.8473,11.8833,1.1763,7.2795,51.4505,0.3009,2.6131,0.0147,2.3801,6.5526,69.3957,-64.9075,3.7705,611.7959,433.2245,605.8775,430.4553,4.5531,水层
1132.71875,8.0739,34.4522,0.0083,88.4702,82.2308,6.9195,7.2418,11.9901,12.345,1.1766,7.0564,51.4584,0.3045,2.5962,0.0142,2.3709,7.5105,67.3767,-65.3445,3.459,611.4573,432.0995,605.934,430.5193,4.6145,水层
1132.75,8.0778,34.0946,0.0094,88.2532,80.4002,7.1882,7.523,13.0845,12.7549,1.1766,6.9411,51.4584,0.308,2.5647,0.0144,2.3617,8.136,66.3369,-65.5027,3.2158,611.4911,431.7308,605.9641,430.1882,4.5189,水层
1132.78125,8.0777,34.2621,0.0111,88.2557,78.747,7.4944,7.8009,13.5933,13.0823,1.1728,6.7776,51.4584,0.3107,2.5295,0.0148,2.3506,8.9267,65.5421,-66.0975,3.216,611.5514,431.3959,606.013,430.1882,4.384,水层
1132.8125,8.0777,35.0873,0.0124,88.338,77.3292,7.715,8.0891,13.9936,13.3443,1.169,6.6425,51.4584,0.3134,2.4813,0.0152,2.3394,9.7761,65.5141,-66.2175,3.3042,611.5852,430.666,606.0619,429.4583,4.277,水层
1132.84375,8.0777,36.8995,0.0129,88.4799,75.3809,8.0583,8.3575,14.1966,13.4402,1.1692,6.4742,51.4644,0.3137,2.4137,0.0158,2.3261,10.571,66.6369,-66.4953,3.5244,611.2542,430.6961,606.8972,429.1008,4.2117,水层
1132.875,8.0816,38.7116,0.0136,88.9211,73.1369,8.3711,8.6504,14.298,13.4622,1.1696,6.2529,51.4644,0.314,2.3462,0.0163,2.3129,11.5139,67.7596,-66.6564,3.8036,610.908,430.3274,606.98,429.161,4.1464,水层
1132.90625,8.0815,39.5564,0.0142,89.6228,72.2505,8.696,9.0515,14.3739,13.4354,1.1696,7.3685,51.4644,0.3125,2.3517,0.0162,2.3021,12.3599,69.7121,-66.8176,4.0775,610.5618,429.59,607.4127,429.1912,4.2703,水层
1132.9375,8.0815,40.4012,0.0151,89.9634,70.3571,9.0009,9.2337,14.3713,13.3591,1.1699,8.116,51.4716,0.311,2.3573,0.0161,2.3021,13.1953,71.6646,-66.8231,4.2715,610.5844,429.2438,607.4427,429.2401,4.3942,水层
1132.96875,8.0775,38.9612,0.0155,90.4845,70.3566,9.3504,9.4879,14.1599,13.3326,1.1663,8.9066,51.4716,0.3084,2.3838,0.0155,2.2982,13.808,72.0872,-66.7868,4.1115,610.6334,429.2928,607.8679,429.2815,4.6427,水层
1133.0,8.0775,35.9975,0.0156,91.0056,69.4079,9.6256,9.7313,13.9016,13.2093,1.1663,9.4583,51.4716,0.3058,2.4243,0.0147,2.2932,14.4749,71.4895,-66.6336,3.7155,610.7048,429.3605,609.5385,430.1318,4.9743,水层
1133.03125,8.0853,33.2332,0.0146,91.5068,70.0506,9.819,9.8728,13.6477,12.9915,1.1628,9.7026,51.4788,0.3008,2.4511,0.014,2.2982,14.8193,70.7818,-66.4025,3.23,611.1262,429.7781,609.5385,430.9633,5.2626,水层
1133.0625,8.0853,31.2673,0.0133,91.9477,71.5144,10.0708,10.0891,13.3741,12.6612,1.1628,10.0074,51.4788,0.2959,2.4228,0.0133,2.306,15.0077,69.6339,-66.1335,2.7705,611.5891,429.8308,610.7877,432.1899,5.3772,水层
1133.09375,8.0892,29.3013,0.0119,92.4688,72.2722,10.2168,10.2356,12.9626,12.3852,1.1628,9.4908,51.4788,0.2916,2.3945,0.0127,2.3312,14.7074,68.486,-65.9793,2.3499,612.4356,430.6699,611.6116,434.2593,5.4919,水层
1133.125,8.0892,29.8528,0.0105,92.8896,72.6791,10.1596,10.3278,12.75,12.0045,1.1593,8.8702,51.4788,0.2873,2.3812,0.0139,2.349,14.1535,68.5523,-65.7492,2.108,613.6509,431.0912,614.0497,434.2593,5.4353,水层
1133.15625,8.0931,31.0339,0.0092,93.5306,73.0261,10.0841,10.2884,12.3576,11.7426,1.1593,8.3815,51.4859,0.2839,2.3715,0.0156,2.3659,13.5209,68.9224,-65.5564,1.948,614.0723,431.5503,615.2725,435.4858,5.3762,水层
1133.1875,8.0931,32.8625,0.0086,94.0315,73.7251,10.0095,10.2308,12.1771,11.4022,1.1558,8.0215,51.4859,0.2804,2.3573,0.0172,2.3828,13.0831,70.2061,-65.3263,1.937,616.9318,431.9755,616.8904,437.939,5.2163,水层
1133.21875,8.097,35.6626,0.0089,94.1739,74.6026,9.9357,10.155,11.7811,11.1742,1.1558,7.833,51.4859,0.2783,2.3364,0.0187,2.3947,12.6128,72.8609,-65.2502,2.0209,616.9318,432.4345,620.1525,439.5832,5.0882,水层
1133.25,8.1009,38.4627,0.0097,94.1967,76.3027,9.7901,10.0432,11.3981,10.8308,1.1558,7.4148,51.4859,0.2761,2.3154,0.0201,2.4066,12.3161,75.5157,-64.825,2.1681,618.5723,433.2585,620.1525,439.5832,4.9682,水层
1133.28125,8.1008,42.1817,0.0128,94.2782,78.6493,9.6471,9.9324,11.1498,10.556,1.1563,7.1095,51.4931,0.2745,2.351,0.0201,2.4155,12.0039,76.8958,-64.6697,3.2481,619.8139,434.09,621.7779,440.0234,4.8242,水层
1133.3125,8.1047,45.9008,0.0149,94.3609,80.6436,9.5409,9.8052,10.8271,10.269,1.1563,6.8166,51.4931,0.2728,2.3865,0.0201,2.4245,11.8069,78.2758,-64.2446,4.1625,621.0405,435.7681,623.0045,440.0799,4.6642,水层
1133.34375,8.1086,47.1459,0.0155,94.4229,83.2236,9.2984,9.6615,10.4946,9.8445,1.1527,6.5959,51.4931,0.2717,2.4166,0.0193,2.4265,11.6345,78.6385,-64.1282,4.8283,621.8719,435.7681,623.8322,440.1326,4.472,水层
1133.375,8.1086,46.7411,0.0148,94.5653,84.5143,9.2133,9.5378,10.1907,9.6478,1.1527,6.2897,51.4995,0.2707,2.443,0.0178,2.4286,11.3185,78.3227,-63.5462,5.111,623.5049,436.6034,623.8774,439.7601,4.4521,水层
1133.40625,8.1164,46.1888,0.0136,94.6867,86.0962,9.0953,9.3643,9.8413,9.3683,1.1533,5.9432,51.4995,0.2696,2.461,0.0168,2.4352,11.1738,77.8976,-63.2742,5.1943,624.7277,437.0511,624.7315,439.0264,4.4441,水层
1133.4375,8.1164,45.0462,0.0119,94.9696,86.9727,8.9129,9.1431,9.6798,9.1307,1.1533,6.3345,51.4995,0.2686,2.4452,0.0172,2.4224,10.8509,77.0353,-62.8853,4.8633,625.9543,436.7125,624.7653,439.4854,4.4834,水层
1133.46875,8.1282,43.9036,0.0104,95.0703,87.7315,8.8474,9.0262,9.6777,9.0627,1.1533,6.6658,51.5051,0.2675,2.4294,0.0176,2.416,10.4805,76.1729,-62.1454,4.4974,627.1846,436.7539,624.8331,439.5155,4.5226,水层
1133.5,8.1321,43.4915,0.0091,95.3532,87.8427,8.7176,8.8291,9.8356,9.1775,1.1538,6.7265,51.5051,0.2665,2.4585,0.0187,2.4095,9.976,76.2977,-61.365,4.1083,628.0312,436.4341,624.8669,440.3659,4.5979,水层
1133.53125,8.1438,43.262,0.0099,95.4745,86.7773,8.6061,8.7482,9.9607,9.26,1.1538,6.9503,51.5051,0.2656,2.4989,0.0199,2.3981,9.4437,76.6693,-60.5061,3.77,628.4564,436.0654,624.9008,440.3997,4.6821,水层
