Depth,AC,CAL,CALI,GR,HAC,LLD,LLS,MINV,MNOR,MSFL,NPHI,PD,RHOB,RILD,RILM,RSFL,SP,result
2318.71875,223.3542,9.5673,9.5209,87.1209,226.4175,25.2021,25.1094,11.5632,14.1208,36.3309,0.1698,120.3064,2.445,6.1107,6.1555,25.4864,78.131,差油层
2318.75,223.9769,9.5508,9.5122,87.0594,226.4175,25.2037,25.2037,11.6831,14.3006,36.1334,0.1708,121.2128,2.443,5.933,5.9985,25.0204,78.1751,差油层
2318.78125,224.598,9.5342,9.5079,87.0614,226.4175,24.9292,25.1591,12.2026,13.9209,34.4497,0.1724,122.9743,2.45,5.7071,5.8131,24.5637,78.2205,差油层
2318.8125,225.2176,9.5176,9.495,87.2517,227.7969,24.7476,25.0221,12.4023,13.4613,32.4244,0.1724,122.9743,2.4524,5.6441,5.7066,24.249,78.3062,差油层
2318.84375,226.5786,9.4885,9.4822,87.6313,229.1794,24.3436,24.7501,12.2824,12.722,29.9082,0.1731,122.9743,2.4623,5.5507,5.5605,23.4583,78.3499,差油层
2318.875,226.5786,9.4761,9.4651,87.9478,230.4339,23.8583,24.6598,11.7829,12.3423,28.7768,0.1737,123.6277,2.4623,5.5197,5.5194,23.0307,78.4808,差油层
2318.90625,226.5786,9.4595,9.4524,88.3901,231.4357,23.641,24.4806,11.4631,11.5031,26.4941,0.1742,124.1805,2.4701,5.4483,5.4481,22.6106,78.4808,差油层
2318.9375,227.1952,9.4345,9.4226,89.4001,232.937,23.3829,24.0365,10.6439,11.5031,24.6632,0.1749,124.6831,2.4749,5.3975,5.3676,22.1979,78.6518,差油层
2318.96875,227.1952,9.4138,9.4226,89.7789,233.3116,22.3768,23.1715,10.6439,11.0834,23.7309,0.1749,125.0843,2.4787,5.3269,5.3377,21.2774,78.6951,差油层
2319.0,227.9381,9.3972,9.4056,90.1577,233.4259,22.3768,22.9181,9.8445,10.7437,23.2571,0.1754,125.7359,2.485,5.3269,5.2879,21.2774,78.909,差油层
2319.03125,228.6825,9.3806,9.3717,91.168,233.5357,22.0108,22.3781,9.8445,10.4639,22.8769,0.1756,125.7359,2.4892,5.2869,5.2385,20.4329,78.9523,差油层
2319.0625,228.6825,9.3682,9.359,91.5472,233.5357,21.2965,21.731,9.5248,10.2241,22.963,0.176,126.1876,2.4924,5.267,5.2188,20.0231,79.039,差油层
2319.09375,229.2991,9.3517,9.3463,91.8628,233.3973,20.9481,21.1025,9.0652,9.9644,23.2613,0.1761,126.5887,2.4826,5.2564,5.1987,19.6579,79.1256,差油层
2319.125,230.6586,9.3477,9.325,92.6842,233.2589,20.3429,20.2683,8.9253,9.9643,23.6073,0.1761,126.5887,2.478,5.2555,5.1981,18.9815,79.1689,差油层
2319.15625,230.6586,9.3395,9.3248,92.9369,232.8663,19.9732,20.0464,8.8454,10.4039,23.9146,0.1761,126.9389,2.47,5.2635,5.197,18.9815,79.1718,差油层
2319.1875,230.6586,9.3397,9.312,93.5052,232.8663,19.6827,19.6101,9.3648,10.6436,24.1812,0.1758,127.4912,2.4641,5.2635,5.1964,18.6691,79.2584,差油层
2319.21875,230.6586,9.3441,9.3033,94.0746,232.2074,19.3605,19.2187,9.5846,10.8833,24.4961,0.1757,128.0391,2.4615,5.272,5.2453,18.3622,79.302,差油层
2319.25,231.1488,9.3401,9.2988,94.2014,232.2074,18.8702,18.8008,9.7044,10.9033,24.7689,0.1752,128.0391,2.4545,5.2908,5.2462,18.1265,79.305,差油层
2319.28125,231.7668,9.3361,9.3066,94.3914,232.2074,18.4599,18.426,9.7044,10.7234,24.3193,0.1747,128.0391,2.4527,5.3575,5.2472,17.7624,79.3083,差油层
2319.3125,231.7668,9.3238,9.3065,94.2672,231.8162,18.2919,18.1915,9.5046,10.5436,23.4435,0.1747,128.1872,2.4497,5.3668,5.2577,17.5988,79.3098,差油层
2319.34375,232.0074,9.3113,9.3061,93.3895,231.4221,17.9599,17.9927,9.3247,10.3038,22.3107,0.1744,128.2342,2.4475,5.4157,5.2878,17.4052,79.3531,差油层
2319.375,232.7442,9.2906,9.2974,93.3895,231.4221,17.6988,17.7967,9.1449,10.0639,22.1071,0.1735,128.2342,2.4455,5.4167,5.3279,17.087,79.3562,差油层
2319.40625,232.7442,9.2656,9.2846,92.8252,231.2822,17.5704,17.6999,8.7252,9.7642,21.7455,0.1721,128.2315,2.4441,5.4277,5.368,16.9612,79.3597,差油层
2319.4375,232.9893,9.2366,9.276,92.1987,230.3751,17.4424,17.5711,8.7252,9.7642,21.1168,0.1721,128.1757,2.4454,5.4586,5.4186,16.7739,79.3616,差油层
2319.46875,233.2359,9.2283,9.2631,92.0733,230.3751,17.2526,17.4443,8.5253,9.1847,20.7333,0.1704,128.1757,2.4472,5.5203,5.4799,16.6191,79.3631,差油层
2319.5,233.347,9.2158,9.2504,91.7603,230.3751,17.1902,17.3808,8.5253,9.1847,20.2078,0.1695,128.0215,2.4514,5.5824,5.5314,16.5571,79.3648,差油层
2319.53125,233.347,9.1784,9.2249,91.6991,229.9855,17.0656,17.3503,8.3455,8.9249,20.284,0.1673,127.8668,2.4514,5.6454,5.5937,16.5545,79.3681,差油层
2319.5625,233.4582,9.1701,9.2038,91.8894,229.3431,17.035,17.2562,8.2256,8.9249,20.5098,0.1673,127.713,2.4534,5.7407,5.6777,16.5536,79.3698,差油层
2319.59375,233.3272,9.1535,9.1699,91.9541,228.7053,16.9736,17.2252,8.0656,8.7051,21.0458,0.166,127.4564,2.4552,5.859,5.7734,16.6135,79.3311,差油层
2319.625,232.8127,9.1202,9.1699,92.1459,227.0475,16.9746,17.1944,8.0656,8.5452,21.8762,0.1648,127.6057,2.4574,6.0241,5.8925,16.7023,79.2925,差油层
2319.65625,231.2841,9.1077,9.1444,92.1467,225.9028,16.976,17.1637,8.0656,8.4252,22.0788,0.1638,127.8048,2.4613,6.1482,6.0363,16.7023,79.2103,差油层
2319.6875,230.5168,9.0912,9.1359,92.2747,224.5023,16.9767,17.1023,7.9857,8.4252,22.407,0.1614,127.8531,2.4661,6.3917,6.1833,16.7615,79.212,差油层
2319.71875,229.4983,9.0745,9.123,92.1511,222.8505,17.0402,17.0717,7.9257,8.4252,22.7818,0.1601,127.8509,2.4691,6.5475,6.3693,16.8222,79.1716,差油层
2319.75,228.3504,9.0621,9.1145,92.1519,221.0709,17.0729,17.0724,7.9057,8.6849,23.2924,0.1589,127.9981,2.4783,6.7316,6.5365,16.9133,79.0912,差油层
2319.78125,225.6785,9.0582,9.0933,91.9022,218.145,17.1052,17.0422,7.9057,8.9446,23.4217,0.1577,128.0965,2.481,6.9723,6.7082,16.9745,79.0508,差油层
2319.8125,225.6785,9.0836,9.0805,91.6527,218.145,17.169,17.0436,7.9856,9.484,23.5962,0.1548,128.1953,2.4838,7.1952,6.8845,17.0976,79.0107,差油层
2319.84375,224.2763,9.109,9.0718,91.465,216.8739,17.2014,17.0754,8.3052,9.484,23.555,0.1548,128.2937,2.4934,7.4252,7.0264,17.3158,78.9319,差油层
2319.875,222.8772,9.126,9.0715,91.0263,215.9818,17.3299,17.1714,8.4251,9.6838,23.5122,0.1532,128.3922,2.4934,7.6908,7.2244,17.3158,78.9319,差油层
2319.90625,221.4766,9.1472,9.1086,90.7139,214.5813,17.4269,17.2355,8.6048,9.8636,23.1718,0.1513,128.4875,2.4994,7.8491,7.3598,17.4728,78.8918,差油层
2319.9375,219.0574,9.1726,9.1292,90.4003,215.3335,17.4599,17.4604,8.7846,10.0034,23.1718,0.1508,128.4875,2.5023,8.0999,7.5533,17.5358,78.8531,差油层
2319.96875,219.0574,9.1854,9.1621,90.0872,217.2153,17.5903,17.525,8.7846,10.1232,22.8774,0.1492,128.5349,2.5067,8.2974,7.7375,17.6627,78.7729,差油层
2320.0,218.404,9.2066,9.1826,89.8369,214.7962,17.6235,17.6877,8.8046,10.1232,22.7109,0.1489,128.1411,2.5087,8.5156,7.9115,17.6627,78.7729,差油层
2320.03125,216.4948,9.2194,9.2237,89.5868,215.2852,17.7215,17.8849,8.8045,10.2631,22.629,0.1486,127.8329,2.5123,8.6591,8.0597,17.7907,78.6931,差油层
2320.0625,215.4744,9.2449,9.2237,89.3999,216.9167,17.8207,18.1845,8.7845,10.283,22.5059,0.1492,127.5764,2.5155,8.8052,8.2412,17.9526,78.6531,差油层
2320.09375,215.0891,9.2535,9.2441,89.7794,218.0472,18.0859,18.5922,8.7845,10.263,22.5074,0.1497,127.5239,2.518,9.0205,8.3802,18.0838,78.6132,差油层
2320.125,214.8286,9.2663,9.2768,90.3477,218.9228,18.2203,18.5922,8.8044,10.183,22.5502,0.1506,127.4718,2.5208,9.1387,8.5531,18.2823,78.5336,差油层
2320.15625,214.8179,9.2791,9.2768,91.1052,216.3842,18.3898,18.8341,8.8643,10.163,22.718,0.1519,127.3687,2.5228,9.3102,8.7619,18.517,78.5336,差油层
2320.1875,215.4395,9.2834,9.2808,92.1142,214.9893,18.595,19.0797,8.8643,10.163,23.0559,0.1542,127.3162,2.524,9.5727,8.9755,18.6863,78.5357,差油层
2320.21875,215.6879,9.2963,9.2928,93.6907,213.3434,18.6986,19.2215,9.0441,10.2029,23.5714,0.1581,128.0716,2.5232,9.7517,9.1775,18.8914,78.496,差油层
2320.25,217.3125,9.2965,9.3049,94.4471,209.924,18.8377,19.3643,9.1639,10.4426,24.2764,0.1606,128.6772,2.5188,10.0823,9.3842,18.4448,78.4981,差油层
2320.28125,217.8119,9.2967,9.3088,95.7709,206.7583,18.9432,19.3654,9.2438,10.5625,25.3733,0.1642,130.3951,2.514,10.309,9.5426,17.9096,78.4609,差油层
2320.3125,218.3127,9.3011,9.3128,98.1656,205.6172,18.6676,18.7363,9.3437,10.7023,26.3731,0.1667,132.7703,2.5058,10.6585,9.7035,17.1998,78.4609,差油层
2320.34375,220.191,9.2972,9.3163,99.6783,203.5913,17.8959,17.9292,9.5634,10.942,27.9727,0.1716,134.691,2.497,10.9182,9.9406,16.5789,78.421,差油层
2320.375,220.818,9.2974,9.3161,101.2537,202.069,16.968,17.1877,9.5634,11.2017,30.0539,0.178,138.3314,2.4829,11.2463,10.1829,15.6321,78.4233,差油层
2320.40625,222.452,9.2975,9.316,102.7035,200.6741,16.0588,16.2369,9.6633,11.3416,31.4106,0.1806,141.1628,2.4735,11.5419,10.5862,14.7942,78.4254,差油层
2320.4375,224.2108,9.3188,9.3239,104.4054,199.2779,15.254,15.0039,9.8231,11.6212,33.0714,0.1848,146.6752,2.4637,11.889,10.884,13.9753,78.3456,差油层
2320.46875,226.6007,9.34,9.3319,105.5402,198.0079,14.331,14.0957,10.0628,11.7611,36.7959,0.1878,150.7208,2.4512,12.2014,11.336,13.0092,78.3479,差油层
2320.5,229.1154,9.3822,9.3483,107.4313,199.6394,13.3158,12.8352,10.2026,12.0807,36.7963,0.1919,170.0949,2.4452,12.4992,11.6766,12.1101,78.308,差油层
2320.53125,231.755,9.4202,9.3813,108.7552,203.6714,12.1922,11.7089,10.3624,12.3204,30.6764,0.1949,177.3801,2.4336,12.5707,12.0497,11.129,78.2681,差油层
2320.5625,233.2654,9.4792,9.4474,110.0159,213.3813,11.4542,10.6422,10.4623,12.6201,26.4346,0.2011,181.2233,2.4176,12.2083,12.4122,10.379,78.2702,差油层
2320.59375,236.1575,9.5466,9.4598,111.4658,228.1408,10.7807,9.6727,10.4623,11.4612,9.9254,0.2039,186.0274,2.4061,11.7047,12.7618,9.3993,78.1904,差油层
2324.0,227.9375,9.0153,8.9909,104.8667,232.4314,10.6547,10.5377,6.1236,6.2435,15.4455,0.1751,142.3564,2.5573,5.8108,5.5911,10.8442,79.076,干层
2324.03125,227.4166,9.0322,9.0074,104.0499,234.8203,10.714,10.6354,6.6629,6.7029,16.4127,0.1739,141.8489,2.5621,6.0048,5.7045,10.8853,79.0774,干层
2324.0625,227.4166,9.0619,9.0403,103.2328,236.8306,10.8138,10.7145,7.1424,7.5619,17.028,0.173,140.4802,2.5647,6.194,6.0035,10.9264,79.0789,干层
2324.09375,227.2836,9.1042,9.0691,102.6044,236.6991,10.8743,10.9953,7.8415,8.5007,19.2268,0.172,139.5676,2.5665,6.3425,6.1028,10.9879,79.0417,干层
2324.125,227.1494,9.1211,9.0814,101.7247,233.7856,10.9148,10.9953,8.0013,8.7804,19.1918,0.1708,138.8059,2.5675,6.5303,6.3067,11.0499,79.0417,干层
2324.15625,226.7479,9.1339,9.135,100.7822,229.6034,10.9354,11.0974,8.241,9.1599,18.6028,0.17,138.0447,2.5637,6.7111,6.4698,11.0918,78.9604,干层
2324.1875,226.7479,9.1678,9.1515,100.2164,229.6034,10.997,11.2421,7.7415,9.4795,18.0983,0.169,137.2318,2.5616,6.7845,6.6854,11.1333,78.9622,干层
2324.21875,226.7399,9.1932,9.1804,99.3366,227.196,11.0589,11.3258,7.5218,8.8202,17.8678,0.1676,137.1294,2.5591,6.8329,6.8329,11.1963,78.9232,干层
2324.25,226.3532,9.2271,9.2092,98.8339,225.0398,11.0589,11.3888,6.9424,8.5006,17.6077,0.167,137.7844,2.5564,6.8444,6.9329,11.2383,78.8406,干层
2324.28125,226.2189,9.2314,9.2298,98.143,223.0098,11.1002,11.5797,6.9424,7.9812,16.9737,0.1662,138.7944,2.552,6.8552,6.9953,11.3018,78.8017,干层
2324.3125,225.6993,9.2611,9.2669,97.6409,223.0098,11.1831,11.6443,6.7026,7.6815,16.788,0.1649,140.4103,2.552,6.8546,6.9431,11.3445,78.8034,干层
2324.34375,225.6993,9.2781,9.3082,97.5793,219.331,11.2875,11.7094,6.9223,7.9811,16.4829,0.1644,141.4199,2.5504,6.8539,6.7535,11.4508,78.7225,干层
2324.375,225.3126,9.2951,9.337,97.5184,219.331,11.2875,11.7968,7.6015,8.4006,16.2432,0.1631,142.3793,2.5504,6.84,6.6297,11.4725,78.64,干层
2324.40625,224.9272,9.2828,9.3493,97.5205,218.0609,11.3296,11.8189,7.6015,8.7002,17.1654,0.1615,143.3892,2.549,6.826,6.5201,11.5157,78.6012,干层
2324.4375,224.4156,9.2703,9.3489,97.4589,216.9184,11.4559,11.8636,7.8212,9.4992,17.7764,0.1613,143.1838,2.5478,6.8127,6.4358,11.5592,78.5203,干层
2324.46875,223.9027,9.2453,9.3277,97.272,216.1519,11.6266,11.8641,8.3006,9.679,18.6484,0.1601,139.9431,2.5466,6.7862,6.3883,11.6031,78.5219,干层
2324.5,222.6258,9.1826,9.2982,97.0845,219.1732,11.9528,11.9087,8.6401,9.8388,18.9951,0.1593,138.4233,2.5466,6.735,6.2704,11.6469,78.5236,干层
2324.53125,221.8604,9.1659,9.2562,96.7083,221.8146,12.0634,11.953,8.72,10.1184,18.616,0.1584,136.1443,2.5462,6.7096,6.247,11.7344,78.5251,干层
2324.5625,221.095,9.1408,9.21,96.0174,224.4546,12.356,12.0641,8.6201,9.4192,17.8793,0.1569,133.3585,2.5464,6.6842,6.1891,11.7783,78.528,干层
2324.59375,220.3297,9.099,9.189,94.8228,225.7115,12.9859,12.1985,7.7611,9.0995,16.921,0.1562,131.4336,2.5466,6.6589,6.1425,11.8664,78.657,干层
2324.625,218.6754,9.0782,9.1428,93.9424,227.2209,13.2274,12.4944,7.7611,8.7799,16.341,0.1548,129.2558,2.5466,6.5604,6.1301,12.1326,78.6583,干层
2324.65625,218.6754,9.0406,9.1091,93.0622,229.1063,13.6984,12.9632,7.3815,8.2005,15.2956,0.1539,127.2799,2.547,6.5116,6.1745,13.3624,78.7449,干层
2324.6875,218.0376,9.0198,9.0837,91.741,223.9182,14.1863,13.253,7.0219,8.2005,14.3963,0.1532,126.0131,2.548,6.4869,6.3806,14.4573,78.7896,干层
2324.71875,216.5122,9.02,9.0752,90.7976,221.641,14.6641,13.6999,6.7222,8.0007,13.8264,0.1524,124.493,2.5486,6.4494,6.5454,14.7514,78.8343,干层
2324.75,214.8606,9.0496,9.0913,89.2874,216.7026,15.2987,14.4512,6.2827,7.8608,13.4263,0.1512,122.7195,2.5487,6.4253,6.7021,15.6991,78.837,干层
2324.78125,213.9717,9.075,9.1037,87.2117,216.7026,15.7559,14.8831,6.1828,7.681,13.5013,0.1502,120.5409,2.5483,6.3537,6.8376,16.3149,78.8393,干层
2324.8125,212.8263,9.1005,9.1284,86.5823,214.4214,16.5893,15.6129,6.6622,7.5212,14.4261,0.1496,119.4259,2.5461,6.3299,7.0138,17.2364,78.8406,干层
2324.84375,211.9347,9.1133,9.153,85.4504,212.6465,17.1483,16.4688,6.9418,7.9406,15.3577,0.1487,117.5002,2.5431,6.3173,7.052,18.1437,78.8016,干层
2324.875,211.0445,9.1135,9.1484,84.2548,211.3764,18.3907,17.055,7.621,8.44,16.1106,0.1479,116.7398,2.5393,6.3047,7.1157,19.2392,78.8049,干层
2324.90625,210.404,9.0969,9.1191,83.2486,210.3561,19.0102,18.2569,8.3401,9.1591,16.9313,0.1473,116.0794,2.5389,6.3263,7.1538,20.3259,78.7644,干层
2324.9375,209.64,9.0425,9.0352,82.3056,210.2246,19.9423,19.1519,8.3401,9.8982,17.9914,0.1469,116.9878,2.5387,6.3717,6.9707,20.8919,78.7257,干层
2324.96875,209.2532,9.0175,9.01,81.5508,210.3389,20.9201,20.5013,8.7196,11.0768,19.2945,0.1468,118.0985,2.5387,6.4064,6.8686,21.5121,78.6852,干层
2325.0,209.2452,8.9756,8.9848,80.7971,210.4586,21.5857,21.6254,9.0392,11.4563,20.2404,0.1469,119.2097,2.5389,6.4641,6.7056,21.9895,78.6871,干层
2325.03125,210.1139,8.9505,8.9385,80.4838,210.452,22.1089,22.3541,9.3588,12.1754,21.1934,0.1479,122.3434,2.5391,6.5462,6.6067,22.3948,78.5659,干层
2325.0625,210.3637,8.9045,8.8922,80.2332,210.3178,22.6448,23.1501,9.8981,12.7547,22.5621,0.1485,124.4162,2.5389,6.5817,6.5695,22.3929,78.5659,干层
2325.09375,210.98,8.8627,8.8795,79.9829,209.4185,23.0239,23.7112,10.1178,13.2141,23.6244,0.1504,127.6516,2.5377,6.6767,6.5203,21.9034,78.5254,干层
2325.125,211.4809,8.8293,8.8585,79.9216,209.4185,23.627,23.8,10.4973,13.8732,24.737,0.1517,131.3936,2.5327,6.6767,6.5192,21.0348,78.487,干层
2325.15625,211.7279,8.8001,8.8121,80.0492,208.7795,23.5838,22.6075,10.7969,14.033,26.3346,0.155,139.6385,2.5263,6.6999,6.5174,19.8698,78.3639,干层
2325.1875,212.8518,8.7708,8.7994,80.5558,207.8854,22.4434,21.4745,11.0765,14.3326,27.322,0.1583,147.7316,2.5157,6.7349,6.5163,18.8386,78.3658,干层
2325.21875,213.4776,8.7542,8.7783,80.9982,206.61,21.7541,20.1007,11.3961,14.5923,28.4513,0.163,154.0536,2.5062,6.7344,6.5272,17.2487,78.2834,干层
2325.25,214.6068,8.7418,8.7571,81.9451,206.3549,20.5881,18.8146,11.5159,13.4536,30.0666,0.168,159.364,2.4956,6.7332,6.5381,15.7643,78.2433,干层
2325.28125,216.2396,8.7378,8.7609,83.0176,211.0145,19.5921,17.322,10.3373,12.2151,32.1267,0.1735,163.9658,2.4874,6.6947,6.5844,14.3812,78.163,干层
2325.3125,219.3844,8.7506,8.769,84.972,213.2826,17.9388,16.3932,8.8791,10.4372,32.6037,0.179,170.3893,2.4762,6.6695,6.5844,12.8572,78.1228,干层
2325.34375,221.7773,8.7676,8.7978,89.321,224.1257,16.9769,15.0369,8.2198,9.758,34.9656,0.1833,175.5476,2.4625,6.6687,6.5957,11.7507,78.0829,干层
2325.375,227.7003,8.7973,8.864,92.7881,226.8986,14.9005,13.7172,7.241,8.3396,36.0774,0.1897,181.9711,2.4439,6.7035,6.6431,10.5054,78.0429,干层
2328.40625,222.7339,9.4084,9.3992,99.1384,227.8776,12.7263,11.8025,7.318,8.1369,13.423,0.1595,136.0503,2.5337,5.8287,5.8495,12.3766,79.6854,干层
2328.4375,221.8369,9.4044,9.3947,98.6989,226.7363,13.156,11.9339,7.4178,8.3965,13.9523,0.1595,136.0503,2.537,5.8816,5.8495,12.49,79.6024,干层
2328.46875,221.704,9.3962,9.3859,98.1968,224.2012,13.156,12.0448,7.4577,8.6361,14.3697,0.1586,136.6551,2.5406,6.0544,5.9454,12.6042,79.5211,干层
2328.5,221.4462,9.3965,9.3815,97.6949,221.1584,13.4256,12.3145,7.4377,9.0156,14.9638,0.1577,137.9158,2.5428,6.0544,5.9774,12.7888,79.3973,干层
2328.53125,221.0473,9.3801,9.3812,97.4436,219.6358,13.8023,12.383,7.4577,9.0156,15.6977,0.1571,138.2178,2.5466,6.1093,6.0531,12.8117,79.3568,干层
2328.5625,221.0473,9.376,9.3768,96.9412,217.862,13.879,12.5443,7.7373,9.0156,16.4981,0.1559,138.4692,2.5482,6.176,6.0969,12.8103,79.2336,干层
2328.59375,220.9157,9.372,9.3721,96.3759,216.4655,14.0858,12.5679,8.0368,9.1553,16.7739,0.1559,138.6689,2.5518,6.3339,6.1297,12.7615,79.1507,干层
2328.625,220.6498,9.364,9.3677,96.062,214.9389,14.1382,12.7083,8.1766,9.2751,17.3713,0.1553,138.4642,2.5547,6.3339,6.1854,12.7615,79.1117,干层
2328.65625,219.8817,9.3599,9.3633,95.4337,214.9389,14.1912,12.7557,8.576,9.5547,17.9571,0.1546,138.0069,2.5563,6.3914,6.2637,12.7601,79.0727,干层
2328.6875,219.8817,9.3559,9.3629,94.8682,216.1933,14.2707,12.8749,8.7757,9.5547,18.5281,0.1539,137.3461,2.5537,6.4612,6.3206,12.7828,79.0741,干层
2328.71875,218.7349,9.3479,9.3585,94.2399,218.0749,14.2988,12.9468,8.9355,9.6146,19.1883,0.1521,136.5328,2.5487,6.5198,6.3547,12.8285,79.0766,干层
2328.75,216.9515,9.3479,9.3578,93.8629,218.5746,14.2988,12.9951,8.7957,9.6944,19.5452,0.1521,136.1265,2.5455,6.6267,6.5057,12.8982,79.0798,干层
2328.78125,216.9515,9.3482,9.3578,93.1716,219.5752,14.2995,13.0435,8.5559,9.6744,20.0929,0.1518,135.7194,2.5383,6.6869,6.5057,13.087,79.0813,干层
2328.8125,215.1722,9.3442,9.3617,92.4172,219.6935,14.3797,13.1649,8.4361,9.3149,20.3546,0.1511,135.2621,2.5343,6.7475,6.6005,13.087,79.0844,干层
2328.84375,214.157,9.3403,9.3614,91.7262,218.1709,14.4069,13.3118,8.2962,9.0752,19.4777,0.1504,134.6512,2.5266,6.9206,6.7207,13.3278,79.086,干层
2328.875,212.2514,9.3364,9.361,91.0349,217.1544,14.4876,13.4106,8.2363,8.9952,19.1939,0.1498,134.3967,2.523,6.9206,6.7573,13.4747,79.0891,干层
2328.90625,211.3624,9.3365,9.3646,90.7836,214.489,14.5954,13.6104,8.2363,8.9353,18.6386,0.1492,134.1931,2.5198,6.9829,6.8187,13.9761,79.0926,干层
2328.9375,210.4734,9.3328,9.3643,90.0923,211.1886,14.7859,13.7116,8.1963,8.8953,17.9011,0.1488,133.7351,2.5164,7.0713,6.918,13.9761,79.0942,干层
2328.96875,208.6954,9.3328,9.364,89.4009,211.1886,14.8955,13.8135,8.2162,8.8953,17.479,0.1483,133.4296,2.511,7.0837,6.9808,14.3643,79.0538,干层
2329.0,207.1712,9.3331,9.3636,88.9611,211.1886,15.1172,14.2801,8.2761,8.9552,16.8491,0.1487,133.0222,2.5088,7.1217,7.0565,14.5757,78.9749,干层
2329.03125,206.1559,9.3333,9.363,88.3956,208.0156,15.4557,14.2801,8.336,9.1748,16.3014,0.1491,132.6649,2.5056,7.1596,7.1333,14.926,78.9749,干层
2329.0625,204.7593,9.3336,9.363,87.9558,208.0156,15.6278,14.6001,8.4158,9.2747,16.0053,0.1497,132.6128,2.5028,7.2111,7.2502,15.1459,78.9343,干层
2329.09375,202.9813,9.338,9.3627,87.4532,206.4903,15.8308,14.79,8.4957,9.3745,15.9769,0.1502,132.6089,2.4996,7.3165,7.2895,15.4814,78.8957,干层
2329.125,202.2158,9.3383,9.3624,87.2658,203.5724,16.4557,14.9548,8.5556,9.4943,16.5767,0.1511,132.6082,2.5054,7.3964,7.4096,15.7088,78.7729,干层
2329.15625,202.7127,9.3428,9.3621,87.583,203.5724,16.6693,15.2896,8.5955,9.6141,17.1989,0.1524,133.162,2.5159,7.5595,7.5455,15.7951,78.7729,干层
2329.1875,203.8421,9.3429,9.3618,88.2778,200.907,17.0736,15.4314,8.6754,9.8737,17.4543,0.1538,134.4751,2.5189,7.7689,7.7121,15.998,78.7345,干层
2329.21875,206.4822,9.3474,9.3571,88.9729,199.5132,17.52,15.7478,8.7752,9.9935,17.9435,0.1559,135.7879,2.5237,7.955,7.9692,16.1441,78.7363,干层
2329.25,207.613,9.3519,9.3571,89.8574,197.4802,17.8131,15.9526,8.8551,10.2531,18.6169,0.1576,137.3042,2.5287,8.3108,8.1749,16.1131,78.6556,干层
2329.28125,211.3852,9.3521,9.3568,91.2474,197.4802,18.2454,16.2795,8.9349,10.5127,19.2801,0.16,139.7304,2.532,8.5725,8.5405,15.674,78.6152,干层
2329.3125,213.0222,9.3566,9.3523,91.6262,196.21,18.4827,16.6134,9.0747,10.6725,19.7112,0.1626,142.9661,2.5286,8.7143,8.6818,14.751,78.617,干层
2329.34375,214.9104,9.3609,9.352,92.4474,194.1797,18.281,16.7367,9.2345,10.8123,20.4508,0.1656,145.8983,2.5159,9.0051,8.8254,14.1663,78.5768,干层
2329.375,220.7023,9.3655,9.3556,93.3313,193.7944,17.7847,16.4328,9.5939,11.1518,21.1791,0.1684,150.0952,2.4991,9.2885,9.2705,13.2349,78.4959,干层
2329.40625,222.5918,9.3699,9.3594,94.8462,201.2329,16.8935,15.8115,9.9933,11.1518,22.1769,0.1719,155.1527,2.4824,9.5983,9.4411,12.6406,78.4977,干层
2329.4375,226.7495,9.3743,9.3633,96.5503,206.782,16.2246,15.2133,10.4926,11.4313,22.7565,0.1737,160.7158,2.468,10.0457,9.5969,11.8095,78.5006,干层
2329.46875,231.0334,9.3747,9.3631,98.5062,212.9595,15.1586,14.504,10.7922,11.6111,23.2229,0.178,164.2554,2.4475,10.1933,9.9352,10.3274,78.5033,干层
2329.5,233.1741,9.3748,9.3708,99.8945,222.2863,13.8791,13.7014,10.4926,11.0118,22.3038,0.1835,171.2853,2.4171,10.4756,10.2665,9.6664,78.4626,干层
2329.53125,236.6992,9.3751,9.3708,101.9768,222.2863,13.2804,13.1831,9.2343,9.3541,21.1467,0.1895,174.319,2.3874,10.7264,10.4361,9.0809,78.423,干层
2329.5625,241.104,9.3711,9.3705,103.9334,228.0826,12.385,12.0706,8.0558,8.5152,19.8299,0.1953,177.6556,2.3512,10.9632,11.0628,8.4061,78.4254,干层
2329.59375,241.104,9.3713,9.3742,105.3214,230.4758,11.5498,11.851,7.2369,7.7363,17.7597,0.2012,179.2224,2.3274,11.349,11.0628,8.1026,78.3858,干层
2342.40625,225.7005,-99999.0,-99999.0,104.665,229.6723,9.5946,9.4197,7.0588,8.9584,12.3899,0.1472,133.4213,2.4928,5.5529,5.382,10.9969,84.1693,干层
2342.4375,225.7005,-99999.0,-99999.0,103.8446,231.673,10.1026,9.595,7.1987,9.0384,13.1658,0.146,132.8628,2.495,5.4206,5.3025,11.3856,84.1718,干层
2342.46875,225.7005,-99999.0,-99999.0,102.0151,231.673,10.2905,9.9737,7.3987,9.2184,13.9904,0.1448,132.0495,2.495,5.3704,5.2238,11.7021,84.1742,干层
2342.5,224.552,-99999.0,-99999.0,99.4281,231.673,10.4818,10.1032,7.6187,9.3383,14.6764,0.1437,131.7949,2.4957,5.2813,5.2238,11.9612,84.1775,干层
2342.53125,223.4034,-99999.0,-99999.0,98.5448,232.2951,10.8953,10.6187,7.7186,9.4183,15.1434,0.1427,130.5745,2.4963,5.2325,5.1751,12.2707,84.1792,干层
