Wellname,Depth,X,Y,GR,SP,CAL,AC,CNL,DEN,LLD,LLS,MSFL,lith
long291,1890.0175,5143500.3,21613750.3,120.5625,-14.3828,9.0234,274.8714,26.86,2.5847,7.5866,7.3935,4.2266,7
long291,1890.04875,5143500.3,21613750.3,112.8125,-14.4062,9.0234,265.5436,23.61,2.6091,7.9938,7.7904,5.2461,7
long291,1890.08,5143500.3,21613750.3,111.375,-14.4688,9.0469,253.5344,24.72,2.589,7.9802,7.7944,7.6523,7
long291,1890.11125,5143500.3,21613750.3,116.0625,-14.5625,9.1562,248.549,24.7,2.5536,8.1673,7.9574,9.6016,7
long291,1890.1425,5143500.3,21613750.3,133.75,-14.625,9.0312,245.4807,25.78,2.54,6.7843,6.7519,8.1052,7
long291,1890.17375,5143500.3,21613750.3,143.625,-14.4922,9.375,241.7732,24.38,2.4806,6.4359,6.3617,6.4648,7
long291,1890.205,5143500.3,21613750.3,139.875,-14.5234,10.0781,238.0638,25.74,2.3687,6.1145,6.1232,6.6016,7
long291,1890.23625,5143500.3,21613750.3,128.7394,-14.4922,10.3751,236.9119,27.6,2.302,5.9707,6.0068,6.5078,7
long291,1890.2675,5143500.3,21613750.3,115.5,-14.4297,10.5625,234.6099,28.4,2.2595,6.3638,6.3394,6.3281,7
long291,1890.29875,5143500.3,21613750.3,114.0588,-14.4921,10.195,232.3067,28.83,2.2114,6.4274,6.5027,6.1094,7
long291,1890.33,5143500.3,21613750.3,109.4375,-14.3359,9.8047,231.0252,29.81,2.1643,6.4925,6.5665,5.8327,7
long291,1890.36125,5143500.3,21613750.3,116.5,-14.1719,9.6328,231.9162,30.95,2.2078,6.4499,6.4814,5.6875,7
long291,1890.3925,5143500.3,21613750.3,120.625,-14.0547,9.8984,233.4451,31.28,2.268,6.0476,6.1529,5.4336,7
long291,1890.42375,5143500.3,21613750.3,123.875,-14.0547,9.9922,235.2288,32.07,2.3224,6.0003,6.1059,5.4688,7
long291,1890.455,5143500.3,21613750.3,122.6875,-13.8047,10.2188,237.3957,34.4,2.3397,6.4272,6.4654,5.5586,7
long291,1890.48625,5143500.3,21613750.3,127.1875,-13.7812,9.875,239.0536,34.31,2.3242,6.5492,6.5567,6.0898,7
long291,1890.5175,5143500.3,21613750.3,125.5625,-13.7812,9.5391,241.2204,32.07,2.3723,6.5686,6.5858,6.4141,7
long291,1890.54875,5143500.3,21613750.3,129.125,-13.7891,10.0859,243.3873,29.49,2.3746,6.2137,6.4481,6.6012,7
long291,1890.58,5143500.3,21613750.3,120.6875,-13.8203,10.3594,246.0644,30.15,2.4481,5.8142,6.1032,6.8125,7
long291,1890.61125,5143500.3,21613750.3,118.8125,-13.8906,10.2109,248.9951,29.39,2.4762,5.7716,6.0587,6.5703,7
long291,1890.6425,5143500.3,21613750.3,112.9981,-14.0549,9.9373,248.9951,28.45,2.4773,5.9724,6.2698,7.4453,7
long291,1890.67375,5143500.3,21613750.3,110.6875,-14.25,9.6406,250.5253,27.07,2.4654,6.1281,6.4778,7.2148,7
long291,1890.705,5143500.3,21613750.3,115.8122,-14.3829,9.9218,253.0747,26.9,2.4477,6.3104,6.7916,9.4297,7
long291,1890.73625,5143500.3,21613750.3,115.4375,-14.5391,9.7734,255.8795,26.94,2.4358,6.4107,6.8742,9.6401,8
long291,1890.7675,5143500.3,21613750.3,118.5625,-14.5469,9.6172,257.2819,27.83,2.4455,6.2208,6.719,15.2989,8
long291,1890.79875,5143500.3,21613750.3,117.5,-14.3984,9.5625,259.1933,26.05,2.445,6.0728,6.5773,20.5938,8
long291,1891.61125,5143500.3,21613750.3,130.75,-14.6016,9.3906,235.4686,24.81,2.4712,8.5715,8.8911,10.0078,8
long291,1891.6425,5143500.3,21613750.3,129.75,-14.7578,9.8125,231.7606,26.78,2.4418,9.1499,9.3895,9.4609,8
long291,1891.67375,5143500.3,21613750.3,125.875,-14.8516,9.8672,230.2255,31.56,2.4222,7.6326,7.9137,9.25,8
long291,1891.705,5143500.3,21613750.3,120.375,-14.9141,9.5547,227.2838,32.05,2.4537,7.0563,7.28,8.3672,8
long291,1891.73625,5143500.3,21613750.3,115.0625,-15.0781,9.2266,224.3421,31.55,2.4807,6.9628,7.2127,8.6406,8
long291,1891.7675,5143500.3,21613750.3,114.5625,-14.9531,9.4688,223.0625,29.91,2.4835,6.6849,6.9916,8.8667,8
long291,1891.79875,5143500.3,21613750.3,112.6875,-14.8281,9.2031,220.76,27.74,2.4845,7.0947,7.3795,10.3516,8
long291,1891.83,5143500.3,21613750.3,114,-14.7031,9.1328,218.5846,26.21,2.5439,7.9302,8.1638,11.625,8
long291,1891.86125,5143500.3,21613750.3,115.247,-14.3283,9.2425,217.4315,25.76,2.5447,8.2095,8.4053,14.1094,3
long291,1891.8925,5143500.3,21613750.3,111.5625,-14.5234,9.5781,215.7651,26.95,2.495,8.5179,8.7104,15,3
long291,1891.92375,5143500.3,21613750.3,110.9955,-14.2733,9.5702,215.5084,27.41,2.4559,7.8259,8.1031,13.4766,3
long291,1891.955,5143500.3,21613750.3,105.4375,-14.1875,9.4922,214.6101,25.45,2.4634,7.1677,7.4894,11.684,3
long291,1891.98625,5143500.3,21613750.3,114.375,-14.2188,9.4688,213.8402,25.7,2.4634,6.8733,7.1131,11.2199,3
long291,1892.0175,5143500.3,21613750.3,116.375,-14.0938,9.375,213.0708,27.47,2.4711,6.46,6.7058,12.7578,3
long291,1892.04875,5143500.3,21613750.3,119.4375,-14.0625,9.6172,212.5563,29.75,2.476,6.2284,6.4875,13.6406,3
long291,1892.08,5143500.3,21613750.3,116.1875,-14,9.6016,212.1689,30.38,2.509,7.0313,7.2678,13.5469,3
long291,1892.11125,5143500.3,21613750.3,114.5,-14.0312,9.4688,212.2917,28.46,2.5097,7.6225,7.8571,14.2344,3
long291,1892.1425,5143500.3,21613750.3,116.5625,-14.0625,9.3047,212.2892,26.02,2.4937,7.8946,8.1271,14.7344,3
long291,1892.17375,5143500.3,21613750.3,113.75,-14,9.3438,212.5404,25.78,2.4315,7.9126,8.1921,15.1942,3
long291,1909.0175,5143500.3,21613750.3,99.125,-15.6719,8.9375,268.2925,10.71,2.6123,21.8485,20.8398,8.7812,15
long291,1909.04875,5143500.3,21613750.3,95.875,-15.7031,8.9375,262.1593,10.62,2.6284,20.8183,20.2404,15.7109,15
long291,1909.08,5143500.3,21613750.3,97.375,-15.5469,8.9375,256.5366,11.85,2.6134,17.0635,17.1126,27.9861,15
long291,1909.11125,5143500.3,21613750.3,104.5005,-15.6328,8.9375,252.4464,14.47,2.581,14.7111,14.871,38.0312,15
long291,1909.1425,5143500.3,21613750.3,105.0625,-15.6641,8.9375,249.8893,14.59,2.5652,13.5088,13.912,38.1875,15
long291,1909.17375,5143500.3,21613750.3,107.123,-15.5624,8.9375,247.205,15.21,2.5614,13.8921,14.0711,44.0625,15
long291,1909.205,5143500.3,21613750.3,104.6875,-15.4688,8.9375,246.3082,15.49,2.5605,13.7198,13.7642,20.8438,15
long291,1909.23625,5143500.3,21613750.3,110.5,-15.4609,8.9453,245.4115,16.6,2.5488,13.0158,13.1077,12.3516,15
long291,1909.2675,5143500.3,21613750.3,116.5,-15.2656,8.9688,244.5143,18.19,2.5481,10.3852,10.2837,9.0625,15
long291,1909.29875,5143500.3,21613750.3,122.125,-15.2969,8.9688,244.3843,22.43,2.5359,8.0596,7.9618,8.9378,15
long291,1909.33,5143500.3,21613750.3,128.375,-15.2969,8.9688,244.3816,26.06,2.4997,6.6375,6.738,9.2578,15
long291,1909.36125,5143500.3,21613750.3,132.125,-15.3047,8.9766,244.3779,27.4,2.4773,6.3102,6.3861,9.3359,15
long291,1909.3925,5143500.3,21613750.3,138.75,-15.2734,8.9688,244.6311,24.91,2.4836,6.3597,6.3719,10.3672,15
long291,1909.42375,5143500.3,21613750.3,137.125,-15.3047,8.9375,245.3942,24.17,2.504,7.1705,7.1226,11.1406,15
long291,1909.455,5143500.3,21613750.3,138.875,-15.5,8.9375,246.5401,23.1,2.5186,8.4332,8.3192,12.0781,15
long291,1909.48625,5143500.3,21613750.3,135.375,-15.4062,8.9375,246.9218,23.17,2.5416,7.9547,7.8676,10.9247,15
long291,1909.5175,5143500.3,21613750.3,138.621,-15.0625,8.9375,248.0677,23.41,2.5423,7.2034,7.2538,12.0625,15
long291,1909.54875,5143500.3,21613750.3,133.625,-15.0938,8.9375,249.5948,25.12,2.514,6.9316,7.1186,12.4219,15
long291,1909.58,5143500.3,21613750.3,131.6258,-15.0002,8.9375,249.5948,27.18,2.5052,5.8893,6.2169,13.4766,15
long291,1909.61125,5143500.3,21613750.3,132.625,-15.25,8.9375,250.4852,28.61,2.5224,5.4556,5.7035,12.1328,15
long291,1909.6425,5143500.3,21613750.3,139.625,-15.25,8.9375,251.6311,27.54,2.5216,5.6805,5.9366,10.5703,15
long291,1909.67375,5143500.3,21613750.3,141.375,-15.125,8.9375,251.7583,26.82,2.534,6.2302,6.5068,9.3984,7
long291,1909.705,5143500.3,21613750.3,140.25,-15.1875,8.9375,254.1814,25.84,2.5334,7.0234,7.2905,9.3984,7
long291,1909.73625,5143500.3,21613750.3,136.125,-15.0312,8.9375,256.2217,27.49,2.5337,7.9378,8.0228,11.9141,7
long291,1909.7675,5143500.3,21613750.3,137.375,-14.8438,8.9375,257.1139,27.76,2.503,7.5481,7.739,15.875,7
long291,1909.79875,5143500.3,21613750.3,137.375,-15,8.9766,259.0265,28.15,2.4832,6.5794,6.8521,20.8594,7
long291,1909.83,5143500.3,21613750.3,139.875,-15.125,9.0469,260.8109,30.04,2.4846,5.6515,5.9679,18.9531,7
long291,1909.86125,5143500.3,21613750.3,135.25,-15.2812,9.2109,261.5763,31.56,2.4731,5.6497,6.0258,16.6406,7
long291,1909.8925,5143500.3,21613750.3,130,-15.125,9.1641,264.1257,28.1,2.4952,6.7315,6.9801,14.248,7
long291,1909.92375,5143500.3,21613750.3,121.062,-15.0001,9.0313,264.6357,24.08,2.5335,7.2919,7.3832,11.6172,7
long291,1909.955,5143500.3,21613750.3,120.375,-15.125,9.125,266.9296,21.97,2.5168,7.7207,7.7124,9.4922,7
long291,1909.98625,5143500.3,21613750.3,116.2546,-15,9.3748,267.5668,24.54,2.4679,8.0193,8.0684,8.6953,7
long291,1910.0175,5143500.3,21613750.3,121.9375,-15,9.1641,268.4586,26.98,2.5032,6.4486,6.8748,8.7031,7
long291,1910.04875,5143500.3,21613750.3,123.8125,-14.8125,9.1875,269.0949,28.78,2.5726,5.7333,6.1006,9.5312,7
long291,1910.08,5143500.3,21613750.3,130.25,-15,9.0859,269.8585,30.46,2.5758,5.6551,5.9977,9.5391,7
long291,1910.11125,5143500.3,21613750.3,132.375,-15,8.9375,270.7493,30.67,2.5831,5.5252,5.8926,9.7495,7
long291,1910.1425,5143500.3,21613750.3,140.125,-14.8125,8.9375,271.3847,31.38,2.5626,5.5726,5.8566,9.2891,7
long291,1910.17375,5143500.3,21613750.3,142,-14.75,8.9375,272.0211,32.65,2.5515,5.6117,5.9172,10.0703,7
long291,1910.205,5143500.3,21613750.3,141.25,-14.75,8.9375,272.9106,31.44,2.5396,6.0548,6.3017,11.7578,7
long291,1910.23625,5143500.3,21613750.3,135.375,-14.8125,9.0547,273.2919,27,2.5211,7.2389,7.4777,12.8672,7
long291,1910.2675,5143500.3,21613750.3,134.4973,-14.7813,9.0079,273.6732,25.57,2.485,7.2589,7.4826,12.2891,7
long291,1910.29875,5143500.3,21613750.3,131.125,-14.9062,9.1328,274.435,26.79,2.4709,7.1273,7.3826,11.6032,7
long291,1910.33,5143500.3,21613750.3,128.7503,-15,9.1327,274.6887,31.08,2.4466,6.8807,7.1594,11.7188,7
long291,1910.36125,5143500.3,21613750.3,129.125,-15,8.9531,275.3245,32.11,2.4294,5.6237,5.9789,10.8672,7
long291,1910.3925,5143500.3,21613750.3,132.3738,-15.1876,8.9531,276.0868,31.87,2.4982,5.6715,6.0098,9.6953,7
long291,1910.42375,5143500.3,21613750.3,130.875,-15.375,8.9766,276.3408,29.36,2.5393,7.2052,7.4059,9.5547,7
long291,1910.455,5143500.3,21613750.3,116.375,-15.3047,9.0391,276.5945,25.38,2.5792,8.4201,8.4853,10.1484,7
long291,1910.48625,5143500.3,21613750.3,108.875,-15.2109,9.1719,276.9744,21.9,2.604,8.7219,8.5317,10.9922,7
long291,1910.5175,5143500.3,21613750.3,110.75,-15.1172,8.9766,276.0772,21.5,2.5748,8.7705,8.4843,10.2362,2
long291,1910.54875,5143500.3,21613750.3,124.375,-15.2422,8.9062,275.0532,24.69,2.5553,7.2937,7.3084,10.4609,2
long291,1910.58,5143500.3,21613750.3,131.5,-15.2422,8.9062,273.3897,28.04,2.5557,5.6894,5.7869,11.8984,2
long291,1910.61125,5143500.3,21613750.3,135,-15.2344,8.9062,272.1093,30.23,2.5497,5.559,5.5114,14.75,2
long291,1910.6425,5143500.3,21613750.3,136.5,-15.2344,8.9219,270.7013,29.96,2.5335,5.5414,5.5367,18.7656,2
long291,1910.67375,5143500.3,21613750.3,134.1212,-15.4219,9.047,270.189,28.99,2.5118,5.5776,5.6438,21.3438,2
long291,1910.705,5143500.3,21613750.3,129.375,-15.4766,9.2266,268.141,25.76,2.5361,7.1193,6.9588,27.7502,2
long291,1910.73625,5143500.3,21613750.3,120.6818,-15.4141,9.1328,267.5006,23.86,2.6258,9.0693,8.7741,24.3281,2
long291,1910.7675,5143500.3,21613750.3,113.5625,-15.4062,9.1328,266.2198,22.37,2.6619,9.7014,9.2494,25.5625,2
long291,1910.79875,5143500.3,21613750.3,109.066,-15.6875,9.3983,265.0676,25.01,2.5886,9.6664,9.2502,23.6875,2
long291,1910.83,5143500.3,21613750.3,113.4375,-15.75,9.2109,264.4272,27.24,2.5206,7.6813,7.7144,24.8125,2
long291,1910.86125,5143500.3,21613750.3,119.3125,-15.75,9.3438,263.6581,28.37,2.4931,6.1184,6.1477,21.75,2
long291,1910.8925,5143500.3,21613750.3,126.75,-15.7188,9.2266,262.8896,29.44,2.4893,5.9798,5.8644,21.9844,2
long291,1910.92375,5143500.3,21613750.3,128.5,-15.375,9.3594,262.6309,31.13,2.5133,6.0378,5.8367,21.7817,2
long291,1910.955,5143500.3,21613750.3,134,-15.25,9.2734,262.3728,30.05,2.5011,5.9776,5.7816,22.6562,2
long291,1910.98625,5143500.3,21613750.3,134.75,-15.0938,9.4219,262.1146,30.04,2.5336,5.9892,5.732,20.5625,2
long291,1911.0175,5143500.3,21613750.3,135.375,-15.125,9.4531,261.7265,29.39,2.5327,5.9161,5.6619,17.2031,3
long291,1911.04875,5143500.3,21613750.3,132.75,-15.1562,9.3828,261.7246,30.02,2.5258,5.8253,5.594,15.0156,3
long291,1911.08,5143500.3,21613750.3,129.2504,-14.9998,9.4298,261.4679,30.07,2.5463,5.6759,5.45,18.375,3
long291,1911.11125,5143500.3,21613750.3,129.75,-14.7578,9.5391,260.9529,29.53,2.5848,5.6055,5.3378,24.7191,3
long291,1911.1425,5143500.3,21613750.3,129.8778,-14.8828,9.5079,260.8229,30.56,2.5672,5.4302,5.1931,32.125,3
long291,1911.17375,5143500.3,21613750.3,133.375,-14.8516,9.6328,260.6934,30.29,2.5474,5.238,5.0809,29.4062,3
long291,1911.205,5143500.3,21613750.3,132.2507,-14.9767,9.6952,260.4352,29.09,2.4892,5.4109,5.2514,34.4062,3
long291,1911.23625,5143500.3,21613750.3,133.125,-15.0703,9.5547,260.1757,29.37,2.4759,5.8282,5.7284,41.4062,3
