wellname,Depth,AC,CAL,CNC,CORR,DEN,GR,HAC,RD,RFOC,RILD,RILM,RMLL,RS,SP,lith
gu461,2022.6814,67.9321,9.0383,10.6719,0.0094,2.5337,87.9707,245.1841,14.741,11.954,9.0006,9.5795,12.9953,10.6882,-31.8263,6
gu461,2022.7127,67.6988,9.0774,10.6417,0.0106,2.5165,87.4412,243.6897,15.3691,12.0713,9.1304,9.6455,13.3584,11.0183,-31.9343,6
gu461,2022.744,67.5381,9.1361,10.6346,0.015,2.4968,86.9519,241.7556,15.9467,12.1462,9.2268,9.6657,13.7952,11.2967,-32.0367,6
gu461,2022.7753,67.3911,9.1981,10.6316,0.0192,2.476,86.4719,240.8562,16.5127,12.2132,9.3176,9.6777,14.2432,11.5639,-32.1377,6
gu461,2022.8066,67.3484,9.2734,10.6375,0.0289,2.4574,86.0282,239.1921,16.9363,12.2374,9.3797,9.6499,14.3193,11.7336,-32.2309,6
gu461,2022.8379,67.488,9.3725,10.6593,0.0481,2.441,85.6521,237.8074,17.1073,12.1872,9.3916,9.5528,13.7483,11.7301,-32.3114,6
gu461,2022.8692,67.6639,9.4769,10.6836,0.0683,2.4258,85.2876,235.9168,17.2288,12.1211,9.3928,9.4406,13.0455,11.692,-32.3889,6
gu461,2022.9005,67.8968,9.5809,10.7198,0.0908,2.4116,85.1312,234.6151,17.2632,12.0021,9.384,9.3147,12.2451,11.6066,-32.461,11
gu461,2022.9318,68.3706,9.6898,10.8062,0.1211,2.4049,85.8523,233.3724,16.9321,11.6539,9.3289,9.1269,11.0212,11.318,-32.5091,11
gu461,2022.9631,68.8968,9.7994,10.9028,0.1541,2.3991,86.763,231.9973,16.5223,11.2553,9.2645,8.9259,9.7021,10.9855,-32.5523,11
gu461,2022.9944,69.4217,9.9084,10.9996,0.1871,2.3931,87.67,230.6051,16.1135,10.8583,9.2005,8.7251,8.3881,10.6537,-32.5953,11
gu461,2023.0257,70.0954,9.9849,11.1794,0.2186,2.3936,90.5224,229.6247,15.4062,10.2504,9.0851,8.4994,7.4605,10.1984,-32.6014,11
gu461,2023.057,70.7992,10.0539,11.3764,0.2504,2.3965,93.7846,240.0042,14.638,9.6003,8.9583,8.2703,6.6223,9.7184,-32.5993,11
gu461,2023.0883,71.5024,10.1229,11.5734,0.2816,2.3986,97.0466,247.6752,13.87,8.9503,8.8321,8.0404,5.7835,9.2384,-32.5965,11
gu461,2023.1196,72.2173,10.1565,11.9103,0.3069,2.4015,101.412,253.024,13.0427,8.3515,8.6601,7.8186,5.2269,8.7399,-32.5612,11
gu461,2023.1509,72.9329,10.1734,12.3109,0.3292,2.4037,106.2634,257.3523,12.1926,7.7806,8.4683,7.603,4.8033,8.2358,-32.5109,11
gu461,2023.1822,73.6526,10.1885,12.7205,0.3513,2.4065,111.1906,261.1235,11.3371,7.2104,8.2736,7.3863,4.3935,7.7297,-32.4587,11
gu461,2027.6268,75.6091,8.8355,13.9517,0.0792,2.404,72.1747,243.0438,24.5239,23.9679,13.8962,13.1897,43.655,18.1528,-32.9718,6
gu461,2027.6581,75.781,8.8275,13.7768,0.0662,2.4041,70.8897,233.7298,26.6039,25.5698,14.2571,13.3727,37.9551,19.6689,-33.1558,6
gu461,2027.6894,75.9485,8.8195,13.6023,0.0532,2.4052,69.6578,227.1626,28.5985,27.0612,14.6198,13.5533,32.3204,21.1301,-33.3413,6
gu461,2027.7207,76.0496,8.8115,13.4314,0.0403,2.4083,69.3405,219.1574,29.1036,26.7319,15.0017,13.7009,28.0653,21.619,-33.5211,6
gu461,2027.752,76.1076,8.8035,13.2614,0.0293,2.4123,69.6044,209.0087,28.6645,25.2419,15.3967,13.8279,24.6772,21.491,-33.6981,6
gu461,2027.7833,76.1603,8.7957,13.091,0.0183,2.4174,69.893,202.3418,28.1865,23.736,15.7942,13.9523,21.3284,21.3359,-33.876,6
gu461,2027.8146,76.126,8.7909,12.9254,0.0086,2.4235,70.563,197.3098,27.1461,22.0623,16.2058,14.0441,18.8244,20.768,-34.0408,6
gu461,2027.8459,75.9744,8.7899,12.7658,0.0025,2.4316,71.7566,201.9588,25.333,20.1469,16.6404,14.0914,17.4401,19.6347,-34.1895,6
gu461,2027.8772,75.8203,8.7891,12.6067,-0.0044,2.4396,72.9437,210.9972,23.5346,18.2515,17.0721,14.1385,16.0728,18.5106,-34.3378,6
gu461,2027.9085,75.6129,8.7908,12.4454,-0.009,2.4475,74.0983,220.6176,21.8668,16.5566,17.4984,14.17,14.8898,17.4545,-34.4755,6
gu461,2027.9398,75.2405,8.8018,12.2798,-0.009,2.4546,75.1594,228.556,20.5927,15.4794,17.904,14.1559,14.2724,16.6052,-34.5829,6
gu461,2027.9711,74.8694,8.8128,12.1148,-0.009,2.4626,76.2164,235.8778,19.3228,14.4063,18.308,14.141,13.6584,15.7593,-34.6889,6
gu461,2028.0024,74.488,8.8247,11.9504,-0.0088,2.4704,77.2155,247.563,18.1053,13.3803,18.6992,14.1271,13.0929,14.9453,-34.7918,6
gu461,2028.0337,74.014,8.8466,11.8014,-0.0058,2.4755,77.4785,273.899,17.5582,12.9743,18.9192,14.1161,13.1299,14.5394,-34.8528,6
gu461,2028.065,73.5381,8.8678,11.6517,-0.0028,2.4814,77.7426,279.7899,17.0081,12.5666,19.14,14.1052,13.1671,14.1328,-34.914,6
gu461,2028.0963,73.0648,8.8897,11.5077,-8.00E-04,2.4862,77.95,288.3643,16.4947,12.1905,19.3395,14.097,13.2515,13.7489,-34.9728,6
gu461,2028.1276,72.6,8.9107,11.4322,0.001,2.4881,77.5221,289.0664,16.365,12.1672,19.3033,14.1094,13.8671,13.6062,-35.0061,6
gu461,2028.1589,72.1352,8.9318,11.3739,0.0011,2.4891,76.9359,284.6456,16.329,12.2303,19.209,14.1265,14.6151,13.5229,-35.0323,6
gu461,2028.1902,71.6787,8.9523,11.3222,0.002,2.4899,76.3311,277.9303,16.3128,12.3117,19.1037,14.1427,15.3971,13.4519,-35.0585,6
gu461,2028.2215,71.2935,8.967,11.3535,0.0019,2.4886,75.4756,272.5921,16.5106,12.6144,18.8584,14.1375,16.5918,13.5176,-35.0751,6
gu461,2028.2528,70.9546,8.978,11.4365,9.00E-04,2.4847,74.4696,268.3943,16.8407,13.0523,18.5283,14.1205,18.0369,13.6686,-35.0871,6
gu461,2028.2841,70.6232,8.9886,11.5237,-1.00E-04,2.4816,73.4671,262.8007,17.179,13.4948,18.1958,14.0995,19.4734,13.8245,-35.0993,6
gu461,2028.3154,70.3675,8.995,11.6608,-0.0011,2.4764,72.5018,258.2743,17.6042,14.0044,17.8451,14.0322,20.804,14.0389,-35.1147,6
gu461,2028.3467,70.2125,8.9951,11.8607,-0.002,2.4703,71.5929,254.2598,18.1392,14.5954,17.4732,13.9063,21.988,14.3259,-35.1327,6
gu461,2028.378,70.0602,8.996,12.0612,-0.002,2.4634,70.6897,250.7105,18.674,15.1805,17.1019,13.7789,23.1411,14.6122,-35.1511,6
gu461,2028.4093,69.9524,8.9958,12.2708,-0.0019,2.4573,69.9017,248.383,19.1631,15.6551,16.7483,13.6278,23.8186,14.8729,-35.1734,6
gu461,2028.4406,69.9663,8.9938,12.5038,-9.00E-04,2.4504,69.4277,245.5981,19.5331,15.8301,16.4442,13.4109,23.1797,15.067,-35.2084,6
