wellname,Depth,GR,SP,CAL,AC,CNL,DEN,LLD,LLS,MSFL,lith
long291,1890.48625,127.1875,-13.7812,9.875,239.0536,34.31,2.3242,6.5492,6.5567,6.0898,7
long291,1890.5175,125.5625,-13.7812,9.5391,241.2204,32.07,2.3723,6.5686,6.5858,6.4141,7
long291,1890.54875,129.125,-13.7891,10.0859,243.3873,29.49,2.3746,6.2137,6.4481,6.6012,7
long291,1890.58,120.6875,-13.8203,10.3594,246.0644,30.15,2.4481,5.8142,6.1032,6.8125,7
long291,1890.61125,118.8125,-13.8906,10.2109,248.9951,29.39,2.4762,5.7716,6.0587,6.5703,7
long291,1890.6425,112.9981,-14.0549,9.9373,248.9951,28.45,2.4773,5.9724,6.2698,7.4453,7
long291,1890.67375,110.6875,-14.25,9.6406,250.5253,27.07,2.4654,6.1281,6.4778,7.2148,7
long291,1890.705,115.8122,-14.3829,9.9218,253.0747,26.9,2.4477,6.3104,6.7916,9.4297,7
long291,1890.73625,115.4375,-14.5391,9.7734,255.8795,26.94,2.4358,6.4107,6.8742,9.6401,8
long291,1890.7675,118.5625,-14.5469,9.6172,257.2819,27.83,2.4455,6.2208,6.719,15.2989,8
long291,1890.79875,117.5,-14.3984,9.5625,259.1933,26.05,2.445,6.0728,6.5773,20.5938,8
long291,1891.61125,130.75,-14.6016,9.3906,235.4686,24.81,2.4712,8.5715,8.8911,10.0078,8
long291,1891.6425,129.75,-14.7578,9.8125,231.7606,26.78,2.4418,9.1499,9.3895,9.4609,8
long291,1891.67375,125.875,-14.8516,9.8672,230.2255,31.56,2.4222,7.6326,7.9137,9.25,8
long291,1891.705,120.375,-14.9141,9.5547,227.2838,32.05,2.4537,7.0563,7.28,8.3672,8
