Depth,AC,CAL,CNC,CORR,DEN,GR,HAC,RD,RFOC,RILD,RILM,RMLL,RS,SP,result
1474.0,88.033,9.174,23.682,0.286,2.47,102.579,308.309,6.264,4.856,6.173,5.923,5.536,4.685,-45.357,水层
1479.8,101.09,9.003,29.737,0.074,2.458,96.774,401.25,5.373,5.664,3.34,4.03,7.567,3.977,-43.503,水层
1479.85,98.427,9.003,28.489,0.09,2.459,94.686,412.695,6.131,6.232,3.449,4.156,7.153,4.61,-43.653,水层
1479.9,95.758,9.005,27.238,0.105,2.459,92.593,409.214,6.891,6.801,3.558,4.282,6.738,5.245,-43.804,水层
1479.95,93.089,9.005,26.146,0.121,2.449,91.983,396.169,7.121,6.913,3.693,4.397,6.464,5.624,-43.946,水层
1480.0,90.414,9.005,25.052,0.137,2.439,91.372,377.388,7.352,7.025,3.829,4.512,6.189,6.003,-44.087,水层
1480.05,88.295,9.005,24.322,0.153,2.427,92.697,345.531,7.016,6.78,4.006,4.639,6.135,5.871,-44.203,水层
1480.1,86.18,9.005,23.593,0.169,2.416,94.02,318.083,6.68,6.535,4.182,4.765,6.081,5.738,-44.318,水层
1480.15,85.158,9.005,23.312,0.181,2.407,96.011,297.735,6.295,6.211,4.415,4.916,5.968,5.449,-44.4,水层
1480.2,84.14,9.005,23.032,0.193,2.399,97.997,284.748,5.911,5.887,4.648,5.067,5.857,5.159,-44.481,水层
1480.25,84.253,9.005,23.032,0.192,2.395,99.336,279.35,5.705,5.617,4.947,5.245,5.725,4.963,-44.531,水层
1480.3,84.367,9.005,23.033,0.19,2.391,100.672,281.312,5.498,5.348,5.245,5.424,5.593,4.767,-44.581,水层
1480.35,85.075,9.005,23.126,0.169,2.396,100.601,284.573,5.477,5.186,5.572,5.629,5.687,4.697,-44.613,水层
1480.4,85.785,9.005,23.219,0.147,2.402,100.53,284.816,5.457,5.025,5.899,5.836,5.78,4.627,-44.645,水层
1480.45,86.366,9.004,23.224,0.116,2.414,99.006,283.063,5.621,5.037,6.18,6.052,6.372,4.675,-44.677,水层
1480.5,86.949,9.003,23.228,0.084,2.427,97.478,284.569,5.785,5.049,6.461,6.268,6.965,4.722,-44.708,水层
1480.55,87.054,9.0,23.093,0.059,2.447,94.711,293.875,6.162,5.309,6.646,6.454,8.313,4.906,-44.76,水层
1480.6,87.158,8.997,22.958,0.034,2.467,91.95,304.929,6.537,5.567,6.83,6.64,9.659,5.088,-44.811,水层
1480.65,86.921,8.992,22.76,0.026,2.473,89.058,313.367,7.113,6.113,6.924,6.751,11.369,5.433,-44.896,水层
1480.7,86.685,8.987,22.563,0.018,2.48,86.172,317.236,7.687,6.657,7.018,6.861,13.074,5.777,-44.981,水层
1480.75,86.333,8.982,22.425,0.016,2.468,84.317,320.712,8.246,7.341,7.052,6.883,13.148,6.216,-45.103,水层
1480.8,85.982,8.977,22.288,0.014,2.456,82.465,325.919,8.804,8.025,7.085,6.905,13.219,6.655,-45.225,水层
1480.85,85.626,8.975,22.264,0.021,2.427,83.382,327.406,8.933,8.316,7.096,6.876,11.639,6.9,-45.374,水层
1480.9,85.27,8.972,22.24,0.029,2.398,84.303,314.183,9.062,8.608,7.107,6.847,10.055,7.146,-45.524,水层
1480.95,84.896,8.971,22.308,0.051,2.367,88.0,284.528,8.752,8.221,7.131,6.826,8.808,7.032,-45.686,水层
1481.0,84.521,8.969,22.375,0.073,2.336,91.706,251.307,8.44,7.832,7.155,6.804,7.559,6.918,-45.847,水层
1481.05,84.174,8.959,22.45,0.106,2.316,95.781,242.877,8.092,7.243,7.212,6.835,7.017,6.665,-46.008,水层
1481.1,83.828,8.949,22.524,0.139,2.295,99.846,250.769,7.745,6.657,7.269,6.866,6.476,6.413,-46.169,水层
1481.15,83.722,8.923,22.549,0.165,2.291,101.752,259.942,7.618,6.292,7.352,6.955,6.468,6.244,-46.327,水层
1481.2,83.617,8.897,22.573,0.192,2.288,103.652,258.259,7.492,5.929,7.434,7.044,6.46,6.076,-46.485,水层
1481.25,83.843,8.856,22.522,0.194,2.3,102.341,252.518,7.651,5.88,7.507,7.156,6.882,6.072,-46.656,水层
1481.3,84.069,8.814,22.47,0.195,2.313,101.026,252.603,7.811,5.832,7.579,7.268,7.306,6.07,-46.828,水层
1481.35,84.422,8.775,22.344,0.165,2.336,98.622,261.038,8.26,6.097,7.601,7.341,7.968,6.266,-47.03,水层
1481.4,84.776,8.736,22.218,0.135,2.36,96.213,277.471,8.71,6.363,7.623,7.414,8.631,6.463,-47.233,水层
1481.45,84.958,8.723,22.058,0.103,2.382,94.987,297.255,9.323,6.902,7.582,7.397,8.908,6.849,-47.472,水层
1481.5,85.141,8.709,21.898,0.071,2.404,93.757,311.012,9.938,7.442,7.54,7.379,9.185,7.236,-47.711,水层
1481.55,85.078,8.728,21.776,0.083,2.416,94.338,310.875,10.284,7.995,7.461,7.275,8.75,7.605,-47.96,水层
1481.6,85.016,8.747,21.655,0.094,2.428,94.916,300.246,10.63,8.546,7.382,7.171,8.317,7.973,-48.208,水层
1481.65,84.861,8.783,21.663,0.143,2.429,96.131,288.641,10.291,8.57,7.312,7.036,7.665,7.951,-48.418,水层
1481.7,84.707,8.818,21.672,0.192,2.43,97.343,283.309,9.952,8.593,7.242,6.901,7.013,7.928,-48.626,水层
1481.75,84.666,8.848,21.819,0.24,2.425,98.697,284.559,9.193,8.008,7.211,6.799,6.542,7.493,-48.749,水层
1481.8,84.626,8.878,21.967,0.288,2.42,100.051,288.189,8.434,7.422,7.18,6.697,6.071,7.058,-48.871,水层
1481.85,84.75,8.894,22.185,0.307,2.416,101.635,289.9,7.769,6.776,7.192,6.663,5.932,6.56,-48.888,水层
1481.9,84.875,8.909,22.403,0.327,2.412,103.222,289.305,7.101,6.127,7.204,6.628,5.792,6.062,-48.905,水层
1481.95,85.059,8.907,22.614,0.312,2.414,104.508,287.228,6.726,5.742,7.243,6.667,5.969,5.717,-48.847,水层
1482.0,85.243,8.904,22.826,0.297,2.416,105.796,284.102,6.349,5.355,7.282,6.705,6.146,5.372,-48.789,水层
1482.05,85.377,8.878,22.975,0.261,2.419,105.948,279.615,6.286,5.262,7.328,6.799,6.526,5.227,-48.731,水层
1482.1,85.512,8.852,23.123,0.225,2.422,106.1,276.14,6.222,5.169,7.375,6.892,6.905,5.083,-48.673,水层
1482.15,85.544,8.804,23.176,0.185,2.425,104.252,276.853,6.472,5.333,7.414,7.011,7.131,5.157,-48.709,水层
1482.2,85.576,8.756,23.229,0.145,2.429,102.408,282.566,6.722,5.496,7.454,7.13,7.357,5.232,-48.746,水层
1482.25,85.531,8.701,23.15,0.113,2.426,99.812,289.98,7.281,5.867,7.479,7.249,7.254,5.557,-48.956,水层
1482.3,85.487,8.645,23.07,0.082,2.424,97.216,292.994,7.841,6.239,7.505,7.368,7.15,5.884,-49.166,水层
1482.35,85.379,8.605,22.871,0.062,2.423,94.969,290.232,8.579,6.746,7.521,7.47,6.97,6.438,-49.577,水层
1482.4,85.27,8.566,22.672,0.042,2.422,92.715,283.849,9.318,7.254,7.537,7.573,6.79,6.994,-49.988,水层
1482.45,85.121,8.553,22.451,0.036,2.42,90.835,276.276,9.922,7.769,7.557,7.657,6.746,7.547,-50.561,水层
1482.5,84.972,8.541,22.23,0.031,2.418,88.951,270.641,10.528,8.286,7.578,7.742,6.702,8.101,-51.136,水层
1482.55,84.846,8.546,22.073,0.027,2.416,87.297,268.513,10.821,8.633,7.627,7.818,6.821,8.41,-51.784,水层
1482.6,84.72,8.551,21.915,0.024,2.414,85.647,272.274,11.113,8.978,7.676,7.895,6.94,8.718,-52.43,水层
1482.65,84.704,8.556,21.819,0.025,2.411,84.904,281.929,11.19,9.011,7.765,7.979,7.093,8.819,-53.04,水层
1482.7,84.689,8.56,21.722,0.025,2.408,84.162,289.783,11.266,9.044,7.854,8.062,7.245,8.919,-53.649,水层
1482.75,84.818,8.555,21.676,0.029,2.405,84.483,292.14,11.256,8.835,7.974,8.158,7.338,8.92,-54.137,水层
1482.8,84.947,8.55,21.631,0.033,2.402,84.804,290.212,11.247,8.627,8.093,8.253,7.431,8.92,-54.624,水层
1482.85,85.124,8.542,21.699,0.036,2.399,84.882,287.089,11.245,8.429,8.216,8.349,7.43,8.884,-54.947,水层
1482.9,85.301,8.534,21.768,0.04,2.397,84.96,284.348,11.244,8.231,8.338,8.445,7.428,8.847,-55.269,水层
1482.95,85.45,8.534,21.943,0.04,2.396,84.371,282.755,11.337,8.235,8.438,8.515,7.415,8.827,-55.431,水层
1483.0,85.6,8.533,22.118,0.039,2.395,83.781,282.149,11.431,8.238,8.538,8.585,7.403,8.808,-55.594,水层
1483.05,85.685,8.551,22.277,0.036,2.397,82.597,280.25,11.665,8.459,8.599,8.605,7.477,8.871,-55.623,水层
1483.1,85.77,8.569,22.436,0.033,2.398,81.415,275.813,11.899,8.679,8.66,8.625,7.551,8.934,-55.652,水层
1483.15,85.79,8.606,22.449,0.029,2.403,80.89,271.965,12.161,8.933,8.672,8.586,7.741,9.083,-55.572,水层
1483.2,85.81,8.642,22.462,0.026,2.407,80.367,273.522,12.422,9.185,8.683,8.546,7.931,9.233,-55.492,水层
1483.25,85.814,8.688,22.368,0.024,2.412,81.453,280.566,12.423,9.219,8.642,8.452,8.234,9.323,-55.307,水层
1483.3,85.819,8.733,22.274,0.022,2.417,82.543,289.23,12.423,9.252,8.602,8.359,8.537,9.412,-55.123,水层
1483.35,85.841,8.78,22.226,0.024,2.42,85.296,294.835,12.012,9.01,8.521,8.231,8.767,9.235,-54.827,水层
1483.4,85.863,8.826,22.177,0.026,2.423,88.056,294.625,11.6,8.766,8.44,8.104,8.997,9.057,-54.531,水层
1483.45,85.953,8.866,22.291,0.031,2.421,92.109,289.652,11.0,8.399,8.348,7.971,8.84,8.656,-54.124,水层
1483.5,86.043,8.906,22.405,0.036,2.418,96.172,283.401,10.398,8.031,8.255,7.838,8.683,8.255,-53.716,水层
1483.55,86.174,8.934,22.616,0.052,2.409,99.841,279.839,9.866,7.675,8.177,7.726,8.221,7.841,-53.219,水层
1483.6,86.305,8.962,22.826,0.067,2.401,103.501,279.783,9.335,7.32,8.098,7.613,7.76,7.428,-52.724,水层
1484.4,85.853,8.852,23.341,0.133,2.373,91.174,290.31,8.4,6.816,7.69,7.617,8.637,6.763,-49.064,水层
1484.45,85.688,8.79,23.208,0.128,2.373,89.744,292.31,8.614,6.869,7.753,7.716,8.763,6.908,-49.303,水层
1484.5,85.522,8.727,23.073,0.122,2.374,88.312,293.813,8.829,6.922,7.816,7.814,8.89,7.054,-49.541,水层
1484.55,85.232,8.665,22.901,0.095,2.375,86.775,291.365,9.194,7.164,7.9,7.924,8.851,7.28,-49.905,水层
1484.6,84.942,8.602,22.73,0.069,2.376,85.243,286.093,9.558,7.406,7.984,8.032,8.812,7.506,-50.267,水层
1484.65,84.726,8.56,22.499,0.047,2.377,83.241,281.034,10.023,7.833,8.077,8.14,8.644,7.845,-50.765,水层
1484.7,84.509,8.517,22.268,0.025,2.378,81.244,280.496,10.486,8.258,8.17,8.248,8.477,8.183,-51.262,水层
1484.75,84.568,8.5,22.062,0.019,2.379,79.86,283.11,10.85,8.722,8.265,8.343,8.404,8.561,-51.879,水层
1484.8,84.626,8.482,21.855,0.013,2.38,78.478,285.604,11.213,9.187,8.361,8.437,8.331,8.939,-52.495,水层
1484.85,84.93,8.484,21.759,0.013,2.381,78.293,286.367,11.292,9.453,8.467,8.515,8.33,9.154,-53.167,水层
1484.9,85.235,8.486,21.663,0.014,2.382,78.108,287.368,11.371,9.72,8.572,8.593,8.329,9.37,-53.841,水层
1484.95,85.623,8.497,21.666,0.015,2.382,78.356,289.771,11.296,9.659,8.7,8.665,7.98,9.371,-54.481,水层
1485.0,86.011,8.508,21.668,0.016,2.383,78.604,291.107,11.22,9.598,8.829,8.737,7.63,9.372,-55.123,水层
1485.05,86.336,8.519,21.653,0.016,2.384,78.542,289.359,11.255,9.371,8.979,8.823,7.079,9.347,-55.642,水层
1485.1,86.66,8.529,21.637,0.017,2.386,78.481,286.32,11.29,9.144,9.129,8.909,6.529,9.323,-56.16,水层
1485.15,86.818,8.536,21.496,0.02,2.388,78.034,283.779,11.508,8.993,9.274,9.02,6.231,9.404,-56.498,水层
1485.2,86.975,8.542,21.355,0.023,2.389,77.588,283.247,11.726,8.843,9.418,9.13,5.934,9.486,-56.835,水层
1485.25,86.879,8.545,21.082,0.026,2.392,77.149,285.681,12.056,8.964,9.519,9.238,6.035,9.651,-56.986,水层
1485.3,86.783,8.547,20.809,0.029,2.394,76.71,290.109,12.387,9.086,9.62,9.345,6.137,9.816,-57.138,水层
1485.35,86.409,8.557,20.512,0.029,2.396,76.359,292.87,12.71,9.547,9.667,9.396,6.571,9.995,-57.137,水层
1485.4,86.033,8.568,20.215,0.028,2.399,76.006,292.022,13.033,10.01,9.713,9.447,7.006,10.174,-57.135,水层
1485.45,85.537,8.6,20.026,0.024,2.402,75.635,287.262,13.207,10.542,9.728,9.413,7.484,10.291,-57.024,水层
1485.5,85.039,8.632,19.836,0.02,2.406,75.262,281.245,13.381,11.075,9.742,9.38,7.964,10.408,-56.912,水层
1485.55,84.64,8.686,19.798,0.016,2.412,75.187,277.239,13.262,11.039,9.741,9.29,8.23,10.397,-56.709,水层
1485.6,84.242,8.741,19.76,0.012,2.418,75.111,275.663,13.143,11.004,9.739,9.201,8.496,10.387,-56.507,水层
1485.65,84.003,8.805,19.809,0.011,2.427,75.949,277.343,12.713,10.303,9.713,9.107,8.62,10.173,-56.207,水层
1485.7,83.765,8.868,19.858,0.01,2.435,76.784,279.36,12.284,9.603,9.687,9.014,8.743,9.96,-55.907,水层
1485.75,83.59,8.92,19.901,0.01,2.443,78.384,278.317,11.772,8.928,9.623,8.944,8.874,9.588,-55.492,水层
1485.8,83.416,8.972,19.945,0.009,2.452,79.985,272.954,11.26,8.252,9.559,8.875,9.006,9.217,-55.077,水层
1485.85,83.209,9.0,19.949,0.008,2.457,81.162,267.49,10.891,7.966,9.458,8.809,9.066,8.855,-54.551,水层
1485.9,83.003,9.027,19.953,0.006,2.463,82.342,264.092,10.521,7.679,9.357,8.744,9.126,8.492,-54.024,水层
1485.95,82.812,9.034,19.938,0.007,2.463,82.944,263.538,10.362,7.753,9.23,8.642,9.02,8.255,-53.42,水层
1486.0,82.622,9.041,19.923,0.008,2.463,83.547,265.443,10.203,7.827,9.103,8.539,8.915,8.017,-52.815,水层
1486.05,82.517,9.039,19.938,0.015,2.456,84.086,268.552,10.16,8.021,8.957,8.386,8.693,7.923,-52.194,水层
1486.1,82.412,9.037,19.953,0.022,2.45,84.624,272.094,10.118,8.214,8.811,8.233,8.472,7.829,-51.574,水层
1486.15,82.412,9.035,20.06,0.033,2.439,85.243,275.911,9.994,8.171,8.651,8.058,8.233,7.776,-51.007,水层
1486.2,82.413,9.032,20.168,0.043,2.428,85.861,277.598,9.871,8.128,8.49,7.884,7.996,7.723,-50.442,水层
1486.25,82.511,9.031,20.411,0.058,2.416,86.728,277.507,9.569,7.798,8.327,7.727,7.837,7.579,-49.977,水层
1486.3,82.61,9.03,20.655,0.072,2.404,87.597,276.739,9.267,7.468,8.164,7.571,7.679,7.435,-49.513,水层
1486.35,82.796,9.03,21.003,0.086,2.393,88.477,276.055,8.895,7.133,8.019,7.455,7.672,7.19,-49.168,水层
1486.4,82.982,9.03,21.351,0.101,2.382,89.36,273.075,8.521,6.796,7.873,7.338,7.665,6.945,-48.822,水层
1486.45,83.301,9.031,21.708,0.117,2.372,90.099,264.605,8.23,6.643,7.758,7.254,7.851,6.703,-48.582,水层
1486.5,83.621,9.032,22.065,0.134,2.362,90.839,252.788,7.938,6.489,7.642,7.17,8.037,6.46,-48.341,水层
1486.55,84.103,9.034,22.347,0.146,2.352,92.084,246.246,7.766,6.494,7.553,7.099,8.236,6.301,-48.177,水层
1486.6,84.585,9.035,22.627,0.157,2.342,93.326,250.769,7.594,6.499,7.464,7.027,8.435,6.143,-48.014,水层
1492.0,86.115,8.439,23.318,0.012,2.366,75.851,299.556,11.629,10.159,8.791,8.985,8.415,9.338,-54.513,水层
1492.05,85.813,8.442,22.931,0.015,2.37,72.786,297.204,12.967,11.484,9.106,9.31,8.378,10.514,-55.66,水层
1492.1,85.512,8.445,22.544,0.018,2.373,69.729,291.878,14.302,12.805,9.421,9.635,8.341,11.688,-56.805,水层
1492.15,85.248,8.448,22.312,0.019,2.373,67.225,288.535,15.433,13.714,9.819,10.0,8.208,12.779,-57.888,水层
1492.2,84.985,8.45,22.082,0.02,2.372,64.727,288.69,16.562,14.621,10.216,10.365,8.075,13.868,-58.968,水层
1492.25,84.766,8.45,21.852,0.022,2.374,63.148,290.079,17.364,14.82,10.661,10.764,8.046,14.622,-59.878,水层
1492.3,84.546,8.449,21.623,0.023,2.376,61.569,289.202,18.166,15.019,11.106,11.163,8.018,15.375,-60.787,水层
1492.35,84.296,8.449,21.298,0.025,2.381,60.541,286.56,18.959,15.032,11.57,11.579,8.195,15.866,-61.45,水层
1492.4,84.045,8.448,20.971,0.026,2.385,59.511,283.991,19.754,15.045,12.036,11.995,8.373,16.359,-62.115,水层
1492.45,83.698,8.449,20.587,0.024,2.391,58.422,281.817,21.051,15.422,12.46,12.376,8.646,16.958,-62.508,水层
1492.5,83.35,8.449,20.203,0.022,2.397,57.33,278.452,22.35,15.799,12.885,12.758,8.92,17.56,-62.903,水层
1492.55,82.942,8.45,19.896,0.019,2.404,55.862,274.037,24.347,16.752,13.175,13.008,9.197,18.584,-63.034,水层
1492.6,82.536,8.45,19.59,0.016,2.411,54.398,272.253,26.338,17.702,13.464,13.257,9.473,19.606,-63.165,水层
1492.65,82.122,8.46,19.465,0.014,2.416,53.682,273.981,27.951,19.133,13.53,13.249,9.64,20.748,-63.053,水层
1492.7,81.709,8.47,19.341,0.012,2.422,52.968,276.647,29.559,20.56,13.596,13.241,9.807,21.888,-62.941,水层
1492.75,81.287,8.508,19.414,0.011,2.425,53.742,277.875,28.504,21.627,13.445,12.937,9.672,21.675,-62.602,水层
1492.8,80.864,8.545,19.487,0.009,2.427,54.519,275.281,27.443,22.692,13.293,12.632,9.536,21.46,-62.263,水层
1492.85,80.454,8.618,19.725,0.013,2.426,56.896,270.405,24.258,21.615,13.024,12.144,9.1,19.473,-61.717,水层
1492.9,80.044,8.691,19.962,0.016,2.425,59.279,264.926,21.065,20.535,12.755,11.654,8.663,17.481,-61.169,水层
1492.95,79.825,8.779,20.332,0.031,2.419,63.495,260.594,18.154,17.652,12.466,11.161,8.187,15.321,-60.447,水层
1493.0,79.606,8.867,20.703,0.045,2.413,67.72,257.109,15.235,14.763,12.178,10.667,7.71,13.156,-59.723,水层
1493.05,79.743,8.922,21.174,0.082,2.404,72.932,255.604,13.354,12.382,11.9,10.282,7.459,11.612,-58.888,水层
1493.1,79.88,8.976,21.643,0.119,2.395,78.132,255.463,11.479,10.008,11.624,9.898,7.209,10.072,-58.056,水层
1493.15,80.361,8.962,22.127,0.149,2.384,82.584,254.428,10.461,8.744,11.342,9.633,7.196,9.124,-57.221,水层
1493.2,80.842,8.947,22.61,0.18,2.374,87.025,252.74,9.446,7.484,11.06,9.369,7.182,8.178,-56.387,水层
1494.4,88.432,8.524,24.032,0.009,2.332,81.701,298.296,10.261,9.952,7.87,7.874,7.647,8.569,-56.426,水层
1494.45,88.143,8.556,23.771,0.013,2.336,82.529,304.821,10.12,10.17,7.991,7.905,7.739,8.701,-56.787,水层
1494.5,87.853,8.589,23.51,0.018,2.34,83.36,307.517,9.98,10.388,8.113,7.937,7.831,8.834,-57.15,水层
1494.55,87.752,8.602,23.312,0.027,2.344,84.294,304.656,9.57,9.76,8.31,8.037,7.718,8.656,-57.344,水层
1494.6,87.651,8.615,23.114,0.037,2.347,85.226,300.189,9.162,9.134,8.506,8.137,7.605,8.477,-57.536,水层
1494.65,87.739,8.603,22.923,0.049,2.35,85.301,297.873,8.882,8.402,8.767,8.352,7.495,8.236,-57.591,水层
1494.7,87.826,8.591,22.732,0.061,2.353,85.376,297.007,8.602,7.673,9.028,8.566,7.387,7.996,-57.646,水层
1494.75,87.878,8.568,22.451,0.061,2.357,84.096,295.646,8.707,7.381,9.318,8.901,7.484,7.906,-57.643,水层
1494.8,87.929,8.545,22.171,0.06,2.361,82.815,292.571,8.813,7.09,9.608,9.237,7.581,7.817,-57.64,水层
1494.85,87.701,8.532,21.699,0.047,2.368,80.375,288.37,9.537,7.385,9.862,9.643,7.913,8.035,-57.654,水层
1494.9,87.472,8.519,21.226,0.035,2.375,77.929,283.115,10.263,7.681,10.117,10.049,8.246,8.253,-57.668,水层
1494.95,86.801,8.521,20.609,0.023,2.387,74.775,279.527,12.116,8.803,10.252,10.38,8.73,9.099,-57.723,水层
1495.0,86.128,8.524,19.989,0.011,2.399,71.613,279.865,13.974,9.927,10.387,10.712,9.215,9.947,-57.777,水层
1495.05,84.968,8.542,19.424,0.004,2.413,68.58,289.89,17.634,12.429,10.367,10.808,9.584,12.066,-57.832,水层
1495.1,83.811,8.56,18.86,-0.003,2.427,65.555,303.23,21.284,14.924,10.346,10.904,9.951,14.18,-57.886,水层
1495.15,82.34,8.603,18.571,-0.003,2.438,63.769,313.925,24.727,18.598,10.203,10.702,9.715,17.088,-57.854,水层
1495.2,80.873,8.645,18.282,-0.003,2.449,61.989,315.749,28.161,22.263,10.061,10.5,9.478,19.988,-57.823,水层
1495.25,79.503,8.716,18.366,0.001,2.452,62.534,309.069,26.617,22.479,9.869,10.115,8.791,19.865,-57.62,水层
1495.3,78.133,8.786,18.451,0.004,2.454,63.085,298.008,25.065,22.687,9.678,9.73,8.104,19.736,-57.416,水层
1495.35,77.366,8.865,18.807,0.007,2.448,66.659,286.751,21.293,18.991,9.511,9.327,7.551,17.241,-56.998,水层
1495.4,76.598,8.944,19.165,0.011,2.442,70.242,274.179,17.512,15.287,9.344,8.924,6.997,14.74,-56.579,水层
1495.45,76.685,9.004,19.626,0.011,2.432,75.455,260.144,14.711,12.606,9.218,8.602,6.762,12.532,-55.966,水层
1495.5,76.773,9.063,20.088,0.011,2.422,80.682,247.179,11.903,9.919,9.092,8.279,6.527,10.32,-55.351,水层
1495.55,77.622,9.089,20.529,0.011,2.413,85.92,237.633,10.326,8.624,8.982,8.043,6.521,8.934,-54.613,水层
1495.6,78.469,9.116,20.968,0.011,2.405,91.146,230.356,8.753,7.333,8.873,7.807,6.514,7.552,-53.876,水层
1501.0,85.532,8.602,23.891,0.051,2.403,79.307,267.816,11.615,8.621,9.585,9.673,7.654,8.957,-50.519,水层
1501.05,85.312,8.586,23.09,0.034,2.426,75.614,262.801,14.191,9.895,9.936,10.176,9.252,10.451,-51.187,水层
1501.1,85.092,8.571,22.291,0.017,2.449,71.93,266.268,16.761,11.166,10.285,10.678,10.845,11.942,-51.854,水层
1501.15,84.501,8.572,21.306,0.014,2.473,68.309,281.498,21.069,13.592,10.541,11.032,12.379,14.613,-52.414,水层
1501.2,83.911,8.572,20.324,0.011,2.498,64.696,303.227,25.367,16.012,10.797,11.384,13.91,17.278,-52.973,水层
1501.25,82.74,8.585,19.446,0.013,2.514,61.919,321.274,28.934,19.687,10.928,11.452,13.743,20.236,-53.351,水层
1501.3,81.569,8.597,18.569,0.015,2.531,59.144,324.888,32.495,23.362,11.058,11.52,13.573,23.19,-53.728,水层
1501.35,80.076,8.64,18.087,0.013,2.533,58.589,318.399,30.45,24.947,11.089,11.308,11.921,22.887,-53.872,水层
1501.4,78.579,8.684,17.604,0.01,2.534,58.034,305.415,28.4,26.533,11.119,11.095,10.264,22.582,-54.015,水层
1501.45,77.47,8.759,17.652,0.01,2.519,60.362,289.609,23.98,23.043,11.1,10.74,8.69,19.723,-53.912,水层
1501.5,76.359,8.834,17.701,0.01,2.504,62.696,274.016,19.55,19.545,11.081,10.384,7.112,16.858,-53.808,水层
1501.55,76.213,8.914,18.056,0.021,2.481,67.303,258.707,16.409,15.929,11.02,10.019,6.209,14.348,-53.482,水层
1501.6,76.067,8.994,18.411,0.032,2.458,71.899,244.506,13.275,12.321,10.958,9.655,5.309,11.845,-53.157,水层
1501.65,76.882,9.047,19.058,0.061,2.432,77.191,232.246,11.566,10.439,10.816,9.341,4.926,10.297,-52.673,水层
1501.7,77.695,9.1,19.703,0.089,2.407,82.47,222.819,9.863,8.562,10.674,9.027,4.545,8.754,-52.189,水层
1501.75,79.02,9.119,20.164,0.12,2.394,87.017,215.897,9.05,7.757,10.43,8.76,4.447,7.896,-51.623,水层
1501.8,80.345,9.137,20.624,0.151,2.381,91.561,211.075,8.239,6.954,10.187,8.493,4.35,7.039,-51.057,水层
1503.2,89.194,8.582,22.993,0.024,2.377,81.109,313.007,9.147,8.265,7.385,7.689,9.781,7.923,-52.713,水层
1503.25,88.038,8.552,22.64,0.021,2.38,76.821,308.909,9.844,8.578,7.592,7.936,9.317,8.504,-53.644,水层
1503.3,86.882,8.522,22.288,0.019,2.384,72.536,309.522,10.541,8.891,7.799,8.182,8.854,9.085,-54.576,水层
1503.35,86.187,8.504,22.041,0.022,2.386,69.726,310.342,11.288,9.326,8.052,8.462,8.669,9.674,-55.54,水层
1503.4,85.49,8.485,21.795,0.024,2.389,66.91,307.95,12.037,9.763,8.306,8.742,8.483,10.265,-56.506,水层
1503.45,85.134,8.479,21.634,0.024,2.39,66.168,301.559,12.803,10.396,8.604,9.03,8.498,10.821,-57.429,水层
1503.5,84.777,8.474,21.473,0.024,2.391,65.424,295.635,13.572,11.03,8.903,9.319,8.513,11.378,-58.354,水层
1503.55,84.523,8.476,21.351,0.024,2.389,66.518,292.884,14.36,11.705,9.222,9.58,8.555,11.937,-59.161,水层
1503.6,84.27,8.477,21.23,0.023,2.388,67.61,293.368,15.146,12.379,9.54,9.842,8.596,12.494,-59.967,水层
1503.65,84.063,8.484,21.096,0.025,2.385,69.463,295.865,15.801,12.698,9.834,10.048,8.602,12.998,-60.587,水层
1503.7,83.858,8.49,20.962,0.026,2.383,71.313,297.448,16.453,13.017,10.127,10.254,8.607,13.5,-61.206,水层
1503.75,83.717,8.507,20.808,0.027,2.382,72.544,295.552,16.78,12.922,10.354,10.395,8.918,13.758,-61.592,水层
1503.8,83.576,8.523,20.655,0.028,2.381,73.774,289.147,17.105,12.827,10.582,10.537,9.231,14.016,-61.977,水层
1503.85,83.432,8.556,20.524,0.026,2.383,73.958,280.688,17.086,12.678,10.735,10.597,10.153,13.941,-62.098,水层
1503.9,83.286,8.589,20.393,0.023,2.386,74.141,272.641,17.067,12.528,10.888,10.658,11.077,13.867,-62.219,水层
1503.95,83.114,8.628,20.353,0.017,2.391,74.257,267.783,16.795,12.503,10.956,10.613,12.226,13.575,-62.071,水层
