Depth,AC,CAL,CNC,CORR,DEN,GR,HAC,RD,RFOC,RILD,RILM,RMLL,RS,SP,result
1535.6,86.437,8.598,22.714,0.046,2.373,90.093,279.253,8.939,8.293,8.975,8.386,7.058,7.792,-53.894,水层
1535.65,86.27,8.584,22.49,0.033,2.377,87.622,284.359,9.198,8.832,8.914,8.31,8.093,7.873,-53.689,水层
1535.7,86.103,8.603,22.266,0.021,2.381,85.811,293.097,9.429,9.369,8.852,8.235,8.924,8.108,-53.557,水层
1535.75,86.048,8.621,22.261,0.019,2.384,83.995,301.307,9.661,9.413,8.824,8.162,9.757,8.343,-53.424,水层
1535.8,85.993,8.656,22.255,0.017,2.387,83.36,305.015,9.47,9.456,8.795,8.09,9.754,8.365,-53.321,水层
1535.85,86.099,8.691,22.469,0.025,2.389,82.727,302.771,9.28,8.962,8.844,8.086,9.75,8.387,-53.217,水层
1535.9,86.205,8.728,22.683,0.033,2.391,83.607,296.504,8.806,8.466,8.893,8.082,9.524,8.093,-53.087,水层
1535.95,86.443,8.764,22.918,0.054,2.393,84.486,289.499,8.333,7.908,9.041,8.199,9.298,7.798,-52.957,水层
1536.0,86.68,8.786,23.153,0.075,2.394,85.889,285.186,7.989,7.348,9.19,8.315,9.061,7.498,-52.779,水层
1536.05,86.9,8.808,23.15,0.094,2.397,87.292,283.61,7.645,7.048,9.434,8.576,8.823,7.197,-52.601,水层
1536.1,87.12,8.805,23.147,0.112,2.4,87.554,282.133,7.611,6.748,9.677,8.837,8.791,7.089,-52.413,水层
1536.15,87.021,8.802,22.725,0.113,2.407,87.815,279.562,7.578,6.819,9.974,9.229,8.759,6.981,-52.224,水层
1536.2,86.923,8.783,22.303,0.113,2.413,85.834,278.234,7.903,6.89,10.271,9.62,9.368,7.13,-52.107,水层
1536.25,86.257,8.764,21.475,0.097,2.422,83.849,281.114,8.229,7.459,10.565,10.078,9.979,7.278,-51.991,水层
1536.3,85.59,8.74,20.647,0.08,2.432,80.037,285.135,9.012,8.03,10.859,10.536,11.802,7.75,-52.034,水层
1536.35,84.367,8.715,19.658,0.061,2.443,76.235,288.029,9.792,9.373,11.119,10.973,13.621,8.221,-52.077,水层
1536.4,83.141,8.686,18.667,0.041,2.454,71.939,290.261,11.251,10.72,11.379,11.411,16.863,9.175,-52.333,水层
1536.45,81.621,8.658,17.846,0.037,2.464,67.652,293.083,12.707,13.13,11.6,11.757,20.098,10.127,-52.588,水层
1536.5,80.097,8.625,17.023,0.033,2.474,64.498,296.785,15.126,15.545,11.821,12.105,21.272,11.796,-53.055,水层
1536.55,78.582,8.592,16.574,0.033,2.479,61.348,298.849,17.548,18.321,12.016,12.327,22.439,13.466,-53.522,水层
1536.6,77.071,8.558,16.126,0.034,2.484,60.023,296.647,20.767,21.091,12.21,12.549,19.47,15.915,-54.147,水层
1536.65,75.802,8.524,16.084,0.034,2.484,58.696,288.846,23.994,21.938,12.382,12.638,16.494,18.37,-54.774,水层
1536.7,74.535,8.502,16.042,0.034,2.484,58.638,273.998,26.292,22.781,12.553,12.726,14.021,20.561,-55.469,水层
1536.75,73.783,8.479,16.292,0.033,2.479,58.579,252.654,28.596,21.741,12.687,12.672,11.543,22.757,-56.165,水层
1536.8,73.032,8.474,16.544,0.032,2.475,59.271,232.07,28.212,20.698,12.822,12.619,10.388,22.925,-56.829,水层
1536.85,73.056,8.468,16.963,0.029,2.467,59.96,219.579,27.829,19.427,12.892,12.424,9.235,23.092,-57.492,水层
1536.9,73.08,8.472,17.383,0.027,2.459,61.01,219.466,25.744,18.153,12.962,12.228,8.758,21.558,-58.027,水层
1536.95,73.934,8.476,17.892,0.023,2.449,62.057,226.881,23.663,16.971,12.95,11.922,8.283,20.028,-58.561,水层
1537.0,74.791,8.488,18.402,0.019,2.44,64.025,235.644,21.395,15.786,12.938,11.616,8.085,18.153,-58.888,水层
1537.05,76.166,8.499,18.935,0.017,2.431,65.994,240.91,19.127,14.494,12.839,11.265,7.888,16.278,-59.215,水层
1537.1,77.537,8.529,19.466,0.015,2.423,69.063,240.94,17.291,13.204,12.739,10.915,7.844,14.744,-59.282,水层
1537.15,78.917,8.559,19.965,0.018,2.418,72.139,241.379,15.45,11.919,12.545,10.592,7.8,13.207,-59.349,水层
1537.2,80.293,8.604,20.461,0.021,2.414,75.551,245.692,14.132,10.638,12.351,10.269,7.911,12.099,-59.144,水层
1548.0,88.436,8.873,24.096,0.012,2.457,97.154,296.754,6.234,6.405,5.696,5.956,10.772,4.741,-43.266,干层
1548.05,86.902,8.875,23.263,0.031,2.467,95.709,297.78,7.03,7.364,5.916,6.168,12.088,5.227,-43.354,干层
1548.1,85.371,8.881,22.431,0.049,2.475,94.116,310.92,8.108,8.321,6.135,6.38,12.015,5.968,-43.437,干层
1548.15,83.838,8.886,21.759,0.091,2.483,92.519,328.04,9.188,9.19,6.336,6.523,11.941,6.71,-43.52,干层
1548.2,82.309,8.896,21.089,0.132,2.49,90.885,335.145,10.075,10.057,6.537,6.666,10.948,7.462,-43.587,干层
1548.25,81.064,8.906,20.63,0.162,2.484,89.248,323.655,10.964,10.029,6.744,6.76,9.953,8.216,-43.653,干层
1548.3,79.82,8.919,20.171,0.191,2.478,88.521,304.147,11.07,9.999,6.951,6.854,9.113,8.48,-43.693,干层
1548.35,79.143,8.931,19.957,0.202,2.466,87.796,285.726,11.177,9.225,7.176,6.935,8.274,8.744,-43.733,干层
1548.4,78.465,8.942,19.742,0.213,2.453,88.813,273.275,10.691,8.449,7.401,7.016,7.835,8.475,-43.742,干层
1548.45,78.447,8.953,19.704,0.213,2.442,89.829,262.224,10.206,7.767,7.628,7.104,7.398,8.205,-43.75,干层
1548.5,78.428,8.958,19.667,0.213,2.43,91.616,251.15,9.697,7.083,7.855,7.193,7.493,7.786,-43.729,干层
1548.55,78.863,8.964,20.028,0.21,2.427,93.402,242.388,9.188,6.777,8.041,7.27,7.589,7.367,-43.707,干层
1548.6,79.297,8.965,20.389,0.208,2.424,94.395,240.617,8.908,6.472,8.226,7.347,8.109,7.047,-43.659,干层
1548.65,79.829,8.967,20.602,0.205,2.427,95.389,246.231,8.627,6.498,8.316,7.375,8.63,6.726,-43.61,干层
1548.7,80.36,8.968,20.815,0.202,2.43,95.056,254.752,8.582,6.524,8.406,7.404,9.139,6.561,-43.541,干层
1548.75,80.74,8.969,20.869,0.198,2.434,94.722,264.054,8.538,6.749,8.376,7.364,9.65,6.396,-43.471,干层
1548.8,81.12,8.972,20.923,0.195,2.438,93.94,272.536,8.666,6.974,8.346,7.324,9.563,6.378,-43.384,干层
1548.85,81.276,8.976,20.801,0.195,2.441,93.16,279.771,8.793,7.142,8.216,7.229,9.477,6.36,-43.297,干层
1548.9,81.432,8.98,20.679,0.196,2.444,92.625,284.968,8.935,7.311,8.086,7.134,8.884,6.436,-43.2,干层
1548.95,81.441,8.985,20.598,0.196,2.445,92.091,288.6,9.076,7.21,7.903,7.014,8.292,6.512,-43.103,干层
1549.0,81.449,8.989,20.517,0.196,2.447,92.18,288.898,9.019,7.109,7.719,6.894,7.758,6.548,-43.003,干层
1549.05,81.434,8.994,20.549,0.185,2.447,92.27,286.734,8.962,6.836,7.53,6.771,7.224,6.585,-42.902,干层
1549.1,81.418,8.999,20.581,0.174,2.448,93.185,281.435,8.649,6.563,7.341,6.648,6.963,6.455,-42.805,干层
1549.15,81.512,9.003,20.7,0.153,2.448,94.103,272.856,8.335,6.322,7.18,6.534,6.701,6.324,-42.709,干层
1549.2,81.606,9.008,20.819,0.132,2.448,95.442,262.445,7.94,6.081,7.02,6.42,6.542,6.072,-42.622,干层
1549.25,81.965,9.013,20.971,0.117,2.447,96.784,255.919,7.543,5.929,6.903,6.324,6.382,5.819,-42.535,干层
1549.3,82.324,9.017,21.124,0.102,2.445,98.429,254.11,7.245,5.778,6.786,6.228,6.115,5.579,-42.462,干层
1549.35,82.936,9.021,21.29,0.108,2.443,100.071,259.356,6.947,5.685,6.703,6.159,5.849,5.339,-42.389,干层
1549.4,83.55,9.023,21.457,0.114,2.44,101.712,269.993,6.796,5.593,6.62,6.091,5.674,5.197,-42.334,干层
1549.45,84.163,9.025,21.613,0.13,2.438,103.349,280.504,6.645,5.534,6.553,6.052,5.498,5.055,-42.279,干层
1549.5,84.778,9.025,21.771,0.146,2.436,104.429,285.95,6.59,5.476,6.485,6.014,5.581,5.015,-42.241,干层
1549.55,85.103,9.025,21.841,0.154,2.436,105.507,288.346,6.536,5.462,6.423,6.0,5.664,4.974,-42.204,干层
1549.6,85.429,9.025,21.912,0.162,2.436,105.785,290.094,6.515,5.448,6.361,5.987,5.982,4.985,-42.184,干层
1549.65,85.429,9.025,21.834,0.161,2.439,106.062,290.538,6.494,5.493,6.308,5.993,6.301,4.995,-42.163,干层
1549.7,85.429,9.026,21.756,0.159,2.442,105.522,289.349,6.513,5.538,6.255,5.999,6.611,5.02,-42.159,干层
1549.75,85.279,9.026,21.542,0.157,2.448,104.98,287.617,6.531,5.611,6.216,6.019,6.921,5.045,-42.154,干层
1549.8,85.128,9.027,21.327,0.155,2.454,103.713,287.576,6.637,5.684,6.176,6.038,6.912,5.1,-42.164,干层
1549.85,84.942,9.028,21.064,0.151,2.461,102.45,289.035,6.742,5.735,6.146,6.067,6.902,5.154,-42.174,干层
1549.9,84.755,9.026,20.799,0.148,2.469,100.45,290.486,6.946,5.787,6.116,6.096,6.684,5.27,-42.194,干层
1549.95,84.474,9.024,20.586,0.132,2.477,98.454,291.192,7.149,5.83,6.083,6.124,6.466,5.386,-42.215,干层
1550.0,84.192,9.02,20.372,0.116,2.485,95.957,289.5,7.398,5.873,6.049,6.152,6.391,5.55,-42.244,干层
1550.05,83.72,9.016,20.26,0.082,2.493,93.46,285.533,7.647,5.979,6.007,6.158,6.317,5.714,-42.274,干层
1550.1,83.25,9.011,20.149,0.048,2.501,91.069,279.556,7.85,6.084,5.966,6.165,6.541,5.864,-42.308,干层
1550.15,82.699,9.007,20.141,0.03,2.504,88.672,274.977,8.053,6.246,5.924,6.136,6.765,6.014,-42.343,干层
1550.2,82.15,9.004,20.133,0.013,2.507,87.158,274.13,8.137,6.409,5.883,6.107,6.985,6.09,-42.38,干层
1550.25,81.779,9.0,20.199,0.017,2.503,85.639,275.554,8.22,6.494,5.853,6.05,7.206,6.167,-42.418,干层
1550.3,81.408,9.0,20.265,0.021,2.499,85.823,277.258,8.165,6.578,5.824,5.993,7.036,6.158,-42.453,干层
1550.35,81.341,8.999,20.359,0.052,2.488,86.005,279.229,8.111,6.445,5.808,5.928,6.867,6.148,-42.488,干层
1550.4,81.274,8.998,20.453,0.082,2.476,87.781,281.294,7.895,6.312,5.792,5.863,6.49,6.049,-42.517,干层
1550.45,81.421,8.997,20.517,0.117,2.462,89.553,281.918,7.681,6.031,5.783,5.812,6.113,5.95,-42.545,干层
1550.5,81.568,8.997,20.582,0.151,2.447,91.611,278.876,7.342,5.75,5.775,5.76,5.844,5.745,-42.562,干层
1550.55,81.805,8.997,20.571,0.164,2.435,93.669,274.814,7.002,5.511,5.769,5.729,5.574,5.54,-42.58,干层
1550.6,82.043,9.001,20.56,0.176,2.424,94.759,269.846,6.693,5.272,5.762,5.697,5.48,5.3,-42.585,干层
1550.65,82.371,9.005,20.457,0.177,2.418,95.85,263.728,6.384,5.156,5.757,5.683,5.386,5.06,-42.589,干层
1550.7,82.699,9.015,20.354,0.178,2.413,95.917,256.445,6.21,5.041,5.751,5.668,5.426,4.886,-42.581,干层
1550.75,83.117,9.026,20.241,0.181,2.414,95.984,252.678,6.036,5.031,5.744,5.663,5.466,4.712,-42.572,干层
1550.8,83.535,9.041,20.129,0.183,2.416,95.904,256.991,6.008,5.022,5.736,5.657,5.602,4.641,-42.553,干层
1550.85,83.901,9.056,20.109,0.183,2.422,95.825,270.905,5.98,5.07,5.722,5.654,5.738,4.571,-42.535,干层
1550.9,84.267,9.069,20.089,0.184,2.428,95.68,287.912,6.058,5.117,5.708,5.65,5.951,4.592,-42.51,干层
1550.95,84.384,9.082,20.182,0.173,2.436,95.536,298.13,6.136,5.184,5.682,5.646,6.164,4.614,-42.485,干层
1551.0,84.5,9.083,20.276,0.162,2.444,94.602,297.292,6.271,5.251,5.657,5.641,6.377,4.692,-42.461,干层
1551.05,84.305,9.085,20.426,0.145,2.45,93.667,290.182,6.407,5.32,5.623,5.634,6.59,4.769,-42.436,干层
1551.1,84.11,9.072,20.576,0.128,2.457,92.183,284.375,6.555,5.388,5.59,5.627,6.62,4.864,-42.417,干层
1551.15,83.744,9.059,20.719,0.117,2.458,90.695,283.419,6.703,5.448,5.56,5.618,6.651,4.959,-42.398,干层
1551.2,83.378,9.039,20.862,0.106,2.459,89.507,286.266,6.809,5.508,5.531,5.609,6.567,5.045,-42.389,干层
1551.25,83.022,9.019,20.967,0.106,2.45,88.317,288.229,6.915,5.544,5.516,5.598,6.483,5.131,-42.38,干层
1551.3,82.666,9.0,21.071,0.105,2.442,88.528,284.961,6.923,5.581,5.502,5.587,6.349,5.17,-42.38,干层
1551.35,82.474,8.983,21.147,0.12,2.425,88.738,277.63,6.93,5.565,5.507,5.58,6.216,5.21,-42.38,干层
1551.4,82.282,8.973,21.223,0.135,2.407,90.311,270.43,6.845,5.549,5.513,5.573,5.975,5.182,-42.385,干层
1551.45,82.347,8.964,21.261,0.161,2.389,91.882,267.26,6.76,5.474,5.536,5.579,5.734,5.154,-42.39,干层
1551.5,82.413,8.962,21.299,0.187,2.371,93.111,268.906,6.66,5.399,5.558,5.585,5.461,5.093,-42.391,干层
1551.55,82.63,8.961,21.234,0.207,2.361,94.338,272.383,6.561,5.306,5.591,5.61,5.187,5.032,-42.393,干层
1551.6,82.847,8.962,21.168,0.227,2.351,94.06,275.444,6.5,5.212,5.624,5.635,5.09,4.984,-42.384,干层
1551.65,82.976,8.964,20.942,0.226,2.356,93.782,277.932,6.438,5.166,5.659,5.677,4.994,4.936,-42.375,干层
1551.7,83.103,8.965,20.716,0.224,2.361,92.839,279.909,6.424,5.12,5.693,5.718,5.187,4.915,-42.353,干层
1551.75,83.042,8.965,20.374,0.199,2.378,91.894,279.142,6.409,5.164,5.726,5.764,5.38,4.893,-42.331,干层
1551.8,82.981,8.966,20.032,0.174,2.394,91.788,275.225,6.456,5.208,5.758,5.809,5.803,4.904,-42.3,干层
1551.85,82.884,8.966,19.672,0.143,2.416,91.682,270.417,6.504,5.327,5.788,5.846,6.225,4.915,-42.268,干层
1551.9,82.787,8.966,19.312,0.111,2.437,92.251,267.004,6.621,5.447,5.818,5.883,6.576,4.971,-42.235,干层
1551.95,82.749,8.966,19.054,0.097,2.455,92.82,267.043,6.737,5.57,5.842,5.906,6.926,5.028,-42.201,干层
1552.0,82.712,8.967,18.795,0.083,2.473,92.574,273.674,6.873,5.694,5.867,5.929,6.896,5.118,-42.173,干层
1552.05,82.603,8.967,18.686,0.085,2.485,92.326,283.445,7.008,5.762,5.886,5.939,6.866,5.209,-42.146,干层
1552.1,82.493,8.967,18.576,0.086,2.497,91.016,291.743,7.054,5.83,5.906,5.95,6.77,5.277,-42.129,干层
1552.15,82.221,8.967,18.597,0.077,2.504,89.702,292.846,7.1,5.836,5.927,5.954,6.674,5.345,-42.112,干层
1552.2,81.948,8.968,18.618,0.068,2.511,88.539,285.93,7.012,5.843,5.948,5.958,6.693,5.325,-42.106,干层
1552.25,81.696,8.969,18.745,0.052,2.516,87.373,273.984,6.924,5.798,5.983,5.967,6.711,5.306,-42.1,干层
1552.3,81.445,8.974,18.872,0.035,2.522,87.759,264.731,6.81,5.752,6.018,5.975,6.636,5.23,-42.098,干层
1552.35,81.528,8.979,19.083,0.031,2.527,88.145,263.015,6.697,5.655,6.068,5.999,6.561,5.153,-42.097,干层
1552.4,81.611,8.987,19.294,0.028,2.532,89.835,267.111,6.669,5.557,6.118,6.023,6.342,5.113,-42.093,干层
1552.45,81.997,8.995,19.55,0.039,2.536,91.522,273.528,6.641,5.451,6.163,6.063,6.124,5.072,-42.088,干层
1552.5,82.385,9.004,19.807,0.051,2.54,92.7,276.315,6.714,5.345,6.209,6.104,6.091,5.1,-42.075,干层
1552.55,82.653,9.014,19.983,0.074,2.542,93.876,273.375,6.788,5.331,6.227,6.149,6.059,5.128,-42.062,干层
1552.6,82.92,9.025,20.158,0.097,2.544,93.668,267.678,6.924,5.318,6.246,6.194,6.472,5.2,-42.039,干层
1552.65,82.785,9.035,20.126,0.102,2.543,93.459,264.331,7.06,5.462,6.232,6.22,6.887,5.273,-42.015,干层
1552.7,82.65,9.047,20.094,0.106,2.543,92.367,264.322,7.243,5.607,6.218,6.246,7.39,5.356,-41.983,干层
1552.75,82.281,9.059,19.86,0.084,2.539,91.273,268.974,7.426,5.878,6.186,6.234,7.895,5.439,-41.951,干层
1552.8,81.911,9.07,19.627,0.062,2.535,90.282,274.922,7.666,6.15,6.153,6.221,7.714,5.547,-41.917,干层
1552.85,81.618,9.081,19.372,0.043,2.526,89.295,280.461,7.905,6.355,6.114,6.171,7.533,5.655,-41.883,干层
1552.9,81.324,9.089,19.117,0.024,2.518,89.203,283.577,8.093,6.56,6.075,6.121,6.879,5.794,-41.854,干层
1552.95,81.151,9.096,19.038,0.025,2.504,89.112,283.96,8.281,6.503,6.034,6.051,6.226,5.933,-41.824,干层
1553.0,80.979,9.1,18.959,0.025,2.49,90.334,282.778,8.18,6.446,5.993,5.981,5.849,5.972,-41.803,干层
1553.05,80.85,9.104,19.082,0.042,2.47,91.559,281.921,8.079,6.219,5.957,5.91,5.472,6.011,-41.782,干层
1553.1,80.722,9.112,19.205,0.06,2.45,93.497,280.796,7.701,5.993,5.922,5.839,5.43,5.838,-41.771,干层
1553.15,80.779,9.12,19.407,0.094,2.428,95.439,275.009,7.322,5.769,5.907,5.782,5.388,5.665,-41.76,干层
1553.2,80.837,9.133,19.608,0.129,2.406,97.344,261.693,6.936,5.546,5.893,5.726,5.252,5.399,-41.756,干层
1553.25,81.31,9.146,19.748,0.166,2.385,99.253,246.552,6.548,5.379,5.903,5.694,5.115,5.132,-41.752,干层
1553.3,81.784,9.152,19.887,0.204,2.364,100.795,241.051,6.31,5.212,5.914,5.661,4.716,4.927,-41.753,干层
1553.35,82.603,9.158,19.928,0.23,2.351,102.333,249.082,6.073,5.099,5.936,5.655,4.318,4.722,-41.754,干层
1553.4,83.424,9.147,19.968,0.257,2.338,103.063,263.927,5.97,4.986,5.958,5.649,4.016,4.623,-41.757,干层
1553.45,84.154,9.137,19.961,0.26,2.339,103.791,277.532,5.867,4.942,5.974,5.665,3.716,4.525,-41.761,干层
1553.5,84.887,9.113,19.955,0.263,2.34,103.516,282.336,5.833,4.899,5.989,5.681,3.709,4.497,-41.768,干层
1553.55,85.192,9.09,19.934,0.239,2.356,103.24,279.573,5.799,4.948,5.994,5.712,3.702,4.47,-41.775,干层
1553.6,85.497,9.07,19.914,0.216,2.372,101.969,274.756,5.821,4.998,5.999,5.742,4.002,4.479,-41.787,干层
1553.65,85.424,9.049,19.899,0.177,2.398,100.696,273.737,5.844,5.117,6.002,5.782,4.302,4.488,-41.8,干层
1553.7,85.352,9.04,19.884,0.138,2.423,99.156,277.408,5.963,5.236,6.005,5.821,4.715,4.545,-41.822,干层
1553.75,85.108,9.032,19.872,0.104,2.451,97.612,283.116,6.083,5.358,6.008,5.868,5.13,4.602,-41.844,干层
1553.8,84.864,9.029,19.86,0.071,2.478,96.544,288.426,6.317,5.479,6.012,5.914,5.38,4.74,-41.877,干层
1553.85,84.453,9.026,19.829,0.059,2.501,95.479,293.065,6.551,5.561,6.009,5.964,5.63,4.877,-41.911,干层
1553.9,84.041,9.019,19.798,0.048,2.524,94.834,295.607,6.831,5.643,6.007,6.013,5.675,5.075,-41.953,干层
1553.95,83.388,9.012,19.706,0.052,2.535,94.191,294.504,7.11,5.739,5.996,6.052,5.72,5.273,-41.995,干层
1554.0,82.733,9.003,19.614,0.057,2.547,93.135,288.362,7.336,5.835,5.985,6.091,5.78,5.44,-42.04,干层
1554.05,81.995,8.995,19.478,0.068,2.547,92.078,279.502,7.562,5.999,5.973,6.103,5.839,5.607,-42.085,干层
1554.1,81.259,8.99,19.342,0.08,2.547,90.479,272.607,7.715,6.162,5.96,6.115,5.94,5.703,-42.124,干层
1554.15,80.708,8.986,19.234,0.099,2.537,88.876,272.142,7.868,6.314,5.951,6.093,6.041,5.8,-42.162,干层
1554.2,80.159,8.987,19.127,0.118,2.528,87.281,277.369,7.948,6.465,5.942,6.071,5.881,5.846,-42.185,干层
1554.25,79.891,8.988,19.084,0.137,2.514,85.683,281.815,8.028,6.46,5.928,6.021,5.722,5.892,-42.209,干层
1554.3,79.623,8.991,19.041,0.156,2.5,84.935,281.265,7.958,6.455,5.915,5.971,5.479,5.88,-42.214,干层
1554.35,79.537,8.995,19.067,0.167,2.487,84.189,276.375,7.888,6.267,5.89,5.907,5.237,5.868,-42.219,干层
1554.4,79.45,8.997,19.093,0.179,2.475,85.193,271.495,7.609,6.078,5.865,5.843,5.076,5.73,-42.209,干层
1554.45,79.51,8.999,19.206,0.184,2.467,86.196,269.447,7.331,5.845,5.833,5.776,4.915,5.593,-42.199,干层
1554.5,79.571,8.999,19.319,0.189,2.459,88.559,267.903,6.992,5.611,5.801,5.709,4.908,5.36,-42.183,干层
1554.55,79.887,8.999,19.566,0.196,2.453,90.923,262.446,6.652,5.429,5.77,5.645,4.901,5.128,-42.166,干层
1554.6,80.203,9.0,19.812,0.202,2.449,93.45,254.226,6.405,5.247,5.739,5.582,4.941,4.922,-42.152,干层
1554.65,80.822,9.0,20.166,0.219,2.445,95.983,249.798,6.158,5.123,5.707,5.525,4.98,4.715,-42.138,干层
1554.7,81.44,9.0,20.52,0.235,2.441,97.515,253.29,6.02,4.999,5.674,5.468,4.997,4.585,-42.13,干层
1554.75,82.177,9.001,20.828,0.254,2.436,99.05,265.674,5.881,4.929,5.627,5.417,5.015,4.454,-42.123,干层
1554.8,82.913,9.001,21.137,0.273,2.432,99.317,277.661,5.797,4.859,5.58,5.366,5.07,4.385,-42.123,干层
1554.85,83.55,9.001,21.286,0.279,2.428,99.584,282.598,5.714,4.845,5.514,5.318,5.125,4.316,-42.124,干层
1554.9,84.188,9.001,21.435,0.285,2.423,99.334,276.333,5.645,4.831,5.447,5.269,5.153,4.267,-42.126,干层
1554.95,84.704,9.001,21.493,0.274,2.418,99.084,264.457,5.576,4.858,5.373,5.224,5.18,4.219,-42.129,干层
1555.0,85.221,9.001,21.551,0.264,2.414,98.936,256.642,5.542,4.886,5.298,5.178,5.161,4.186,-42.129,干层
1555.05,85.661,9.001,21.674,0.255,2.409,98.788,257.835,5.509,4.902,5.229,5.139,5.141,4.152,-42.128,干层
1555.1,86.099,9.001,21.796,0.246,2.405,99.174,269.611,5.538,4.918,5.16,5.101,4.999,4.154,-42.117,干层
1555.15,86.382,9.001,21.961,0.251,2.402,99.562,284.573,5.567,4.895,5.098,5.074,4.857,4.156,-42.107,干层
1555.2,86.664,9.001,22.126,0.256,2.4,100.456,295.852,5.648,4.871,5.036,5.047,4.732,4.199,-42.082,干层
1555.25,86.667,9.0,22.123,0.26,2.4,101.352,299.91,5.729,4.852,4.976,5.03,4.606,4.243,-42.058,干层
1555.3,86.668,9.001,22.119,0.265,2.401,102.236,296.212,5.816,4.833,4.916,5.012,4.673,4.3,-42.02,干层
1555.35,86.34,9.001,21.864,0.255,2.405,103.119,287.712,5.903,4.886,4.86,4.995,4.739,4.357,-41.982,干层
1555.4,86.01,9.002,21.608,0.245,2.408,103.29,279.992,5.974,4.938,4.803,4.978,5.009,4.395,-41.934,干层
1555.45,85.561,9.003,21.307,0.228,2.411,103.46,277.84,6.045,5.056,4.755,4.95,5.277,4.434,-41.886,干层
1555.5,85.11,9.004,21.006,0.211,2.413,103.165,282.698,6.1,5.174,4.708,4.923,5.525,4.457,-41.834,干层
1555.55,84.883,9.005,20.959,0.209,2.411,102.869,288.374,6.154,5.247,4.676,4.884,5.773,4.48,-41.782,干层
1555.6,84.657,9.006,20.912,0.207,2.409,103.206,291.107,6.153,5.32,4.644,4.846,5.737,4.484,-41.734,干层
1555.65,84.765,9.007,21.197,0.225,2.403,103.545,292.338,6.151,5.249,4.624,4.805,5.701,4.488,-41.685,干层
1555.7,84.873,9.007,21.481,0.244,2.397,104.895,293.326,6.055,5.178,4.604,4.764,5.449,4.444,-41.647,干层
1555.75,85.207,9.007,21.912,0.261,2.393,106.249,292.827,5.958,5.018,4.589,4.73,5.197,4.401,-41.609,干层
1555.8,85.542,9.007,22.343,0.279,2.389,107.831,289.442,5.799,4.858,4.574,4.697,4.973,4.305,-41.583,干层
1555.85,85.963,9.006,22.683,0.277,2.389,109.409,280.938,5.64,4.734,4.561,4.674,4.75,4.209,-41.556,干层
1555.9,86.385,9.005,23.023,0.276,2.39,109.723,271.103,5.494,4.61,4.548,4.652,4.678,4.101,-41.541,干层
1555.95,86.85,9.005,23.183,0.263,2.391,110.037,265.66,5.348,4.573,4.539,4.636,4.606,3.993,-41.526,干层
1556.0,87.316,9.004,23.344,0.25,2.393,109.316,268.372,5.253,4.536,4.53,4.62,4.648,3.91,-41.518,干层
1556.05,87.775,9.004,23.398,0.245,2.391,108.595,275.639,5.157,4.556,4.525,4.606,4.69,3.828,-41.511,干层
1556.1,88.234,9.003,23.452,0.24,2.389,108.467,284.795,5.106,4.576,4.52,4.592,4.724,3.781,-41.507,干层
1556.15,88.65,9.003,23.476,0.249,2.382,108.339,293.144,5.056,4.59,4.516,4.581,4.758,3.734,-41.504,干层
1556.2,89.066,9.003,23.501,0.258,2.375,109.52,298.759,5.03,4.603,4.513,4.571,4.719,3.715,-41.503,干层
1556.25,89.364,9.003,23.52,0.267,2.367,110.705,299.528,5.004,4.574,4.509,4.57,4.681,3.697,-41.502,干层
1556.3,89.661,9.002,23.539,0.277,2.36,112.266,297.607,4.993,4.545,4.505,4.569,4.636,3.693,-41.504,干层
1556.35,89.763,9.002,23.54,0.276,2.357,113.823,296.206,4.981,4.502,4.504,4.584,4.592,3.689,-41.505,干层
1556.4,89.865,9.001,23.541,0.275,2.354,113.769,297.795,4.994,4.458,4.502,4.599,4.598,3.694,-41.512,干层
1556.45,89.843,9.0,23.489,0.266,2.36,113.715,300.324,5.006,4.453,4.507,4.629,4.605,3.699,-41.519,干层
1556.5,89.821,8.999,23.436,0.256,2.365,111.492,298.243,5.055,4.447,4.512,4.659,4.696,3.718,-41.533,干层
1556.55,89.67,8.998,23.294,0.246,2.376,109.267,293.274,5.104,4.506,4.525,4.697,4.787,3.737,-41.548,干层
1556.6,89.52,8.998,23.153,0.236,2.387,106.234,288.186,5.201,4.564,4.539,4.734,4.917,3.782,-41.575,干层
1556.65,89.181,8.997,22.919,0.233,2.399,103.195,285.932,5.299,4.668,4.558,4.77,5.047,3.827,-41.602,干层
1556.7,88.843,8.997,22.687,0.23,2.411,101.514,289.197,5.433,4.772,4.577,4.806,5.125,3.904,-41.645,干层
1556.75,88.347,8.997,22.411,0.232,2.422,99.829,298.181,5.568,4.869,4.6,4.836,5.202,3.982,-41.687,干层
1556.8,87.85,8.998,22.135,0.234,2.432,100.124,306.768,5.699,4.966,4.622,4.865,5.207,4.077,-41.746,干层
1556.85,87.324,8.998,21.893,0.231,2.441,100.419,309.551,5.829,5.009,4.647,4.89,5.212,4.172,-41.804,干层
1556.9,86.796,8.998,21.649,0.227,2.449,101.011,305.864,5.906,5.053,4.673,4.915,5.193,4.246,-41.874,干层
1556.95,86.366,8.999,21.494,0.217,2.457,101.601,299.297,5.982,5.043,4.704,4.94,5.175,4.32,-41.944,干层
1557.0,85.936,8.999,21.339,0.208,2.465,100.907,292.921,5.998,5.034,4.735,4.965,5.159,4.347,-42.018,干层
