Depth,CALS,DRHO,DT,GR,ILD,ILM,LLD,LLS,MSFL,NPHI,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1423.5336,8.8672,-0.0063,84.6078,94.875,6.2796,6.1879,6.7124,6.2528,29.1719,0.2476,3.0137,2.4919,6.0191,-55.75,566.0,394.75,562.0,392.25,干层
1423.5844,8.8828,-0.0075,84.1835,90.625,6.3803,6.3536,6.927,6.457,14.3438,0.2555,2.875,2.488,6.1176,-55.875,562.5,394.75,559.0,392.25,干层
1423.6352,8.9453,-0.0084,83.5501,87.625,6.4963,6.4798,7.2967,6.7692,9.1562,0.2398,2.9258,2.4854,6.5032,-56.4375,559.5,393.0,555.5,393.0,干层
1423.686,8.9609,-0.0095,82.4942,90.0,6.3235,6.6068,7.6501,7.0043,6.596,0.2317,2.9473,2.4937,6.8375,-56.375,554.5,390.0,550.5,391.5,干层
1423.7368,9.1172,-0.0059,80.0982,91.625,6.0897,6.42,7.7873,7.0725,6.2383,0.2244,2.9629,2.4949,7.4504,-55.875,551.5,386.25,548.0,387.5,干层
1423.7876,9.0234,-0.0078,79.0941,95.5625,5.8756,6.0904,7.7368,6.9037,6.2031,0.2253,2.791,2.4979,7.4044,-55.875,552.5,383.5,548.0,383.5,干层
1423.8384,8.9766,-0.0059,80.0431,97.1875,5.6217,5.543,6.9539,6.2723,6.1562,0.2296,2.8301,2.497,6.3178,-55.9375,557.0,382.0,550.5,380.25,干层
1423.8892,8.9374,-0.0022,83.3275,103.5656,5.4808,5.1967,5.7298,5.2365,6.4375,0.2648,2.875,2.5189,5.2293,-56.4373,562.0,383.5,556.0,380.0,干层
1423.94,8.8203,0.0027,87.7769,107.4375,5.4271,5.0626,5.1737,4.7117,7.2266,0.2891,2.9277,2.5164,4.3802,-56.1875,565.5,388.0,559.0,384.0,干层
1423.9908,8.9766,-3.0E-4,90.7786,110.875,5.5229,5.1151,4.977,4.523,7.9202,0.2977,2.8986,2.5138,4.0594,-56.5625,568.002,394.0048,560.5024,388.7548,干层
1424.0416,8.9297,0.0019,91.876,107.5,5.5753,5.223,4.9196,4.5771,8.6016,0.2891,3.0859,2.5082,4.1725,-56.3125,570.5,400.0,563.5,394.75,干层
1424.0924,9.1016,4.0E-4,91.2384,105.375,5.8629,5.6178,5.4783,5.1231,8.9297,0.2744,3.2246,2.5217,4.4785,-55.75,565.998,408.0034,559.4972,402.2532,干层
1424.1432,8.9062,0.0015,87.9743,95.875,6.1519,6.42,7.388,6.666,11.25,0.247,3.4609,2.5364,5.5042,-55.9375,563.5,412.25,556.0,406.25,干层
1424.194,8.6797,-0.0034,83.7555,87.0625,6.4987,7.1291,9.2577,8.3613,14.3047,0.2159,3.5684,2.5514,8.4738,-56.3125,567.0,405.0,559.0,400.75,干层
1424.2448,8.7969,-0.0035,80.7025,80.375,7.064,7.5779,11.2074,10.0227,17.2031,0.2029,3.4004,2.5568,11.3941,-56.4375,568.0,395.0,561.0,390.25,干层
1424.2956,8.8359,-0.0098,79.0542,80.75,7.5188,7.9696,12.1385,10.6903,13.9922,0.2088,3.2402,2.5379,12.3589,-56.625,564.0,387.0,555.5,382.25,干层
1424.3464,8.7188,-0.0125,78.8783,84.1875,7.8352,8.397,9.9013,9.0751,9.3237,0.2232,3.0234,2.5183,10.071,-56.75,560.5,384.25,553.5,378.75,干层
1424.3972,8.7734,-0.0154,80.288,87.0,8.1779,8.2388,9.3518,8.5817,7.0352,0.2244,3.1777,2.4995,9.587,-56.75,554.0,378.25,547.0,371.5,干层
1424.448,8.6328,-0.0161,81.8429,88.0,7.8663,7.9939,9.2465,8.3349,5.9375,0.235,3.0371,2.495,8.6079,-56.5,551.5,376.25,543.5,370.0,干层
1424.4988,8.7422,-0.0114,82.5855,90.3125,7.7614,7.4912,7.8381,7.3085,5.6602,0.237,3.041,2.495,7.7096,-56.625,549.0,377.5,542.0,371.0,干层
1424.5496,9.1251,-0.0035,83.8378,91.1848,7.7342,7.2578,7.0715,6.6818,5.5547,0.2523,3.1233,2.5164,6.6995,-56.3126,542.5,385.5,538.0,377.0,干层
1424.6004,9.2891,0.0027,84.1136,87.8125,7.275,7.5343,8.0075,7.4228,5.6055,0.2505,3.4922,2.5445,6.3988,-56.4375,540.5,389.0,532.0,381.0,干层
1424.6512,8.6328,0.0105,82.4332,82.3125,6.9826,7.6327,8.4629,7.766,5.9016,0.2367,3.3025,2.5828,7.3882,-56.25,543.5036,385.9986,534.5036,379.4988,干层
1424.702,8.5391,0.0136,80.0432,80.0,6.7568,7.0905,8.8859,7.9664,5.8828,0.2208,2.9961,2.592,9.9703,-55.875,548.0,384.25,539.0,378.0,干层
1424.7528,8.8281,0.0058,79.2564,83.5,6.449,6.6026,9.025,7.9807,5.6758,0.2315,2.7656,2.5582,8.9157,-56.3125,550.0044,380.2516,542.0048,374.7522,干层
1424.8036,9.1641,-3.0E-4,80.4314,91.9375,6.353,6.2509,7.5965,6.8755,5.3555,0.2494,2.8711,2.5201,7.0056,-56.375,555.5,382.25,548.0,377.5,干层
1424.8544,9.0703,-0.003,83.6984,92.25,6.3192,6.1916,6.3702,5.9959,5.3477,0.2726,2.9355,2.5009,5.8657,-55.9375,558.0,385.5,550.5,380.25,干层
1424.9052,8.8516,-0.0042,87.2113,93.125,6.0452,6.0833,6.2977,5.9005,5.7109,0.2713,2.9609,2.4984,5.5864,-55.9375,559.5,385.0,552.0,379.5,干层
1424.956,9.125,-0.0044,87.6852,89.25,5.7992,5.7895,6.4527,5.9297,6.1875,0.277,2.9727,2.5,5.8314,-56.375,561.5,386.75,554.0,380.25,干层
1425.0068,9.2656,-0.0056,87.7908,92.6875,5.5934,5.6147,6.3776,5.8655,6.624,0.2808,3.1309,2.5013,5.9414,-56.875,562.0,393.5,554.0,386.75,干层
1425.0576,9.125,-0.0053,87.9897,94.6875,5.4655,5.5283,6.2218,5.7015,6.8555,0.2846,3.1699,2.5057,5.5917,-56.375,563.5,400.25,556.0,394.75,干层
1425.1084,9.2344,-0.006,87.9627,95.125,5.4274,5.4161,6.1962,5.6726,6.8477,0.2846,3.1211,2.5017,5.5348,-56.1875,573.0,401.5,564.5,396.25,干层
1425.1592,9.2891,-0.0104,88.4911,93.5,5.3305,5.3603,6.3295,5.7569,6.7539,0.271,3.1309,2.4916,5.6551,-56.0938,578.0,402.0,571.0,397.0,干层
1425.21,8.9924,-0.0093,88.6164,92.442,5.1902,5.2545,6.1001,5.5351,6.2891,0.2787,3.0605,2.4862,5.655,-55.4996,582.0,402.25,575.5,398.0,干层
1425.2608,9.2422,-0.0052,89.1059,98.0,5.1579,5.115,5.8637,5.3442,6.0039,0.2809,3.0742,2.4852,5.469,-55.0,584.0,402.0,578.0,397.0,干层
1425.3116,9.2344,-0.0075,89.9412,100.3125,5.1901,5.1125,5.8364,5.3079,6.0195,0.2904,2.9338,2.4869,4.957,-55.5,583.4996,406.7506,577.9984,402.0006,干层
1425.3624,9.3125,-0.0066,90.1176,104.4375,5.2097,5.171,5.8272,5.282,7.1094,0.2987,3.1992,2.4913,4.8723,-55.8125,583.0,407.5,576.0,402.75,干层
1425.4132,9.1641,-0.0069,89.9552,108.0625,5.181,5.2047,5.7818,5.2424,10.3438,0.2833,3.1777,2.5027,5.3516,-55.8125,586.4996,407.4994,579.0,402.749,干层
1425.464,9.1484,-0.0105,89.7892,109.625,5.229,5.2177,5.9064,5.3268,15.8984,0.2831,3.1562,2.4956,5.5864,-55.375,586.0,406.75,579.0,401.5,干层
1425.5148,9.2109,-0.0156,89.2135,105.5625,5.3683,5.3328,5.9832,5.4728,22.1562,0.2712,3.0371,2.4873,5.2027,-55.25,585.0,407.0,578.0,403.0,干层
1425.5656,8.9531,-0.0113,88.5697,100.0,5.4144,5.5224,6.1826,5.7625,22.5625,0.2731,3.1113,2.4862,5.2901,-55.75,582.0,408.75,577.0,403.5,干层
1429.8328,9.3828,0.006,109.4618,111.0625,2.2161,2.2293,2.8472,2.5392,7.1328,0.367,3.4235,2.4456,2.4922,-54.8125,712.0096,500.2502,709.0064,500.4992,干层
1429.8836,9.6875,0.0109,108.971,113.0625,2.2528,2.2675,2.8748,2.5517,9.7344,0.3837,3.0801,2.4392,2.4594,-54.1875,724.0,500.5,717.0,499.5,干层
1429.9344,9.7812,0.0118,108.8617,112.5625,2.2602,2.3017,2.9133,2.5807,12.205,0.3729,3.2715,2.4397,2.487,-54.3125,719.9984,498.2478,713.998,500.2448,干层
1429.9852,9.9062,0.0113,108.6725,111.5625,2.2689,2.3133,2.9956,2.6336,11.9453,0.3757,3.3086,2.4723,2.6535,-54.5625,718.0,495.5,711.5,493.75,干层
1430.036,10.0781,0.0278,107.5952,109.6875,2.2781,2.3267,3.0656,2.6721,10.3906,0.3766,3.3457,2.5059,2.7014,-54.4688,720.0,490.0,714.0,493.0,干层
1430.0868,9.9844,0.026,107.4008,109.6875,2.2897,2.3123,3.0037,2.6363,9.375,0.379,3.3008,2.5068,2.6857,-54.25,717.0,493.25,710.0,493.0,干层
1430.1376,10.0156,0.0131,107.3512,109.1875,2.3113,2.3359,3.0169,2.6836,8.3594,0.3666,3.1836,2.4599,2.5026,-54.625,702.0,496.75,702.5,495.0,干层
1430.1884,9.7578,0.0123,105.1208,109.4375,2.3093,2.3682,3.1187,2.7256,8.1328,0.3518,3.1133,2.4439,2.6337,-54.625,714.0,493.75,709.5,496.25,干层
1430.2392,9.9375,0.0217,104.972,107.0625,2.3213,2.3727,3.0675,2.6907,7.1641,0.3658,3.1348,2.4524,2.6677,-54.5,709.5,480.75,707.0,488.75,干层
1430.29,9.7422,0.0111,104.943,107.0625,2.3419,2.3391,3.0971,2.7035,6.8951,0.3652,3.209,2.4445,2.874,-54.6875,707.5,489.5,702.0,491.0,干层
1430.3408,9.5625,0.0099,105.6996,105.1875,2.3153,2.3353,3.0824,2.7016,7.4375,0.4029,3.377,2.4403,2.6244,-54.5,703.0,481.5,698.5,491.0,干层
1430.3916,9.4845,0.0046,107.9128,107.3751,2.3218,2.3424,2.9232,2.5952,8.6953,0.3808,3.4199,2.4259,2.5365,-54.3125,704.0,490.25,700.5,490.25,干层
1430.4424,9.5781,0.0045,108.8909,107.4375,2.3349,2.355,2.9757,2.622,9.3203,0.39,3.4531,2.4386,2.5781,-54.25,699.5,482.25,697.0,490.25,干层
1430.4932,9.25,0.0032,108.507,107.75,2.3191,2.3511,2.9899,2.634,7.832,0.3772,3.2128,2.4365,2.6006,-54.6875,705.4964,488.2632,701.0012,491.9986,干层
1430.544,9.0391,0.0082,108.4121,104.625,2.3048,2.3484,3.0349,2.6668,6.582,0.3983,3.1309,2.4468,2.6653,-55.1875,701.0,504.75,702.5,490.25,干层
1430.5948,9.1641,0.0075,108.049,101.9375,2.3078,2.3418,3.0198,2.6515,6.4027,0.3838,3.0527,2.4521,2.6267,-55.0,708.0016,496.0028,707.9976,500.496,干层
1430.6456,9.1875,0.0101,107.6351,107.9375,2.2952,2.35,2.9875,2.6457,6.7109,0.3875,3.3008,2.4675,2.6348,-54.5625,710.0,499.5,705.0,495.5,干层
1430.6964,9.0234,0.0095,106.8873,110.875,2.3064,2.3213,2.937,2.6107,6.7734,0.3756,3.1055,2.4807,2.5703,-54.125,723.5,500.5,719.0,497.5,干层
1430.7472,9.0,0.0096,107.9362,117.5625,2.3185,2.3208,2.9028,2.5886,6.8867,0.3705,3.1816,2.4688,2.5387,-54.125,716.5,495.0,710.0,493.0,干层
1430.798,9.1016,0.0054,108.7162,113.25,2.2878,2.3402,2.9361,2.6136,7.1953,0.3477,3.1836,2.4847,2.5142,-53.9375,718.5,496.25,711.5,497.0,干层
1430.8488,9.0547,0.0076,107.9593,111.0625,2.2732,2.3192,2.9223,2.6035,7.6953,0.3566,3.2559,2.4874,2.605,-54.125,717.5,496.0,709.5,495.0,干层
1430.8996,9.1094,0.0088,108.6984,105.4375,2.2641,2.2772,2.8442,2.5484,7.0586,0.372,3.0938,2.4786,2.621,-54.625,720.0,491.0,713.0,492.0,干层
1430.9504,9.4219,0.0063,109.566,108.625,2.2627,2.2675,2.8175,2.5378,6.326,0.4028,3.1523,2.4547,2.4554,-54.375,718.5,500.25,712.5,498.25,干层
1431.0012,9.2969,0.0013,109.9526,110.8125,2.2561,2.2891,2.7927,2.5363,5.7148,0.3828,3.3887,2.4393,2.367,-54.125,714.0,498.75,708.0,497.5,干层
1431.052,9.1329,0.0105,110.5035,112.3093,2.2398,2.3033,2.8023,2.5472,5.3477,0.3847,3.5624,2.4598,2.527,-54.0629,715.5,500.5,709.0,500.25,干层
1431.1028,9.25,0.0109,109.2122,108.375,2.2132,2.2912,2.8406,2.5884,5.1914,0.3641,3.4434,2.4617,2.6406,-54.5,716.0,486.25,710.0,493.75,干层
1431.1536,9.2266,0.0103,108.0093,115.0625,2.2066,2.2467,2.8355,2.6065,5.0039,0.3672,3.2422,2.4612,2.578,-54.4688,718.496,489.5086,711.9988,492.2562,干层
1431.2044,9.1562,0.0145,108.4163,115.1875,2.2254,2.2397,2.757,2.5645,5.7969,0.356,3.1875,2.4644,2.4433,-54.0,713.5,500.25,710.5,500.0,干层
1431.2552,9.1797,0.0236,110.4317,116.1875,2.2453,2.2583,2.6929,2.5351,7.9363,0.3547,3.1309,2.4712,2.4344,-54.0625,713.004,498.747,708.0052,496.25,干层
1431.306,9.25,0.0193,110.532,114.0,2.2452,2.2798,2.6866,2.5344,13.375,0.3563,3.2285,2.4578,2.4953,-54.5,718.0,495.0,714.5,496.25,干层
1431.3568,9.1406,0.0265,109.2322,114.625,2.2558,2.3075,2.7371,2.5788,16.9688,0.3628,3.334,2.4589,2.528,-54.8125,716.0,491.5,709.5,491.5,干层
1431.4076,8.9922,0.0138,110.2314,112.5,2.2212,2.3418,2.8912,2.7055,13.9766,0.3447,3.6562,2.4489,2.5408,-54.4375,708.0,492.25,702.5,492.0,干层
1431.4584,8.9766,0.013,107.9668,105.875,2.1827,2.3348,3.2261,2.934,12.6641,0.3223,3.5195,2.4708,2.8132,-54.5625,712.0,490.0,701.5,490.25,干层
1431.5092,8.9453,0.0161,106.9033,100.9375,2.1939,2.2422,3.1164,2.7946,11.3906,0.3208,3.3848,2.4871,2.8507,-54.375,715.0,488.75,707.5,488.75,干层
1431.56,8.7969,0.0139,107.6197,101.375,2.262,2.1705,2.9141,2.5899,8.9922,0.3496,3.248,2.4527,2.5604,-54.3125,718.5,493.0,710.0,485.5,干层
1452.642,9.5547,0.0087,97.1354,99.25,2.9918,2.96,3.4607,3.2853,8.5312,0.3524,3.0098,2.4748,3.2555,-53.625,651.494,451.5,645.9932,448.251,干层
1452.6928,10.125,0.0123,97.4884,104.25,2.9619,3.0411,3.6439,3.4127,9.5469,0.3499,2.957,2.4915,3.0811,-53.375,644.0,451.5,637.5,449.5,干层
1452.7436,10.0859,0.0148,96.0371,99.3125,2.944,3.0511,3.6542,3.4256,8.7031,0.3446,3.3281,2.5053,3.3334,-53.0625,644.5,449.0,639.0,448.25,干层
1452.7944,9.2109,0.0218,96.4489,102.5,2.8748,2.9243,3.6776,3.3889,8.0172,0.3354,3.3359,2.5268,3.973,-52.625,648.5,442.0,639.5,443.0,干层
1452.8452,9.4375,0.0168,96.9382,97.8125,2.8281,2.8113,3.6915,3.3839,7.6016,0.347,3.1055,2.5189,3.4075,-52.5,646.0,446.25,640.5,443.5,干层
1452.896,9.25,0.0116,97.6701,109.625,2.8553,2.8144,3.4926,3.269,7.4102,0.3542,2.7988,2.4987,2.899,-52.75,648.0,456.25,642.5,446.0,干层
1452.9468,9.2266,0.0074,101.51,105.375,2.9241,2.8862,3.1005,2.9915,8.5469,0.3446,2.9883,2.4937,2.7248,-53.5,648.0,454.25,643.5,452.75,干层
1452.9976,9.3048,0.0082,100.3591,108.4324,2.9514,2.9548,3.3113,3.1522,11.125,0.3374,3.166,2.5028,2.9966,-53.3122,649.0,452.25,641.5,450.75,干层
1453.0484,9.4219,0.0,97.9204,102.125,3.0204,3.0151,3.4932,3.2433,14.7812,0.3282,3.1699,2.5065,3.326,-53.0,649.5,450.0,644.0,448.25,干层
1453.0992,9.2501,-0.0028,97.769,101.9968,3.1716,3.1424,3.426,3.2849,13.7603,0.3246,2.877,2.5012,3.2643,-52.688,647.988,455.0004,641.9892,450.251,干层
1453.15,9.3906,-0.0064,95.9855,98.0625,3.2483,3.3831,3.9971,3.7455,8.5703,0.3158,2.9277,2.5016,3.326,-53.25,633.0,455.5,628.5,451.5,干层
1453.2008,9.1328,-1.0E-4,92.1634,99.125,3.2956,3.6116,4.7387,4.3448,6.5586,0.2827,2.7988,2.5201,3.9664,-53.6875,635.9992,454.7382,629.4984,451.4888,干层
1453.2516,8.9844,0.0028,90.5156,94.1875,3.3849,3.564,4.8804,4.4202,5.9922,0.2629,2.8496,2.5396,5.5708,-53.1875,635.0,440.0,627.5,437.5,干层
1453.3024,9.3125,0.0063,89.8712,97.6875,3.4322,3.4055,4.9414,4.3843,6.8359,0.2703,2.8008,2.5451,5.0111,-52.875,634.4984,432.9988,627.998,428.9972,干层
1453.3532,9.4141,0.0081,91.7628,97.1875,3.5413,3.3864,4.3896,3.9468,6.5234,0.2977,2.9297,2.5297,3.816,-53.3125,632.5,431.5,625.5,425.5,干层
1453.404,9.1641,0.0085,95.3379,102.25,3.6602,3.4514,3.5694,3.4288,5.7266,0.3152,2.9805,2.5164,3.0827,-53.8125,631.0,434.75,624.0,430.0,干层
1453.4548,9.6406,0.0015,97.1339,98.0,3.6136,3.5578,3.5289,3.3928,5.8201,0.3174,3.123,2.5076,3.0622,-53.8125,625.5,436.0,618.0,429.5,干层
1453.5056,9.9922,-0.0022,96.1503,97.0625,3.5072,3.604,3.9946,3.7293,6.4727,0.3227,3.3125,2.5115,3.568,-53.5312,624.0,432.0,616.5,429.0,干层
1453.5564,9.4062,0.0033,94.1977,95.8125,3.4346,3.5964,4.4249,4.0507,7.168,0.3135,3.2617,2.5193,4.158,-53.6562,622.0,439.5,614.0,434.75,干层
1453.6072,9.2031,0.0013,93.0273,100.5625,3.395,3.564,4.6655,4.2321,6.2695,0.3066,3.0352,2.5005,4.5362,-53.2812,621.5,434.25,614.5,435.0,干层
1453.658,9.2653,0.0015,93.3212,101.9345,3.4182,3.4877,4.5863,4.1448,6.0977,0.3105,2.9023,2.4873,4.3167,-53.719,634.0,432.75,627.0,434.25,干层
1453.7088,8.9062,0.0044,95.0744,98.1875,3.4062,3.4386,4.2214,3.8746,6.4883,0.3174,2.8633,2.4849,3.9184,-53.9688,635.5,431.0,630.0,436.0,干层
1453.7596,9.4062,0.0075,97.5677,93.6875,3.4017,3.4123,3.8449,3.6526,6.7026,0.3438,2.9961,2.5056,3.4606,-53.9688,634.496,429.5004,629.9976,436.2504,干层
1453.8104,9.1797,0.0044,99.0868,97.4375,3.3429,3.3753,3.7568,3.5695,6.4492,0.335,3.0195,2.5201,3.2787,-53.5625,629.5,430.0,627.0,436.75,干层
1453.8612,9.2578,8.0E-4,98.307,102.625,3.2595,3.3325,3.8004,3.562,5.8711,0.344,3.0332,2.5213,3.4075,-52.9375,627.9984,429.5036,627.9988,436.2526,干层
1453.912,9.4609,6.0E-4,98.0806,104.125,3.16,3.2397,3.8731,3.6073,6.2578,0.3364,2.916,2.5177,3.4388,-52.75,626.0,434.0,626.5,439.5,干层
1453.9628,9.3203,0.0045,97.2423,102.125,3.0852,3.1364,3.854,3.5509,7.0,0.3327,2.9492,2.5122,3.5135,-52.75,630.5,439.5,630.5,442.75,干层
1454.0136,9.3906,0.0061,97.9483,105.875,3.0535,3.0899,3.7113,3.4393,7.2578,0.3307,3.0527,2.5154,3.1981,-52.9688,633.5,442.25,634.5,444.75,干层
1454.0644,9.3672,0.0064,98.7058,108.125,3.0637,3.053,3.6425,3.3567,6.2578,0.3225,3.2129,2.5069,3.0435,-53.0625,642.0,442.75,640.0,447.0,干层
1454.1152,9.1562,0.009,99.2518,105.875,3.0235,3.0303,3.5475,3.2673,5.3771,0.3356,3.3887,2.5127,3.0748,-53.0625,643.5,442.0,641.0,446.75,干层
1454.166,9.4922,0.0082,99.58,108.25,2.9946,2.9982,3.5269,3.2372,4.9688,0.3413,3.459,2.5062,3.1051,-53.0,643.0,442.75,642.5,444.0,干层
1454.2168,9.2656,0.0079,99.3079,106.875,2.987,2.9974,3.5815,3.2883,5.0391,0.3505,3.4883,2.5058,3.0891,-52.75,643.5,442.75,641.5,446.25,干层
1454.2676,9.8281,0.0052,99.2379,110.375,3.0335,3.0151,3.5345,3.2663,5.7539,0.3721,3.2461,2.4996,3.0685,-53.0625,640.5,445.5,636.5,448.0,干层
1454.3184,10.7968,0.0087,98.6318,106.3729,3.0156,3.052,3.6068,3.3334,6.8398,0.3625,3.1776,2.4973,3.1182,-53.4372,642.0,447.0,638.0,449.0,干层
1454.3692,10.625,0.0088,98.0625,103.8125,3.0306,3.088,3.6885,3.4071,7.5234,0.3559,3.084,2.4982,3.2841,-53.125,642.0,444.0,639.5,446.25,干层
1454.42,9.7812,0.0017,97.7102,102.6875,3.0622,3.1489,3.7382,3.4419,8.3418,0.329,3.1762,2.4814,3.3485,-52.9375,643.4988,442.7522,638.9996,443.002,干层
1454.4708,9.4219,7.0E-4,97.5548,101.1875,3.1086,3.1813,3.8493,3.5411,8.9297,0.3041,3.627,2.5028,3.4192,-53.0625,642.0,445.5,638.5,445.5,干层
1454.5216,9.2734,0.0103,97.8253,103.5,3.1159,3.1992,3.8398,3.542,10.8516,0.3201,3.4629,2.5376,3.4607,-53.75,641.0008,440.2514,637.9996,441.001,干层
1454.5724,9.1953,0.0053,98.1027,99.0625,3.1432,3.1872,3.8186,3.5128,11.375,0.3138,3.582,2.5449,3.5156,-53.5,642.0,442.0,637.5,442.25,干层
1454.6232,9.4375,0.0019,98.2766,100.625,3.1681,3.2132,3.8018,3.5103,11.8594,0.3404,3.2617,2.531,3.4133,-52.9062,638.0,440.75,632.5,441.5,干层
1454.674,9.4609,0.0028,98.1961,99.0,3.1713,3.1902,3.7775,3.4915,11.5938,0.3158,3.377,2.4991,3.3465,-52.9688,637.0,440.75,633.0,440.0,干层
1454.7248,9.4062,0.0013,97.4335,102.4375,3.1385,3.1952,3.7677,3.465,11.3516,0.3189,3.082,2.4896,3.3653,-53.375,634.5,440.25,630.0,440.0,干层
1454.7756,9.5547,-0.0051,96.7953,102.3125,3.1319,3.1685,3.7714,3.467,12.0452,0.3267,2.9375,2.4761,3.392,-53.75,636.0,440.0,630.0,438.0,干层
1454.8264,9.5078,-0.0063,97.1637,102.3125,3.1341,3.1548,3.7793,3.4652,11.9922,0.3506,2.9336,2.4855,3.3428,-53.6875,638.0,442.0,632.0,437.0,干层
1454.8772,9.3672,-0.0023,97.64,103.6875,3.0855,3.1115,3.714,3.4177,9.2969,0.3505,3.0,2.5042,3.2931,-53.6875,639.5,442.75,634.0,437.5,干层
1454.928,9.2109,-0.0052,97.9852,101.0625,3.1016,3.1172,3.6618,3.3741,6.832,0.3522,3.123,2.5054,3.2519,-53.3125,642.0,443.5,633.5,437.0,干层
1454.9788,9.6328,-0.0049,98.7331,101.4357,3.0801,3.1373,3.6776,3.3885,5.3516,0.3341,3.1134,2.5005,3.1964,-52.8123,641.5,445.0,632.0,438.25,干层
1696.0272,8.3984,0.005,117.1816,113.125,7.0635,7.8163,12.0958,12.128,23.2656,0.419,3.0498,2.3469,11.788,-39.9062,697.2813,482.6016,687.875,474.7188,油页岩
1696.078,8.3984,0.0048,121.3662,112.6875,6.5894,7.2098,12.088,11.7353,24.4375,0.421,3.1316,2.3311,10.1109,-39.6562,690.8077,487.4631,682.8077,478.7981,油页岩
1696.1288,8.6646,0.0029,122.5966,110.7521,6.0655,6.4017,11.0131,10.2096,25.6562,0.3965,3.2128,2.3407,8.549,-39.3442,684.8054,482.494,677.0717,473.3771,油页岩
1696.1796,9.2344,0.001,117.6181,113.375,5.6525,5.5971,8.5039,7.8549,22.6634,0.3452,3.2441,2.3887,7.1582,-39.9062,679.8654,470.863,672.0986,462.7969,油页岩
1696.2304,9.4141,0.0013,108.6519,112.5,5.2368,5.0348,7.1703,6.6321,20.75,0.2974,3.3206,2.4591,5.8588,-40.2188,673.9948,459.0917,666.7958,451.4412,油页岩
1696.2812,9.8047,0.0025,100.8719,108.0625,4.9213,4.7056,6.1826,5.6901,20.0,0.2852,3.3401,2.524,4.8741,-40.25,660.6126,446.0176,656.2504,438.2849,油页岩
1696.332,10.1875,0.0014,95.9333,107.0625,4.7134,4.5686,5.0829,4.9406,22.4219,0.3049,3.4439,2.5531,4.3429,-40.625,640.2162,433.0724,637.984,425.0368,油页岩
1696.3828,9.9531,0.0021,95.2886,107.9375,4.4684,4.6175,5.2513,5.1782,24.1094,0.3208,3.4917,2.5684,4.6443,-40.8125,619.8149,419.7272,616.7428,411.0931,油页岩
1696.4336,9.7969,0.0062,94.8129,110.8125,4.2175,4.6089,6.0396,5.736,26.2812,0.299,3.6117,2.5829,6.0073,-41.5,604.2946,410.452,599.7582,401.9702,油页岩
1696.4844,9.3672,0.0084,90.9407,108.5,4.0361,4.4051,6.7523,6.1733,28.0781,0.255,3.6858,2.5926,7.2228,-41.5,596.621,407.4447,589.742,399.4631,油页岩
1696.5352,9.25,0.007,87.0782,98.25,3.9673,4.1706,7.0736,6.3389,33.3623,0.2296,3.6092,2.587,6.6062,-41.25,599.0352,406.3465,589.4592,398.462,油页岩
1696.586,9.5078,0.0033,85.5817,97.5,4.0114,4.016,6.5901,5.9831,40.9375,0.2442,3.3994,2.5723,5.0764,-40.8125,605.4615,406.1346,595.2308,398.4038,油页岩
1696.6368,9.8281,-9.0E-4,88.1317,101.1875,4.0958,3.9934,5.3572,4.9919,52.0,0.2821,3.2503,2.5584,4.2168,-40.9062,608.0,407.5971,598.5388,399.8277,油页岩
1696.6876,10.0156,-0.0042,93.8753,109.4375,4.1266,4.0592,4.9782,4.633,50.0938,0.3077,3.3666,2.5479,4.0705,-41.4062,605.0341,413.1989,595.7644,405.7382,油页岩
1696.7384,9.9062,-0.0058,98.6379,111.3125,4.1346,4.1527,4.9913,4.5898,42.625,0.321,3.5626,2.5342,4.1927,-42.0938,597.0914,423.3552,587.8618,415.9495,油页岩
1696.7892,9.2422,-0.0065,100.3905,115.6224,4.2066,4.3044,5.2587,4.7645,38.4688,0.3278,3.6076,2.523,4.5259,-42.4058,593.3118,429.5619,584.0413,421.2706,油页岩
1696.84,9.2188,-0.0059,99.0729,112.4375,4.3102,4.4839,5.9565,5.2655,37.1906,0.3165,3.467,2.5233,5.2241,-41.9688,596.7083,423.6146,587.4792,416.7604,油页岩
1696.8908,9.1484,-6.0E-4,94.4537,112.0,4.5452,4.6541,6.8444,5.757,42.2067,0.2834,3.4272,2.5453,5.8949,-42.3125,596.2858,413.6573,587.5573,408.4073,油页岩
1696.9416,9.0469,0.0036,89.3161,106.875,5.037,4.942,7.0542,5.8891,41.4688,0.2506,3.5008,2.5725,5.9283,-42.125,588.024,405.7897,578.7091,400.5397,油页岩
1696.9924,9.0312,0.0031,85.846,106.5625,5.6381,5.5628,7.0607,6.0078,37.9062,0.248,3.6034,2.5847,5.5269,-41.9062,572.671,395.3187,563.2146,391.02,油页岩
1697.0432,9.2734,0.001,83.0663,104.125,6.1765,6.5792,7.1738,6.3661,36.25,0.2551,3.5845,2.5852,6.1835,-42.2188,555.5669,382.1551,546.5669,378.7911,油页岩
1697.094,9.2422,0.001,82.051,100.9375,6.582,7.6029,7.538,6.8718,40.625,0.2399,3.5526,2.5851,9.09,-42.3438,539.7762,370.684,530.7762,365.7982,油页岩
1697.1448,8.9688,5.0E-4,79.6581,96.75,6.8483,8.2084,9.0909,8.2481,61.9688,0.2032,3.5256,2.5916,13.975,-42.4375,527.5889,365.0222,519.4075,358.2266,油页岩
