Depth,AC,CALI,DFL,DRHO,DT,GR,HAC,HRID,HRIM,LLD,LLS,MSFL,NPHI,PD60,PE,RHOB,SP,result
1896.975,242.6755,8.8416,5.0165,0.2095,94.3066,111.3204,243.531,2.9356,3.0123,4.1977,4.9045,6.5259,0.2426,118.721,4.6062,2.6488,3.8762,油水同层
1897.00625,242.2944,8.8678,5.1386,0.2566,94.4724,112.7578,240.4956,2.9382,3.0233,4.0711,4.7565,7.5254,0.2472,119.1223,4.6237,2.6521,3.862,油水同层
1897.0375,241.5333,8.888,4.7469,0.2488,94.8672,114.6924,237.9659,2.8593,2.9551,3.8925,4.4819,7.888,0.2473,119.5246,4.4396,2.5836,3.9048,油水同层
1897.06875,241.0257,8.8956,4.2242,0.2211,95.0441,115.7734,234.5513,2.7524,2.8556,3.7425,4.1706,6.302,0.2383,120.077,4.1121,2.5262,3.9237,油水同层
1897.1,240.3921,8.9011,4.0053,0.1956,95.3453,116.5693,232.0216,2.6653,2.7711,3.6171,4.0333,5.0611,0.2407,120.3772,3.9253,2.4974,3.8762,油水同层
1897.13125,239.6304,8.8874,3.8915,0.1924,96.3937,118.6366,230.6295,2.6082,2.7154,3.3843,3.8824,4.8601,0.2475,120.5764,3.9749,2.5072,3.881,油水同层
1897.1625,239.3769,8.8607,3.7287,0.2064,97.6773,122.5075,229.9957,2.5638,2.6741,3.0936,3.608,5.0625,0.2517,119.0574,4.1396,2.5514,3.919,油水同层
1897.19375,238.8677,8.8339,3.6335,0.1964,98.25,126.9351,230.4991,2.5156,2.6312,2.9766,3.4251,4.9682,0.2563,117.0327,4.0367,2.5608,3.8999,油水同层
1897.225,238.6142,8.8165,3.4708,0.1909,98.1277,129.5555,231.6348,2.4703,2.5909,3.0127,3.407,4.3981,0.2531,115.059,4.0525,2.5543,3.8573,油水同层
1897.25625,238.4859,8.8351,3.3238,0.1894,97.8313,128.9359,232.6446,2.4521,2.5749,3.0592,3.5256,3.8988,0.2528,111.9731,4.0648,2.5519,3.9382,油水同层
1897.2875,238.3575,8.8792,3.4907,0.2073,97.5138,125.7571,234.16,2.4783,2.6001,3.1211,3.6784,4.4022,0.2528,108.584,4.0609,2.5617,4.0333,油水同层
1897.31875,238.3552,8.9389,3.8888,0.2348,96.773,121.8472,237.1921,2.5457,2.6655,3.2384,3.77,5.2808,0.2514,105.0433,4.2185,2.5683,4.0619,油水同层
1897.35,238.3532,8.9841,4.2718,0.2199,95.0984,119.2016,240.3505,2.6364,2.7542,3.4361,3.9969,5.3747,0.2533,102.918,4.3135,2.5359,4.0333,油水同层
1897.38125,238.604,8.9796,4.6345,0.2018,93.294,118.4542,240.6011,2.7306,2.8474,3.6479,4.2399,5.4052,0.2472,100.3369,4.2645,2.5316,4.0048,油水同层
1897.4125,238.9813,8.9387,4.7247,0.2082,92.2203,119.0026,240.2205,2.8193,2.9369,3.779,4.3209,5.409,0.2356,98.6664,4.274,2.562,4.0143,油水同层
1897.44375,239.2321,8.8814,4.7276,0.2163,91.2554,119.8063,239.7129,2.9077,3.0318,3.9439,4.5064,4.9537,0.2344,97.4002,4.4077,2.5937,4.0238,油水同层
1897.475,239.6081,8.8285,4.7265,0.1974,90.2776,119.8452,238.8256,3.0034,3.1392,4.1455,4.7798,4.5256,0.2371,96.0834,4.385,2.6033,4.0049,油水同层
1897.50625,239.8596,8.8148,4.8,0.1759,89.9062,118.6911,238.4455,3.1012,3.2519,4.231,4.8909,4.4244,0.2344,94.7657,4.1741,2.6087,4.0763,油水同层
1897.5375,240.1101,8.8203,4.9633,0.1632,90.174,116.5782,238.0646,3.1729,3.3364,4.176,4.8154,4.8389,0.2242,93.5995,4.064,2.597,4.1572,油水同层
1897.56875,240.4867,8.8323,4.8901,0.2042,90.6937,114.8566,237.4312,3.1894,3.3619,4.0236,4.6189,5.4663,0.2267,93.0417,4.2657,2.6306,4.2095,油水同层
1897.6,240.7385,8.8481,4.669,0.1997,90.9728,114.703,237.1764,3.1559,3.3303,3.8951,4.5143,5.5839,0.2309,92.0787,4.2778,2.6187,4.2429,油水同层
1897.63125,240.989,8.8558,4.5355,0.1521,90.7401,115.6805,237.1744,3.114,3.288,3.9572,4.4061,5.3724,0.2205,91.1652,3.9677,2.5786,4.2524,油水同层
1897.6625,241.2392,8.8629,4.5079,0.127,90.3438,116.2355,237.2995,3.107,3.2805,4.0446,4.4416,5.0407,0.2189,90.6069,3.8256,2.5674,4.2476,油水同层
1897.69375,241.2386,8.852,4.6658,0.1543,90.2061,114.7286,237.5506,3.1504,3.3267,4.0222,4.5566,5.0128,0.2216,89.846,4.0346,2.6195,4.2431,油水同层
1897.725,241.1099,8.8339,4.8352,0.1602,90.0031,111.1545,237.9281,3.2289,3.4082,3.9325,4.4008,6.1219,0.2152,89.0336,4.2311,2.6434,4.3237,油水同层
1897.75625,240.4759,8.8148,5.0259,0.1496,89.1106,107.4934,238.1793,3.3172,3.4994,4.2018,4.5002,7.4429,0.2029,88.678,4.2265,2.6312,4.2762,油水同层
1897.7875,239.3359,8.7919,5.3319,0.1311,87.6661,105.3897,238.4301,3.3986,3.5806,4.8653,5.2773,7.2586,0.1987,87.9666,4.0062,2.6042,4.1714,油水同层
1897.81875,238.0695,8.7815,5.4624,0.1474,86.7844,105.1328,238.5549,3.4632,3.6405,5.1366,5.7367,5.9868,0.2035,88.0643,3.7862,2.6023,4.1476,油水同层
1897.85,237.4362,8.7706,5.648,0.2182,87.1021,106.3695,238.5515,3.4844,3.6533,4.7314,5.3036,7.4259,0.1989,88.2139,3.8351,2.6279,4.1332,油水同层
1897.88125,236.1698,8.752,5.5843,0.2946,87.5453,109.5233,238.5515,3.4357,3.5985,4.4684,4.8321,10.1028,0.1912,88.312,4.2405,2.65,4.0951,油水同层
1897.9125,235.1562,8.7297,5.3007,0.3033,87.3772,115.3473,238.5498,3.3324,3.4916,4.5666,4.9176,8.1093,0.2018,88.5618,4.4831,2.6349,4.0524,油水同层
1897.94375,234.5226,8.6876,4.9149,0.2397,87.6172,122.6526,238.4217,3.2207,3.3751,4.7008,5.0883,5.9851,0.2153,88.761,4.147,2.5794,4.119,油水同层
1897.975,234.2674,8.6478,4.6728,0.1998,88.9391,128.2376,237.9139,3.1205,3.2694,4.3241,4.776,6.1434,0.2072,89.0603,3.8912,2.5665,4.1333,油水同层
1898.00625,234.3922,8.6161,4.5589,0.2273,90.3397,129.608,237.4068,3.0149,3.1607,3.7891,4.2068,8.008,0.197,89.311,4.1205,2.6018,4.1571,油水同层
1898.0375,235.4012,8.6041,4.1933,0.2527,90.8453,126.9677,236.5203,2.8927,3.0366,3.5213,4.0369,7.8994,0.2006,89.6107,4.1986,2.6152,4.1571,油水同层
1898.06875,237.8003,8.6101,3.8577,0.2491,91.068,122.4923,235.254,2.7758,2.9155,3.4908,3.8597,5.8604,0.2068,90.1131,4.1303,2.6021,4.1762,油水同层
1898.1,238.9364,8.6167,3.7375,0.2416,92.0421,118.7555,234.1151,2.7036,2.836,3.5475,3.7655,5.0558,0.2126,90.7671,4.1377,2.6147,4.2143,油水同层
1898.13125,240.3252,8.6167,3.6828,0.2084,93.2281,116.7332,231.8375,2.6989,2.8235,3.5579,3.7534,4.9719,0.2168,91.6732,4.0414,2.5999,4.2429,油水同层
1898.1625,242.5983,8.6117,4.0175,0.1948,93.3973,115.9907,230.0664,2.7555,2.8744,3.5924,3.9522,5.6131,0.2233,92.4783,3.9151,2.5867,4.2764,油水同层
1898.19375,244.9978,8.6041,4.3774,0.2224,92.5234,115.8832,227.5362,2.8404,2.9602,3.8,4.2214,6.2552,0.2312,93.2338,3.9927,2.5896,4.3668,油水同层
1898.225,246.8927,8.597,4.7421,0.2656,91.6292,115.2416,226.1443,2.9111,3.0355,4.1833,4.6607,5.9857,0.2293,94.1409,4.3133,2.6089,4.4762,油水同层
1898.25625,249.5453,8.5921,4.8735,0.2584,92.0872,114.2757,224.499,2.9304,3.0565,4.3391,4.9458,5.7902,0.2308,95.5533,4.4589,2.5835,4.6479,油水同层
1898.2875,251.8188,8.5894,4.6106,0.2443,94.4109,115.7225,224.118,2.8814,3.0031,3.9043,4.4357,6.0934,0.2346,98.7338,4.3866,2.5632,4.8812,油水同层
1898.31875,254.5975,8.5948,4.1118,0.2733,97.2972,120.8732,227.7817,2.781,2.897,3.3914,3.7402,6.4756,0.235,107.3725,4.3872,2.5636,5.0621,油水同层
1898.35,257.1238,8.603,3.5522,0.3031,98.8922,127.4056,230.3088,2.6843,2.7955,3.3357,3.5543,6.213,0.2336,112.3721,4.5755,2.5673,5.1525,油水同层
1898.38125,259.9026,8.6139,3.3011,0.2678,99.0453,131.5957,236.5012,2.6496,2.7554,3.726,3.9181,5.1935,0.2369,119.1917,4.5235,2.5594,5.2048,油水同层
