Depth,AC,CALI,DFL,DRHO,DT,GR,HAC,HRID,HRIM,LLD,LLS,MSFL,NPHI,PD60,PE,RHOB,SP,result
1756.6,278.9705,8.8541,2.8541,0.2364,111.1408,116.8,302.1357,1.9816,2.0833,2.4578,3.0083,4.3863,0.2889,193.6406,3.9314,2.4477,-10.2048,干层
1756.63125,277.0729,8.8301,2.8348,0.255,111.2781,116.2036,301.8805,1.9606,2.061,2.4338,3.0371,3.8782,0.2948,194.4456,4.0827,2.4459,-10.1952,干层
1756.6625,273.9114,8.8094,2.7342,0.2771,110.5927,114.4729,286.596,1.9681,2.0694,2.4826,3.0065,3.3201,0.2985,194.7971,4.352,2.4445,-10.2239,干层
1756.69375,271.5092,8.7908,2.9315,0.2775,109.6969,111.4779,270.427,2.0077,2.1125,2.4527,2.9784,3.3449,0.287,194.9463,4.5229,2.4432,-10.2668,干层
1756.725,269.2327,8.781,3.485,0.2423,108.6792,109.0034,254.8894,2.0718,2.1836,2.5523,2.9837,3.5938,0.2907,194.2373,4.3469,2.4105,-10.3238,干层
1756.75625,266.4506,8.7597,3.5483,0.2326,106.5431,108.3943,244.6567,2.1421,2.2625,2.8913,3.4573,4.1646,0.2958,188.379,4.392,2.4035,-10.2905,干层
1756.7875,263.6684,8.7269,3.8291,0.2551,103.4484,110.1945,232.782,2.1921,2.3201,3.0508,3.7323,4.3712,0.2803,184.9943,4.5598,2.4543,-10.2189,干层
1756.81875,261.2656,8.6964,3.7187,0.2739,101.5026,113.3632,228.2325,2.1981,2.3292,3.0433,3.664,4.8236,0.2671,180.4484,4.5704,2.4981,-10.1713,干层
1756.85,258.7365,8.6707,3.1992,0.2983,102.3,115.8741,227.7246,2.1591,2.2884,2.9815,3.5358,5.6609,0.2661,175.3473,4.5661,2.5251,-10.0568,干层
1756.88125,256.0817,8.6598,2.9745,0.2943,104.7237,117.0249,229.6153,2.1006,2.226,2.8667,3.332,4.883,0.269,166.9146,4.5564,2.5246,-9.9523,干层
1756.9125,253.5526,8.6581,2.9119,0.2316,105.4442,116.482,231.0023,2.0572,2.1797,2.719,3.2056,4.102,0.2725,155.3516,4.1501,2.4658,-9.8429,干层
1756.94375,249.0016,8.6543,2.8092,0.1634,104.5188,114.4413,232.7672,2.0514,2.1729,2.6415,2.9885,3.9764,0.2786,151.0076,3.7251,2.3526,-9.9668,干层
1756.975,245.5889,8.6461,2.8017,0.197,105.5735,112.2158,234.1542,2.0866,2.2092,2.6373,3.0861,3.6642,0.2781,145.9569,3.9271,2.3356,-10.0238,干层
1757.00625,240.1549,8.639,3.1674,0.2494,108.2281,110.42,234.2777,2.1458,2.2722,2.6655,3.2651,3.4635,0.2765,142.3196,4.3756,2.3763,-10.0285,干层
1757.0375,231.9423,8.6265,3.2001,0.2774,108.2185,108.6848,225.8129,2.2036,2.3357,2.7148,3.2264,4.1055,0.289,138.9344,4.7779,2.4378,-9.9856,干层
1757.06875,219.9396,8.6167,3.0796,0.2838,104.3002,106.4838,218.8632,2.2436,2.3811,2.7648,3.2952,4.834,0.2907,136.1055,4.933,2.4689,-9.9429,干层
1757.1,216.4005,8.6074,3.3613,0.2898,100.6266,104.2167,213.8084,2.2706,2.4113,2.9253,3.3598,4.8284,0.2702,133.6293,4.9639,2.45,-9.8093,干层
1757.13125,209.3245,8.6003,3.419,0.2993,101.2698,102.4228,208.8794,2.2951,2.4367,3.1874,3.584,4.7421,0.2604,130.7496,4.878,2.4002,-9.657,干层
1757.1625,205.9112,8.5975,3.5671,0.2907,102.109,100.9288,203.4452,2.3149,2.4563,3.1996,3.6647,4.7074,0.2712,127.6675,4.9356,2.3811,-9.5904,干层
1757.19375,202.2447,8.5997,3.6387,0.2516,102.2943,100.3701,197.2527,2.3162,2.4565,3.114,3.6964,5.785,0.2796,125.1916,4.85,2.4012,-9.5524,干层
1757.225,199.7154,8.6041,3.5956,0.2404,101.1939,102.101,194.9779,2.2937,2.4311,3.0989,3.655,6.0624,0.2709,120.4918,4.6525,2.4559,-9.5714,干层
1757.25625,197.6913,8.6106,3.5523,0.2744,101.3219,106.9313,190.8066,2.2584,2.392,3.158,3.6195,5.1445,0.2641,120.1381,4.615,2.483,-9.6334,干层
1757.2875,196.1719,8.6145,3.2696,0.2863,102.0065,113.9387,188.1519,2.2263,2.356,3.1756,3.6863,4.5661,0.2686,117.3593,4.6325,2.4702,-9.6904,干层
1757.31875,196.0429,8.6139,3.1352,0.2745,102.419,120.489,187.0123,2.2052,2.3328,2.9982,3.557,4.3486,0.2789,113.6714,4.4653,2.4885,-9.6476,干层
1757.35,196.038,8.6101,3.1954,0.252,102.2233,123.9189,189.5331,2.1981,2.3257,2.7262,3.3404,4.901,0.2895,109.6803,4.2152,2.5061,-9.6667,干层
1757.38125,195.6547,8.6046,3.235,0.2592,101.5465,123.6672,190.1636,2.2114,2.3407,2.7141,3.2571,4.7442,0.2911,106.0934,4.2694,2.4983,-9.6952,干层
1757.4125,195.5268,8.5986,3.3017,0.2758,101.2344,121.0935,191.6764,2.25,2.3803,2.9612,3.4827,4.0522,0.2865,102.9616,4.4047,2.4829,-9.638,干层
1757.44375,195.2715,8.5986,3.8419,0.2586,102.0376,117.6739,194.0723,2.3057,2.4362,3.074,3.7203,3.8347,0.2881,100.2833,4.4241,2.4716,-9.5857,干层
1757.475,194.8893,8.603,4.0952,0.2348,102.1562,114.409,195.4593,2.3574,2.4876,3.0172,3.6199,5.2101,0.2954,97.8579,4.4601,2.4761,-9.5998,干层
1757.50625,193.3693,8.6079,3.9087,0.2657,101.261,112.1178,196.9725,2.3921,2.5226,3.0349,3.6042,6.2517,0.2834,95.3306,4.6666,2.5108,-9.5285,干层
1757.5375,191.9772,8.6156,4.0437,0.3072,101.3035,110.8023,198.359,2.4175,2.5466,3.2328,3.8196,5.1812,0.2687,93.9657,4.8234,2.5445,-9.4524,干层
1757.56875,190.7109,8.6183,4.0114,0.2896,102.8828,109.8309,195.9559,2.4471,2.5737,3.5012,4.0585,4.7214,0.268,92.297,4.7831,2.5373,-9.3904,干层
1757.6,188.0542,8.6183,3.9604,0.2411,104.8435,109.2641,193.0476,2.4757,2.6006,3.5513,4.2157,4.9167,0.2711,91.285,4.4339,2.519,-9.3285,干层
1757.63125,185.778,8.6156,4.1646,0.2188,105.9375,109.2634,190.7708,2.4794,2.6054,3.4398,4.25,5.5414,0.2762,90.4236,4.3212,2.5277,-9.2619,干层
1757.6625,183.5012,8.6123,4.0525,0.2382,105.8022,109.9421,189.3796,2.4389,2.5667,3.3726,4.1454,6.436,0.2776,90.7746,4.439,2.5641,-9.2713,干层
1757.69375,180.8455,8.6128,3.6208,0.2622,105.4348,111.3202,188.2395,2.3625,2.4907,3.2805,3.9379,6.0297,0.2735,91.2273,4.5738,2.5653,-9.2286,干层
1757.725,178.8213,8.6172,3.2723,0.2742,105.7875,112.9524,188.6146,2.2787,2.4045,3.0769,3.6223,4.877,0.2733,91.8808,4.4659,2.5313,-9.1475,干层
1757.75625,179.9542,8.6259,3.025,0.2779,106.5125,114.7589,190.2532,2.2163,2.3405,2.8165,3.1989,4.6625,0.2785,92.5851,4.4518,2.5069,-9.0809,干层
1757.7875,181.7186,8.6336,2.8871,0.2222,106.4734,117.0298,191.2617,2.196,2.3204,2.5726,2.9851,4.692,0.2868,93.4405,4.1607,2.4196,-9.0097,干层
1757.81875,183.6094,8.6396,3.0082,0.1926,104.8076,119.2627,193.0267,2.2311,2.359,2.542,2.96,4.4277,0.28,94.1453,4.0089,2.3663,-9.095,干层
1757.85,184.8703,8.6379,3.276,0.1555,102.8225,120.3301,194.0352,2.3279,2.46,2.8432,3.0896,4.2716,0.2685,94.9506,3.9885,2.3388,-9.131,干层
1757.88125,186.8868,8.6248,3.5471,0.0659,102.0672,119.3104,195.1691,2.4787,2.6126,3.2646,3.5908,4.6302,0.2654,96.159,4.0375,2.2908,-9.2021,干层
1757.9125,188.0208,8.6101,4.1976,0.0292,101.0307,116.1849,196.6819,2.6461,2.7807,3.4418,4.0323,8.4728,0.261,96.7632,3.8459,2.3059,-9.281,干层
1757.94375,189.1548,8.5954,4.6125,0.169,98.0109,112.0689,196.426,2.7825,2.9177,3.5215,3.9818,15.8149,0.256,97.5681,4.0054,2.4665,-9.2901,干层
1757.975,190.0357,8.5888,4.4682,0.2684,94.7035,108.1834,192.1287,2.8674,3.0036,3.8317,4.0914,12.0935,0.2422,98.2224,4.3134,2.5175,-9.341,干层
1758.00625,190.7903,8.5932,4.5125,0.2984,93.5794,105.6781,187.1999,2.9177,3.055,4.3118,4.591,6.1745,0.2255,98.5734,4.5182,2.4867,-9.352,干层
1758.0375,191.418,8.6008,4.4499,0.2907,94.6625,105.7796,182.3973,2.9526,3.0909,4.3652,4.6621,5.5535,0.2186,98.4196,4.5223,2.4691,-9.386,干层
1758.06875,192.0462,8.6128,4.2839,0.263,96.1344,108.963,177.089,2.9686,3.1126,3.8692,4.1916,8.1036,0.2258,98.0125,4.3562,2.4496,-9.352,干层
1758.1,192.8008,8.6281,4.0937,0.2754,96.1719,114.5288,174.4336,2.9642,3.1175,3.5791,3.9528,9.8143,0.2402,97.7581,4.4578,2.4541,-9.3569,干层
1758.13125,193.6817,8.6358,4.1416,0.303,95.7982,120.4829,171.5257,2.9611,3.1214,3.6545,4.0527,7.0816,0.2438,97.4529,4.8185,2.486,-9.319,干层
1758.1625,194.8152,8.6352,4.3096,0.2519,96.328,124.2643,170.3855,2.9832,3.1436,3.8289,4.2341,5.0663,0.2566,97.1476,4.602,2.472,-9.302,干层
1758.19375,196.3277,8.6325,4.268,0.2107,96.25,124.2837,170.13,3.035,3.1915,3.789,4.3041,6.8026,0.254,96.9433,4.2901,2.4665,-9.338,干层
1758.225,198.3448,8.6276,4.5281,0.2426,94.3092,121.2402,171.8954,3.1097,3.2611,3.5949,4.1866,8.856,0.2331,97.0919,4.2496,2.5011,-9.371,干层
1758.25625,200.3631,8.6232,4.8683,0.2829,91.6187,117.1097,176.1865,3.2106,3.3594,3.7803,4.3069,8.1041,0.2307,98.4526,4.3714,2.5165,-9.352,干层
1758.2875,203.5175,8.6199,5.2463,0.312,89.8792,113.1887,180.605,3.3511,3.4982,4.4334,4.9734,6.8473,0.2133,101.0757,4.5508,2.5321,-9.371,干层
1758.31875,208.1872,8.6156,6.2922,0.295,89.0789,110.357,188.8122,3.5147,3.6633,5.1295,5.6772,6.1629,0.1924,105.1624,4.5567,2.5265,-9.333,干层
1758.35,211.9733,8.615,7.2929,0.2199,88.4031,109.3367,197.1454,3.6228,3.7723,5.6437,6.0919,8.0544,0.1956,110.0573,3.9583,2.5019,-9.381,干层
1758.38125,215.6331,8.6199,6.9994,0.1567,88.1089,109.2924,212.3003,3.5637,3.7111,5.7614,6.3438,10.9454,0.1908,116.2643,3.5267,2.508,-9.4001,干层
1769.00625,240.6714,8.6609,9.5969,0.215,78.5732,89.0764,263.2669,6.2872,6.6723,8.7548,8.9763,12.3815,0.1584,146.3493,3.7659,2.5879,-15.2333,干层
1769.0375,238.8991,8.6647,8.8119,0.1559,79.112,92.5226,261.2413,5.9459,6.3251,8.4138,8.6231,12.3803,0.1625,146.5987,3.698,2.5626,-15.1188,干层
1769.06875,235.6079,8.6794,8.1444,0.0898,79.9797,96.3255,259.469,5.5693,5.9418,7.782,8.2286,10.9934,0.1692,146.7483,3.5136,2.5248,-14.9903,干层
1769.1,233.9615,8.6931,7.6167,0.0936,81.8106,102.0016,256.8113,5.169,5.5269,6.844,7.1759,11.8883,0.1846,146.1904,3.3856,2.5374,-14.8187,干层
1769.13125,232.3161,8.698,6.5749,0.1319,84.0797,110.3753,253.5226,4.7566,5.0872,6.1697,6.2234,14.082,0.1989,144.673,3.4247,2.5475,-14.695,干层
1769.1625,230.1641,8.6964,5.6698,0.1727,86.2898,119.9626,250.1065,4.3672,4.6613,5.5512,5.8467,12.1817,0.2043,142.1955,3.5875,2.5386,-14.5429,干层
1769.19375,228.1385,8.686,4.9643,0.1882,88.5087,127.4237,244.7939,4.0486,4.3083,5.0222,5.2237,8.675,0.2187,139.9201,3.6703,2.5077,-14.3809,干层
1769.225,226.492,8.6767,4.522,0.1641,90.5797,130.2663,242.5168,3.8264,4.0593,4.6921,4.7941,7.5586,0.2403,137.9986,3.5221,2.4535,-14.281,干层
1769.25625,224.9714,8.6734,4.2146,0.1502,92.0363,128.7955,239.6059,3.7045,3.9215,4.4244,4.6884,6.8079,0.2462,135.6221,3.3785,2.4248,-14.2475,干层
1769.2875,225.9795,8.6707,4.3436,0.1755,92.3562,125.1156,237.9603,3.6776,3.8857,4.4385,4.5923,6.5324,0.2506,133.246,3.3418,2.4479,-14.2095,干层
1769.31875,226.8611,8.6696,4.6863,0.1908,91.2919,121.8174,236.9468,3.7389,3.9449,4.7001,4.8073,7.6507,0.2443,130.8191,3.3611,2.4808,-14.2333,干层
1769.35,227.6163,8.6712,4.8502,0.1956,89.227,119.6557,235.8059,3.8822,4.0931,5.0765,5.1496,6.781,0.2344,129.3016,3.444,2.5193,-14.3287,干层
1769.38125,224.8322,8.6729,5.6181,0.199,87.0172,116.8861,235.0447,4.0932,4.3151,5.774,5.7585,6.6618,0.2344,127.1271,3.5624,2.5605,-14.3714,干层
1769.4125,220.4043,8.6778,6.4673,0.2062,85.5818,112.523,233.6496,4.3225,4.557,6.4581,6.6231,8.5246,0.2276,125.2557,3.6422,2.5877,-14.3333,干层
1769.44375,215.7241,8.6909,7.0691,0.2055,84.7859,108.01,233.0162,4.4645,4.7036,6.4674,6.9667,10.4671,0.2145,123.9907,3.7186,2.5782,-14.338,干层
1769.475,210.2843,8.7089,6.9567,0.1999,84.5234,106.0112,231.7485,4.4175,4.6481,6.0299,6.6578,12.3476,0.2024,122.8772,3.7366,2.5474,-14.2429,干层
1769.50625,208.1327,8.7264,6.0298,0.2202,85.139,107.6717,230.4807,4.1944,4.4101,5.5953,5.941,10.3657,0.1973,121.6624,3.8331,2.5431,-14.1523,干层
1769.5375,206.1075,8.7395,5.1515,0.251,86.3344,111.2116,229.7209,3.9196,4.1236,5.3646,5.5709,6.7069,0.2013,120.7509,3.9991,2.5718,-14.0571,干层
1769.56875,204.3346,8.7411,4.5797,0.2245,88.256,114.1795,228.0739,3.7037,3.8994,4.9978,5.3644,5.2355,0.2164,120.092,3.9076,2.5484,-14.0524,干层
1769.6,203.5724,8.746,4.4683,0.1791,90.6422,115.5327,226.3005,3.5735,3.7632,4.5091,4.8898,5.7957,0.2356,119.5842,3.6041,2.4951,-14.0476,干层
1769.63125,205.7169,8.7531,4.6013,0.2104,92.3695,115.9692,225.2874,3.4951,3.68,4.2992,4.5534,7.5025,0.2425,119.1273,3.6409,2.5111,-14.0619,干层
1769.6625,207.2317,8.7662,4.745,0.2666,93.3022,116.5605,224.4007,3.4333,3.6157,4.3882,4.6655,7.2072,0.2374,118.8219,3.9974,2.5523,-14.0142,干层
1769.69375,210.6409,8.7919,4.6472,0.2691,93.8297,116.2405,221.615,3.3815,3.5625,4.4578,4.6656,5.602,0.2425,118.5161,4.1253,2.5441,-13.9523,干层
1769.725,212.913,8.8028,4.4413,0.2608,94.1097,113.4991,220.476,3.3526,3.534,4.5262,4.5835,5.7098,0.2514,118.4127,4.0442,2.5364,-13.8712,干层
1769.75625,214.9329,8.7995,4.4146,0.2771,94.3281,110.6118,218.3238,3.3517,3.5364,4.5354,4.705,6.5239,0.2492,118.3603,4.0702,2.5543,-13.7713,干层
1769.7875,216.9522,8.7919,4.3806,0.274,94.3739,110.2469,215.2862,3.3676,3.5581,4.4133,4.7599,5.9635,0.2427,118.408,4.0872,2.5383,-13.6905,干层
1769.81875,218.0861,8.7946,4.6344,0.2561,93.9283,111.9742,214.4004,3.3864,3.5854,4.4258,4.7037,6.5184,0.2344,118.5067,3.9344,2.4923,-13.6906,干层
1769.85,217.4509,8.8105,4.4796,0.264,92.7453,113.8107,210.6044,3.4119,3.6189,4.3525,4.55,6.3374,0.2321,118.6554,4.0741,2.4465,-13.7333,干层
1769.88125,216.5612,8.8154,4.4041,0.2809,90.8707,113.1083,206.8088,3.4708,3.687,4.4249,4.5806,5.3457,0.2316,118.906,4.3857,2.4253,-13.7716,干层
1769.9125,216.0528,8.8001,4.6872,0.2844,88.6516,109.6265,204.5316,3.5982,3.8259,4.8349,5.0561,6.4091,0.2239,119.2063,4.5226,2.4435,-13.8334,干层
1769.94375,215.2912,8.7613,4.9817,0.2811,86.8638,106.6599,205.5395,3.8194,4.067,4.9783,5.3905,6.8136,0.2098,119.5074,4.5669,2.5064,-13.881,干层
1769.975,215.0362,8.7275,5.8365,0.2137,85.4774,106.2177,208.571,4.1308,4.4088,5.2767,5.6758,7.8095,0.2077,119.9087,4.1365,2.5128,-13.9238,干层
1770.00625,214.0201,8.7106,6.8426,0.1528,83.5609,106.4464,213.2449,4.5053,4.8242,6.1945,6.3031,9.7903,0.2025,120.3108,3.6279,2.5115,-13.8952,干层
1770.0375,213.3848,8.6985,7.9017,0.186,81.9108,104.9902,217.1608,4.8923,5.2528,7.6479,7.8613,9.2262,0.1858,120.6616,3.6955,2.5859,-13.8855,干层
1770.06875,213.0034,8.6876,9.7835,0.2145,81.8594,101.8067,220.9503,5.185,5.5734,9.0495,9.5621,10.9782,0.1735,121.2144,4.0669,2.6464,-13.7904,干层
1770.1,212.3681,8.6794,11.0101,0.1661,83.4368,100.2874,220.9471,5.2073,5.5919,8.6489,9.4211,21.0779,0.175,121.667,4.0023,2.6282,-13.7333,干层
1770.13125,212.1121,8.6783,9.4348,0.1412,85.7248,104.3784,217.1505,4.8619,5.2105,7.119,7.7373,23.6175,0.1912,122.3212,3.783,2.6062,-13.7333,干层
1770.1625,211.9824,8.6887,7.6037,0.176,88.0719,112.7882,216.2647,4.3045,4.5991,6.273,6.4574,12.5255,0.2036,122.9755,3.7662,2.5924,-13.7334,干层
1770.19375,212.8625,8.709,5.5539,0.2142,90.8509,120.3758,212.2149,3.7808,4.0265,5.6363,5.6855,6.9471,0.2156,123.8313,3.9127,2.5609,-13.7764,干层
1770.225,213.9975,8.7302,4.4632,0.2321,94.1531,123.6111,209.9376,3.4055,3.616,4.7093,4.8414,5.7286,0.248,124.8395,4.067,2.5394,-13.8524,干层
1770.25625,215.0061,8.7482,4.0848,0.2475,96.9525,122.5934,206.3952,3.1647,3.358,3.8972,4.1475,6.0529,0.283,127.211,4.2442,2.5417,-13.8667,干层
1770.2875,216.3934,8.7581,3.8677,0.2799,97.9871,120.0958,203.8646,3.0121,3.2003,3.4399,3.733,6.1549,0.2819,131.7042,4.5421,2.5783,-13.819,干层
1770.31875,218.1595,8.7597,3.7017,0.2735,97.6438,118.6658,202.724,2.9179,3.1079,3.2837,3.5228,5.514,0.2606,138.9752,4.5197,2.5692,-13.8142,干层
1770.35,219.926,8.7597,3.6558,0.2386,97.1966,118.6319,206.3872,2.8836,3.0757,3.3138,3.4163,4.9825,0.2535,142.4074,4.25,2.5329,-13.7428,干层
1770.38125,222.0724,8.7559,3.6613,0.2388,96.9859,119.1129,211.314,2.9261,3.1194,3.3436,3.5782,4.8477,0.2583,148.1633,4.2936,2.549,-13.6858,干层
1770.4125,225.229,8.7531,3.7881,0.2324,96.2637,117.8332,216.4942,3.0625,3.2564,3.3944,3.8213,4.5521,0.2695,154.7273,4.2981,2.573,-13.7333,干层
1770.44375,228.1328,8.7542,4.4134,0.2262,94.1869,113.4954,223.6956,3.3036,3.5023,3.9915,4.4365,5.1356,0.2606,164.3221,4.1991,2.5801,-13.781,干层
1770.475,231.2905,8.7581,5.3275,0.2655,91.1906,107.2998,225.0847,3.6583,3.8673,5.0712,5.8197,5.5371,0.2333,172.2499,4.3737,2.6227,-13.8095,干层
1770.50625,235.3326,8.7778,6.5867,0.2802,88.5948,100.7455,230.0112,4.1107,4.3337,5.9515,6.9108,5.8173,0.2215,179.7231,4.6346,2.6524,-13.7906,干层
1770.5375,240.5119,8.7985,8.5159,0.2316,86.8781,96.1536,232.1584,4.5695,4.8032,6.4486,7.3136,11.1223,0.2259,184.2664,4.515,2.6294,-13.8333,干层
1770.56875,244.1752,8.8116,9.3042,0.2037,85.583,95.1631,236.0745,4.8612,5.0948,6.6262,7.4191,16.4986,0.2149,189.2143,4.342,2.609,-13.8048,干层
1770.6,248.5961,8.8225,8.781,0.2262,85.0154,97.3389,240.1165,4.8447,5.0718,6.5924,7.5269,11.6713,0.2003,194.2631,4.3929,2.6241,-13.7714,干层
1770.63125,254.1547,8.8203,7.5057,0.2413,86.0813,101.9276,237.7123,4.5611,4.7811,6.2842,7.0152,8.2204,0.2068,198.7561,4.446,2.6259,-13.7619,干层
1770.6625,259.3346,8.8159,6.0834,0.2414,88.3073,107.4378,232.0204,4.1729,4.3881,5.4238,5.9532,6.5378,0.2169,201.7341,4.2741,2.6081,-13.7381,干层
1770.69375,263.6302,8.8203,5.0726,0.247,90.4391,111.4897,229.7421,3.8103,4.0192,4.61,5.0399,5.2813,0.2283,205.823,4.0809,2.5968,-13.7286,干层
1770.725,270.0738,8.823,4.5544,0.2217,92.0821,113.3447,228.728,3.5242,3.7273,4.2391,4.564,4.6118,0.2362,208.4472,3.7864,2.5569,-13.6952,干层
1770.75625,275.0015,8.8252,4.266,0.1861,93.0804,113.35,231.8857,3.3199,3.5173,4.1436,4.4583,4.3772,0.2355,210.2127,3.4363,2.509,-13.6476,干层
1770.7875,280.3079,8.8241,4.1086,0.2166,93.6891,112.228,260.706,3.1782,3.3695,3.9981,4.3215,4.3504,0.2445,211.8267,3.5875,2.5356,-13.6238,干层
1772.4125,248.9137,9.1451,3.2514,0.2811,101.5047,114.5009,262.5836,2.3802,2.5021,3.082,3.3134,3.3459,0.26,189.026,4.3307,2.5619,-12.9856,干层
1772.44375,244.6113,9.1724,3.3558,0.2647,100.9556,114.5806,249.1791,2.3829,2.5029,3.103,3.4022,3.3589,0.2681,179.9815,4.2289,2.5455,-12.8762,干层
1772.475,241.0681,9.1801,3.5338,0.2338,100.0696,114.3707,238.809,2.4114,2.5325,3.12,3.5735,3.3582,0.2589,170.6338,4.019,2.5302,-12.7619,干层
1772.50625,237.9041,9.1997,3.6726,0.1741,99.5297,114.5338,232.1049,2.4487,2.5704,3.0948,3.6152,3.647,0.2629,166.2872,3.6106,2.4831,-12.7714,干层
1772.5375,235.4987,9.1876,3.7474,0.1288,99.4157,114.4366,226.9184,2.4756,2.5966,3.1303,3.7349,3.704,0.2617,160.5262,3.2931,2.4142,-12.7428,干层
1772.56875,233.8524,9.1588,3.5226,0.1902,99.5375,113.2515,222.8693,2.4854,2.6041,3.0598,3.7186,3.3443,0.2513,154.159,3.672,2.4374,-12.719,干层
1772.6,231.8263,9.126,3.3827,0.2436,99.1958,111.1593,219.5798,2.4921,2.61,3.0271,3.4346,3.1525,0.2523,149.2567,4.2617,2.4527,-12.6952,干层
1772.63125,229.6733,9.0534,3.5171,0.2732,98.1472,109.1881,217.0478,2.5193,2.6385,3.2172,3.4734,3.241,0.2513,144.8089,4.5247,2.4654,-12.7381,干层
1772.6625,227.9,9.0141,3.6152,0.2713,97.1469,107.8756,215.7807,2.5839,2.7074,3.4424,3.9323,3.3302,0.2473,140.0581,4.5352,2.4852,-12.719,干层
1772.69375,226.3791,8.9763,3.9753,0.2363,96.6982,107.7862,214.64,2.6823,2.8103,3.5152,4.1656,3.8177,0.2556,135.4083,4.4555,2.4946,-12.7048,干层
1772.725,225.1115,8.9224,4.4325,0.221,96.4953,109.2901,219.1888,2.7852,2.9189,3.529,4.1439,5.1257,0.2466,133.8906,4.375,2.5134,-12.6857,干层
1772.75625,224.0974,8.9098,4.2757,0.2602,96.0233,111.3774,235.6224,2.8599,3.0026,3.5391,4.0387,4.9004,0.2316,133.1302,4.4888,2.5559,-12.6762,干层
1772.7875,223.3345,8.906,4.1939,0.2852,95.3091,112.8904,239.6655,2.9025,3.0568,3.7021,4.1669,3.782,0.2305,132.9258,4.6138,2.5769,-12.6618,干层
1772.81875,222.8266,8.8978,4.2174,0.2641,95.0375,112.6895,240.4214,2.9385,3.1028,3.846,4.2595,3.6925,0.2249,133.176,4.6145,2.5727,-12.6142,干层
1772.85,222.57,8.9148,4.1536,0.2315,95.2984,110.4899,240.4172,2.9891,3.1606,3.7048,4.2163,3.7388,0.2308,133.7293,4.3882,2.5589,-12.5522,干层
1772.88125,222.1875,8.9514,4.3661,0.2547,95.2953,107.8685,240.289,3.053,3.2302,3.6092,4.1994,3.9089,0.2421,134.4847,4.2869,2.5716,-12.4524,干层
1772.9125,221.9309,8.9961,4.4741,0.2904,94.8537,106.3264,240.2862,3.1238,3.3052,3.6422,4.2551,3.987,0.241,135.5936,4.2579,2.593,-12.4667,干层
1772.94375,221.8018,9.0168,4.5132,0.2555,93.8339,105.968,240.6618,3.2097,3.3935,3.8098,4.3469,3.7594,0.2343,137.0056,4.043,2.5557,-12.438,干层
1772.975,221.6711,8.9972,4.8342,0.2058,92.1734,105.6312,241.2922,3.3326,3.517,4.2192,4.647,3.6137,0.2225,138.6702,3.8339,2.5259,-12.3286,干层
1773.00625,221.669,8.9665,5.3496,0.1887,90.8212,103.4023,242.8062,3.4998,3.6839,4.6581,5.1876,3.8445,0.2132,140.5368,3.9884,2.5547,-12.3621,干层
1773.0375,223.6877,8.9382,6.0707,0.1897,90.2172,99.9074,244.0683,3.6659,3.8489,4.8742,5.5454,4.8065,0.2086,143.6154,4.3337,2.6029,-12.4238,干层
1773.06875,224.9488,8.936,6.4075,0.1843,89.8417,98.0318,245.2034,3.735,3.9176,4.927,5.7195,6.3249,0.2021,145.7354,4.3144,2.6125,-12.4619,干层
1773.1,226.2105,8.9426,5.9304,0.2094,89.6384,99.1836,246.7175,3.6385,3.817,4.792,5.5183,6.369,0.2031,149.37,4.2435,2.608,-12.4382,干层
1773.13125,226.2073,8.9437,5.2375,0.2558,90.4094,103.1648,248.3575,3.4148,3.5815,4.4914,5.2424,5.3558,0.2039,152.4489,4.3325,2.6042,-12.4809,干层
1773.1625,223.9277,8.9513,4.6013,0.2887,92.3209,107.6705,249.1143,3.1646,3.3162,4.0982,4.673,4.2825,0.207,155.9829,4.3778,2.5949,-12.3998,干层
1773.19375,222.5337,8.9562,4.2032,0.2998,94.1,109.6887,249.7433,2.9593,3.0983,3.783,4.265,3.3853,0.2259,159.9206,4.3845,2.5809,-12.338,干层
1773.225,221.1397,8.9742,3.94,0.2784,94.9204,109.4246,247.5911,2.81,2.9425,3.514,4.1636,3.3609,0.2439,163.303,4.2839,2.5321,-12.2381,干层
1773.25625,220.2514,8.9977,3.9016,0.2704,95.6203,109.866,244.4274,2.6954,2.8245,3.2967,3.935,3.6857,0.2534,166.382,4.2658,2.5004,-12.2571,干层
1773.2875,219.9953,9.0103,3.8536,0.2847,96.9703,112.5171,238.9874,2.5878,2.7144,3.1726,3.7679,3.8255,0.2596,170.3703,4.3543,2.5141,-12.2668,干层
1773.31875,220.245,9.0141,3.5699,0.279,98.2899,115.6311,231.6511,2.479,2.6017,3.1168,3.6435,3.5549,0.2619,172.894,4.2647,2.5239,-12.319,干层
1773.35,221.8849,9.0168,3.3655,0.2711,98.9406,116.8425,223.4303,2.3823,2.4988,3.0574,3.5642,3.2487,0.27,177.0843,4.2029,2.5271,-12.3333,干层
1773.38125,223.5254,9.0479,3.2565,0.2728,99.4428,115.7852,216.094,2.3103,2.422,2.9758,3.4647,3.2859,0.2804,180.3658,4.296,2.5246,-12.3095,干层
1773.4125,226.3034,9.0955,3.2838,0.2824,100.3447,113.9208,223.6767,2.2702,2.3776,2.8766,3.346,3.3665,0.2888,184.152,4.5183,2.5189,-12.1809,干层
