Depth,CALS,DRHO,DT,GR,ILD,ILM,LLD,LLS,MRES,MSFL,MTEM,NPHI,PEF,RHOB,SFLU,SP,TT1,TT2,TT3,TT4,result
1123.5504,9.8984,0.0842,96.2169,98.1875,4.9311,4.6166,5.1513,4.9528,0.8164,4.8242,46.0312,0.2771,8.1107,2.19,4.1738,-29.6406,621.0421,431.0051,615.0806,425.2518,干层
1123.6012,9.5156,0.0977,94.6575,92.5,5.151,5.0957,6.1347,5.8666,0.8164,4.5664,45.9375,0.2755,6.4183,2.2817,4.3412,-29.3594,620.2092,431.0063,615.0948,425.2529,干层
1123.652,9.5625,0.1276,91.4766,85.5625,5.3976,5.6495,7.4066,7.0098,0.8169,4.5781,45.9688,0.243,5.9162,2.4014,5.4494,-29.3906,619.3751,429.7749,614.6842,425.2546,干层
1123.7028,9.4062,0.1573,88.8905,80.501,5.5938,5.9766,8.5509,8.03,0.8169,5.832,45.9688,0.2383,5.9231,2.4678,7.3017,-29.0625,618.1082,428.9545,614.2736,426.0781,干层
1123.7536,9.4375,0.1679,88.6993,81.75,5.7665,6.127,7.5855,7.3918,0.8164,8.2891,46.0,0.2458,6.4123,2.4341,8.5638,-29.0312,618.9788,428.9562,617.2752,426.0795,干层
1123.8044,9.3828,0.1469,89.305,87.375,6.0522,6.23,6.6462,6.5183,0.8169,8.9766,46.0,0.2664,6.3921,2.3628,7.9027,-29.2344,622.8381,428.9576,621.1268,426.9029,干层
1123.8552,9.6797,0.1497,91.9249,91.75,6.4043,6.3695,6.4964,6.3167,0.8169,8.0781,46.0312,0.2583,6.4758,2.3441,6.8838,-29.7656,623.6971,429.7809,624.1273,428.1371,干层
1123.906,9.6406,0.1585,92.9375,93.125,6.6669,6.4818,6.3281,6.19,0.8164,6.8828,46.0312,0.2611,6.4397,2.3653,6.273,-29.9375,624.5665,431.4261,626.2727,428.9606,干层
1123.9568,9.4844,0.15,92.8302,89.5,6.7226,6.6018,6.4507,6.3087,0.8174,6.375,46.0312,0.249,6.8184,2.3699,6.136,-29.625,626.2871,433.0714,627.9933,431.8389,干层
1124.0076,9.4453,0.1274,91.7625,88.9375,6.6865,6.7083,7.7032,7.4369,0.8179,4.9761,46.0312,0.2437,6.0745,2.3727,6.2828,-29.4375,627.5854,435.9501,629.2903,433.8947,干层
1124.0584,9.0703,0.1147,88.2019,84.0625,6.5698,6.9208,8.854,8.4327,0.8164,4.293,46.0312,0.2279,5.4637,2.4152,6.6052,-29.6875,628.8811,436.7728,630.5926,437.1839,干层
1124.1092,8.9766,0.1274,83.7972,80.1875,6.3939,7.0747,8.5328,8.1273,0.8164,4.0938,46.0,0.2137,5.3215,2.4876,7.7269,-29.25,629.3243,438.8287,630.5978,439.6508,干层
1124.16,9.1406,0.1179,82.6996,78.1875,6.3566,6.8943,8.5066,8.1089,0.8164,4.2852,46.0,0.2121,5.5676,2.4808,9.1692,-29.7812,629.3466,440.8847,631.0397,443.3508,干层
1124.2108,9.6406,0.1012,82.7743,80.5625,6.3331,6.5156,7.5023,7.2675,0.8164,5.3633,46.0,0.2242,5.7935,2.4291,9.2379,-30.7812,629.3544,444.5844,629.0824,444.9954,干层
1124.2616,9.3828,0.1091,83.9946,84.0,6.2999,6.36,6.2234,6.1054,0.8164,6.6914,46.0312,0.2503,5.4735,2.4168,7.5548,-31.6875,629.3688,447.0511,629.9038,447.462,干层
1124.3124,9.7422,0.1331,88.7716,84.375,6.2263,6.2389,6.4216,6.1577,0.8159,7.9961,46.0625,0.2493,5.2572,2.4347,6.4788,-31.75,630.725,449.5179,630.3141,450.3397,干层
1124.3632,9.8672,0.1272,89.3873,84.5625,6.1107,6.042,5.8376,5.9398,0.8169,6.5234,46.0938,0.256,5.2349,2.41,6.1512,-31.3906,632.3677,451.9846,630.7241,452.8064,干层
1127.208,10.5781,0.0059,108.6371,108.375,2.4069,2.4256,3.0539,2.8881,0.8115,2.1094,46.4062,0.3464,5.5719,1.9924,3.0266,-26.1875,627.3966,430.7022,624.9326,430.7035,水层
1127.2588,11.2031,0.0214,109.2085,108.875,2.4024,2.3888,2.9256,2.7839,0.8101,2.5254,46.4062,0.3357,5.3938,2.0503,3.0215,-26.5781,626.9852,430.7038,624.9321,430.7035,水层
1127.3096,11.5938,0.0395,109.0857,106.25,2.3761,2.3455,2.6875,2.5398,0.8101,3.4821,46.4062,0.3353,5.1186,2.0719,2.9313,-26.8281,626.9846,431.5266,624.5208,430.7055,水层
1127.3604,11.9141,0.0379,112.062,107.0,2.3238,2.2917,2.643,2.4876,0.8105,5.2227,46.4375,0.3556,4.4137,2.0828,2.7911,-27.125,626.5731,431.9388,624.5197,431.1172,水层
1127.4112,11.7344,0.0361,113.3164,102.1875,2.2545,2.2215,2.619,2.4725,0.8115,7.668,46.4375,0.3568,3.9329,2.0881,2.6919,-27.0156,626.5725,432.3505,624.5193,431.5295,水层
1127.462,12.2578,0.0275,114.8386,100.625,2.1766,2.1413,2.5264,2.3973,0.811,8.6484,46.4062,0.3628,4.2336,2.056,2.6342,-27.0312,626.1609,433.5844,624.1082,433.1734,水层
1127.5128,12.9062,0.0135,115.2732,98.375,2.1155,2.0682,2.3887,2.2589,0.811,8.75,46.4062,0.3687,5.9116,1.9933,2.461,-26.8281,625.7498,433.9963,623.6967,434.4067,水层
1127.5636,12.0075,0.0028,116.1364,100.2479,2.0735,2.0271,2.3604,2.2246,0.811,8.8672,46.375,0.3919,9.3035,1.9266,2.3589,-26.407,625.3385,434.8194,623.2855,436.0506,水层
1127.6144,11.6016,0.0028,117.7915,97.625,2.0383,2.0118,2.3311,2.1976,0.811,8.9531,46.375,0.3904,14.0735,1.871,2.266,-27.4219,624.5164,435.2308,622.053,437.695,水层
1127.6652,11.9609,0.0011,119.2148,95.25,1.9901,2.0181,2.2967,2.1575,0.811,9.3506,46.4062,0.3663,14.8032,1.835,2.2491,-28.1875,624.5159,436.0534,620.8204,438.5171,水层
1127.716,11.2109,0.0022,119.7995,98.6875,1.9415,2.02,2.2733,2.1232,0.8105,11.9219,46.4062,0.3598,13.6646,1.8345,2.2368,-28.0781,623.2834,436.8759,619.1776,438.9289,水层
1127.7668,11.7656,-4.0E-4,120.1495,100.6875,1.8918,1.9896,2.2418,2.0891,0.8101,15.4141,46.4062,0.367,13.285,1.8407,2.2333,-28.0781,621.6403,437.6985,617.5345,438.9305,水层
1127.8176,11.6875,0.0,118.3706,106.25,1.857,1.9279,2.1623,2.0314,0.8101,16.2969,46.4062,0.3876,13.4921,1.8387,2.1984,-28.0,619.9974,437.7003,616.3023,438.5211,水层
1127.8684,12.0156,-0.0014,119.1731,101.9375,1.8344,1.8612,2.2156,2.046,0.8091,14.9766,46.4062,0.3932,13.3064,1.8302,2.1522,-28.0312,618.3544,437.2911,614.6594,437.7014,水层
1127.9192,12.1875,0.0027,119.774,100.625,1.8022,1.8057,2.2688,2.073,0.8081,12.5234,46.4375,0.3915,11.2633,1.854,2.1046,-28.0938,616.7115,436.8817,613.4271,436.4714,水层
1127.97,11.4219,0.012,118.1368,93.25,1.7386,1.7643,2.1763,1.9935,0.8081,10.5828,46.4375,0.3949,8.8408,1.9083,2.1274,-27.625,615.4793,435.6514,611.7842,435.6514,水层
1128.0208,11.4375,0.0223,119.7901,96.1875,1.6743,1.7077,2.1329,1.9642,0.8081,7.3945,46.4688,0.3848,9.1355,1.9465,2.1594,-27.6094,613.4258,433.1896,610.1415,434.4215,水层
1128.0716,11.8438,0.0242,118.4753,97.25,1.6255,1.6436,1.9705,1.8398,0.8091,5.8672,46.4688,0.4096,11.3212,1.923,2.1257,-27.2344,612.6043,431.1384,607.6776,433.191,水层
1128.1224,12.0156,0.0186,119.6718,97.9375,1.6062,1.6011,1.8367,1.7402,0.8096,5.1406,46.4688,0.4288,14.8177,1.8536,1.9444,-26.875,610.9615,428.2663,605.2138,431.1398,水层
1128.1732,11.7422,0.0108,126.3065,101.1875,1.6285,1.5917,1.8856,1.759,0.8086,4.7617,46.4688,0.4432,17.0575,1.8023,1.8363,-26.7812,608.9081,425.394,603.1606,428.678,水层
1128.224,12.5622,0.01,126.2636,99.8754,1.6736,1.6342,1.9663,1.8573,0.8091,4.75,46.4688,0.4055,15.9824,1.7996,1.7524,-26.3593,608.0867,422.1117,601.518,427.0372,水层
1128.2748,12.125,0.0092,123.6819,100.375,1.716,1.7237,2.3161,2.1619,0.8091,4.5781,46.4688,0.3703,14.7083,1.835,1.837,-26.2031,606.0334,420.8809,600.2859,423.3441,水层
1128.3256,10.2266,0.0104,122.2168,93.6875,1.7718,1.8206,2.7483,2.5068,0.8101,4.4768,46.4375,0.3471,12.8772,1.8881,1.9375,-25.9062,604.8013,418.4191,599.4644,419.2402,水层
1128.3764,10.4219,0.0204,113.5327,94.25,1.8208,1.9105,2.807,2.5845,0.8096,4.418,46.4062,0.3555,12.2703,1.9455,2.3342,-26.2031,603.9799,414.7265,598.643,414.3157,水层
1128.4272,10.8438,0.0414,114.2134,97.0625,1.8824,1.9569,2.7591,2.5724,0.8081,4.75,46.4375,0.3825,12.4692,2.0009,2.7001,-26.9219,603.1584,412.2647,599.8742,408.5706,水层
1128.478,11.7969,0.0431,117.6581,103.3125,1.9629,1.9832,2.7308,2.5956,0.8081,5.582,46.4688,0.4071,12.8317,2.0116,2.9811,-27.3125,600.4189,408.1615,603.4126,406.1085,水层
1128.5288,10.1953,0.0454,116.7805,105.625,2.039,2.0225,2.47,2.4151,0.8076,6.6562,46.5312,0.4122,12.0506,2.0186,2.7948,-27.2969,603.8469,404.8791,604.2748,401.595,水层
1128.5796,10.6953,0.0601,119.1552,108.3125,2.086,2.0679,2.4738,2.4343,0.8086,8.1328,46.5312,0.3934,9.7643,2.0621,2.5526,-27.1094,608.1307,402.4177,608.1346,398.3126,水层
1128.6304,11.2578,0.0662,117.088,109.125,2.1059,2.0872,2.4628,2.4399,0.8091,10.0734,46.5312,0.3694,8.303,2.1111,2.5061,-27.1094,612.8374,399.9562,609.4247,396.2617,水层
1128.6812,10.5312,0.0606,113.9371,109.625,2.0727,2.0722,2.3987,2.3999,0.811,13.375,46.5312,0.3781,8.465,2.1135,2.5327,-26.7031,616.6961,397.085,611.1465,394.6217,水层
1128.732,10.2812,0.0582,114.2244,107.9375,2.0264,2.0293,2.3569,2.3675,0.8086,18.6719,46.5312,0.3917,8.547,2.0822,2.4559,-26.8281,615.8598,395.0342,612.0231,397.0865,水层
1128.7828,11.3594,0.0635,115.8466,104.3125,1.9921,1.9885,2.2699,2.3188,0.8076,16.9531,46.5312,0.4102,7.8512,2.0696,2.348,-27.7031,615.0182,396.2674,611.1828,401.6038,水层
1128.8336,12.1406,0.0646,116.9445,98.0,1.9592,1.9592,2.2237,2.282,0.8076,11.8828,46.5312,0.4097,5.8449,2.0786,2.2568,-28.1719,614.6098,400.7846,609.9198,406.1213,水层
1128.8844,11.2101,0.0661,118.3455,97.8748,1.9243,1.9398,2.176,2.2653,0.8081,8.3281,46.5312,0.3933,4.4967,2.0996,2.2471,-28.156,613.7722,406.9438,608.6555,411.4595,水层
1128.9352,10.2734,0.0647,119.1043,97.6875,1.8994,1.9127,2.15,2.259,0.8091,7.2109,46.5312,0.3862,3.791,2.1229,2.2167,-27.9688,614.213,413.1029,607.4028,414.3342,水层
1128.986,11.0312,0.0478,120.468,103.1875,1.8749,1.8856,2.1595,2.2709,0.8091,7.0706,46.5312,0.3822,4.1444,2.1158,2.216,-27.9062,614.6565,417.2092,607.4028,419.2618,水层
1129.0368,10.9922,0.027,120.2147,104.125,1.8528,1.8707,2.1729,2.3058,0.8086,7.8633,46.5312,0.3744,5.898,2.0629,2.2473,-28.2812,616.8103,422.1365,608.2767,422.9575,水层
1129.0876,11.6875,0.0062,120.3462,100.0625,1.8336,1.8664,2.1615,2.3057,0.8086,7.9414,46.5312,0.3712,9.2276,1.9615,2.29,-28.0625,618.5284,427.0638,609.1415,426.6531,水层
1129.1384,12.0625,0.003,121.3207,99.75,1.8452,1.8566,2.1214,2.3048,0.8086,7.8242,46.5312,0.3751,13.4068,1.888,2.2673,-28.0781,619.8239,431.5804,612.146,431.1696,水层
1129.1892,11.1328,0.007,119.1228,99.0625,1.9248,1.8614,2.089,2.2804,0.8076,7.2812,46.5312,0.4038,13.9484,1.8836,2.2293,-28.0781,623.2565,436.0968,616.4317,436.0971,水层
1129.24,11.4766,0.0177,118.9698,104.875,2.0286,1.9037,2.4177,2.2551,0.8071,7.3008,46.5312,0.4214,13.9402,1.9217,2.123,-28.0938,626.2546,438.9712,618.1486,437.7399,水层
1129.2908,11.7188,0.0218,119.7293,105.0625,2.2,1.9971,2.391,2.3143,0.8076,7.0864,46.5312,0.4291,13.6714,1.9713,2.0105,-27.9219,629.2593,440.6144,621.5798,439.7935,水层
1129.3416,11.0234,0.0308,119.6719,102.875,2.4717,2.1693,3.1362,3.0614,0.8076,6.8438,46.5625,0.4097,9.8078,2.0614,1.9634,-27.4844,634.8292,443.4889,625.0073,441.4367,水层
1129.3924,10.4609,0.0426,110.3567,89.9375,2.8274,2.5223,4.3282,4.1978,0.8071,6.8516,46.5625,0.3371,6.8947,2.2129,2.0604,-27.7344,636.5462,445.1321,628.864,442.6695,水层
1129.4432,9.0469,0.054,97.1896,76.0,3.2763,3.1835,7.1259,6.8724,0.8066,7.0703,46.5625,0.2589,5.1449,2.4081,2.613,-28.4219,639.5485,445.1335,633.1475,443.4916,水层
1129.494,8.8672,0.0403,86.9876,66.0,3.8964,4.1781,13.751,12.2464,0.8076,7.0469,46.5625,0.2071,4.5757,2.4801,4.75,-29.6406,642.1229,445.1353,636.1497,443.9034,水层
1129.5448,8.875,0.0308,77.9735,64.2496,4.7215,5.4058,19.409,17.6176,0.8081,6.6914,46.5625,0.2129,4.0579,2.4561,9.9321,-31.3136,644.2772,444.7257,638.728,443.9048,水层
1129.5956,8.8906,0.0217,78.067,63.75,5.8451,6.777,19.7209,18.9035,0.8091,6.3281,46.5625,0.2209,3.8795,2.4176,16.4182,-32.6562,645.1437,444.3168,641.309,443.9064,水层
1129.6464,8.9297,0.0125,79.5859,64.25,7.3948,8.5697,18.303,17.636,0.8081,6.223,46.5625,0.2059,3.6805,2.4125,18.5216,-33.0312,646.8648,443.9076,641.7449,443.9075,水层
1129.6972,8.9844,0.0171,79.2,67.8125,9.1893,10.2947,13.4236,13.4348,0.8076,6.0703,46.5938,0.1942,3.4671,2.428,18.3093,-33.2188,647.3087,442.6781,642.1887,443.9088,水层
1129.748,9.0078,0.0235,81.462,77.1875,10.4862,10.8364,10.9928,11.3104,0.8081,5.7969,46.5938,0.2018,3.3183,2.4383,17.3118,-32.8438,648.1831,442.2689,642.6377,443.9102,水层
1129.7988,9.0547,0.026,82.8393,80.5625,10.7007,10.209,9.4421,9.7968,0.8081,5.2031,46.5938,0.2301,3.3266,2.4194,13.2593,-32.5312,647.7762,441.4498,642.6469,443.9118,水层
1129.8496,9.0547,0.0395,86.5864,82.375,10.1012,9.6068,8.3684,8.6354,0.8081,4.7305,46.5938,0.2484,3.4726,2.4053,9.1795,-32.125,647.3575,441.451,642.2452,443.913,水层
1129.9004,9.0625,0.0546,89.3785,81.0625,9.1548,9.3115,8.8612,8.987,0.8081,4.7344,46.5625,0.2461,3.8649,2.391,7.8916,-32.5,646.9467,441.0415,641.3984,443.5038,水层
1129.9512,9.0938,0.0806,88.8918,82.25,8.1958,8.8777,8.7957,8.7788,0.8081,5.8684,46.5938,0.2336,4.4582,2.3975,8.4088,-33.125,644.829,440.6327,640.1407,442.6852,水层
1130.002,9.2578,0.0894,88.9038,83.5625,7.4334,7.933,8.5395,8.5142,0.8071,7.2734,46.5938,0.2329,4.7183,2.3951,9.1968,-33.1875,642.7193,440.2241,638.8738,442.6861,水层
1130.0528,9.2344,0.104,89.1329,82.75,6.8645,7.1832,7.6045,7.5766,0.8071,7.0312,46.5938,0.2421,5.0765,2.3872,8.7757,-32.3438,641.455,440.225,637.6082,442.2771,水层
1130.1036,9.3672,0.101,90.4388,87.75,6.4994,6.7323,6.7958,6.7831,0.8066,5.4844,46.625,0.2472,5.3383,2.3668,7.4102,-31.7969,640.6148,439.4059,635.9211,441.8682,水层
1130.1544,9.6406,0.104,91.7773,93.125,6.1993,6.381,6.4654,6.4181,0.8062,4.8906,46.6562,0.2497,5.9573,2.3523,6.6245,-31.4219,640.2012,439.4069,635.0795,441.8692,水层
1130.2052,9.4531,0.095,92.4937,95.375,5.9425,6.012,6.3127,6.179,0.8062,5.043,46.625,0.2518,5.906,2.3461,6.1209,-31.3906,639.7903,439.4084,634.2444,441.4605,水层
1130.256,9.6562,0.1129,93.3976,95.3125,5.6955,5.7147,6.1956,6.014,0.8066,4.918,46.625,0.2566,6.0865,2.3581,5.9065,-30.7812,639.8074,438.9998,633.8322,440.6412,水层
1130.3068,9.6641,0.1172,93.6933,94.5625,5.5023,5.5096,6.1006,5.8828,0.8066,4.7426,46.6562,0.261,5.9039,2.3638,5.5796,-30.4844,640.2525,439.0013,633.8492,440.6422,水层
1130.3576,9.8047,0.1225,93.9606,97.0625,5.3092,5.3883,5.6388,5.7721,0.8066,4.125,46.6562,0.2656,5.8773,2.3707,5.5702,-30.3125,640.2643,439.0023,634.2982,439.823,水层
1130.4084,9.5625,0.1283,94.3763,97.9375,5.1799,5.2518,5.6804,5.7387,0.8066,3.7793,46.6562,0.2632,5.508,2.3905,5.4786,-30.0156,639.428,438.183,634.3073,439.0045,水层
1130.4592,9.4766,0.1404,94.4799,99.6875,5.1558,5.1889,5.8633,5.856,0.8066,3.4141,46.6562,0.2592,6.2066,2.409,5.5024,-29.6562,638.5903,438.1844,633.0429,438.5949,水层
1130.51,9.2031,0.1428,93.558,94.5625,5.1233,5.1782,5.7581,5.7416,0.8062,3.2988,46.6875,0.2582,7.132,2.4047,5.4161,-29.125,636.0496,437.7756,631.3543,437.7767,水层
1130.5608,9.1797,0.1322,93.5813,95.1875,5.1144,5.2174,5.7859,5.6859,0.8057,3.3047,46.7188,0.2611,8.2542,2.3576,5.4846,-28.8906,634.3585,437.3666,628.8135,437.3668,水层
1130.6116,9.5703,0.1385,92.5528,95.8125,5.1673,5.2031,5.8797,5.717,0.8047,3.7002,46.7188,0.2668,7.8083,2.3312,5.4679,-28.7812,632.6672,436.958,627.1196,436.9578,水层
1130.6624,9.7656,0.1433,91.6671,100.1875,5.2794,5.2196,5.7184,5.5896,0.8052,4.4922,46.7188,0.2702,7.2117,2.3241,5.4367,-28.7969,630.5479,436.549,625.0029,436.139,水层
1130.7132,9.7109,0.1497,91.0729,96.375,5.4213,5.3503,5.8097,5.655,0.8052,5.7305,46.7188,0.2607,6.2694,2.3593,5.4242,-29.0469,629.282,436.1399,623.309,435.3195,水层
1130.764,9.7969,0.1509,90.4844,90.25,5.5087,5.5404,6.7934,6.4312,0.8042,6.4297,46.7188,0.2563,5.8022,2.4077,5.5638,-29.3594,626.7399,434.911,620.7654,434.9104,水层
1131.6276,10.8125,0.0529,105.7854,102.0625,2.57,2.5752,2.9603,2.7309,0.8047,2.7456,46.7812,0.3119,7.4125,2.1017,2.962,-27.4062,614.2068,425.5003,610.7936,422.219,干层
1131.6784,11.1484,0.0536,108.1852,98.6875,2.4611,2.4578,2.9021,2.666,0.8052,3.4219,46.7812,0.3255,6.6943,2.1579,2.9006,-27.0,612.9419,425.9119,609.9542,422.6302,干层
1131.7292,10.9453,0.0518,109.2957,101.5625,2.3448,2.3436,2.7009,2.5047,0.8047,4.7891,46.7812,0.3313,6.435,2.208,2.7043,-26.6875,612.96,427.144,609.9736,423.8627,干层
1131.78,11.2344,0.055,113.3516,101.4375,2.2447,2.2441,2.5278,2.3693,0.8057,7.6758,46.7812,0.3314,6.7523,2.2056,2.5291,-26.6562,613.8279,427.9663,610.4133,424.2744,干层
1131.8308,11.2891,0.0431,114.4279,101.5,2.1504,2.1468,2.4275,2.3026,0.8052,11.7578,46.7812,0.3429,8.1954,2.1288,2.4138,-26.8438,615.9828,428.3776,613.8434,425.0959,干层
1131.8816,11.2656,0.0295,114.7097,100.9375,2.0536,2.0588,2.2671,2.2025,0.8047,15.2031,46.7812,0.3585,10.5105,2.0169,2.3244,-26.8438,617.7096,429.1995,617.7044,425.9182,干层
1131.9324,11.3516,0.0121,117.3128,97.875,1.9793,1.9783,2.1995,2.1467,0.8047,26.6287,46.7812,0.3814,13.05,1.9267,2.2281,-26.9844,619.0018,430.0222,619.8516,427.1502,干层
1131.9832,10.6953,0.0108,116.5809,93.6875,1.9127,1.9312,2.1442,2.1218,0.8047,37.5,46.7812,0.3858,12.8915,1.9048,2.1518,-27.3281,622.4386,430.8437,623.7113,427.1516,干层
1132.034,10.8516,0.0065,117.8447,90.1875,1.8562,1.9101,2.1083,2.0931,0.8042,43.5938,46.7812,0.3783,12.0057,1.9062,2.1243,-27.4375,622.8719,431.2552,627.575,428.3839,干层
1132.0848,11.4145,0.0052,120.2316,94.0011,1.8494,1.8327,2.2083,2.1807,0.8042,38.7188,46.7812,0.3687,12.4283,1.9185,2.127,-27.0,624.608,431.6667,629.2928,428.3855,干层
1132.1356,11.875,0.0053,118.5553,95.375,1.8215,1.8124,2.3085,2.2745,0.8042,24.4688,46.7812,0.3786,12.5914,1.9292,2.1407,-27.0469,624.6144,432.0789,628.028,428.3872,干层
1132.1864,11.0781,0.0083,117.9654,95.25,1.7965,1.8599,2.2834,2.2692,0.8042,11.3281,46.7812,0.3813,12.5949,1.9372,2.1803,-28.1719,624.2111,432.4901,626.3349,428.3887,干层
1132.2372,10.3594,0.0082,118.3732,92.5,1.8504,1.8536,2.2631,2.2527,0.8037,8.5078,46.7812,0.3852,12.6297,1.9274,2.2482,-28.8281,624.2176,432.4917,624.2176,427.5695,干层
1132.288,11.125,0.0052,116.7873,96.3125,1.9334,1.8312,2.1626,2.1764,0.8027,8.1181,46.7812,0.3718,13.2917,1.9088,2.2221,-28.7969,622.5258,432.4931,621.2529,427.161,干层
1132.3388,11.1719,0.0012,117.6409,97.5,2.0405,1.8478,1.9149,1.9978,0.8027,9.875,46.7812,0.3785,13.4489,1.882,2.0165,-28.5,620.8378,432.4946,620.4083,425.9322,干层
1132.3896,11.1562,-0.0061,119.5689,97.25,2.278,1.9597,2.3237,2.12,0.8027,10.5703,46.8438,0.3949,11.6088,1.8789,1.8209,-28.6875,619.142,432.0859,618.2883,425.114,干层
1133.05,9.0625,0.0118,92.7599,87.9375,7.7785,7.6056,7.536,7.2189,0.8032,4.1406,46.9062,0.2727,3.3659,2.3961,7.3633,-33.5,599.8369,411.1905,600.2469,407.9096,水层
1133.1008,9.0625,0.0184,93.0045,93.0,7.3864,7.3127,7.4419,7.1346,0.8027,5.7188,46.9062,0.2727,3.3278,2.4046,7.0116,-32.7812,599.8364,409.5518,599.8363,407.0912,水层
1133.1516,9.0625,0.0206,93.0299,94.1875,7.0438,7.1678,7.5982,7.2828,0.8027,7.5586,46.9062,0.2687,3.3159,2.4073,6.915,-32.5625,599.836,408.7331,599.8359,406.2724,水层
1133.2024,9.0625,0.0221,92.9099,93.5,6.9055,7.0443,7.891,7.6079,0.8013,7.832,46.9375,0.2583,3.3037,2.4147,6.9393,-32.4375,600.6556,407.9149,599.8355,405.8644,水层
1133.2532,9.0547,0.0268,91.5061,85.5,6.8962,7.0625,8.2289,7.9612,0.8008,8.0542,46.9688,0.2573,3.3053,2.4225,7.3279,-31.8125,601.4754,407.5064,600.2451,405.4562,水层
1133.304,9.0312,0.023,90.6096,81.6875,6.9543,7.1153,8.3542,8.1186,0.8008,8.2188,46.9375,0.2521,3.2783,2.4218,7.6654,-32.3125,601.8852,407.508,600.2448,405.4576,水层
1133.3548,9.0312,0.0134,90.418,83.9375,7.0479,7.2001,8.4013,8.2571,0.8022,7.9414,46.9375,0.2566,3.2523,2.4063,7.8766,-33.5312,604.345,407.5102,600.6545,405.8699,水层
1133.4056,9.0312,0.0092,90.2185,84.8102,7.1477,7.4098,8.6962,8.5456,0.8027,6.6211,46.9688,0.2536,3.4014,2.401,7.8325,-33.8126,605.1649,408.7421,601.8843,407.1018,水层
1133.4564,9.0547,0.0089,89.129,81.9375,7.2012,7.6393,9.2986,9.1258,0.8027,5.7031,46.9688,0.2398,3.7863,2.4078,7.9003,-34.0,606.8046,409.5637,603.1141,408.3336,水层
1133.5072,9.0625,0.0247,87.146,72.25,7.1644,7.7324,9.5294,9.2392,0.8022,5.6641,46.9688,0.2209,4.1174,2.4244,8.6783,-34.0,608.4444,411.2059,605.1639,410.3857,水层
1133.558,9.0625,0.0522,86.3356,72.1875,6.8917,7.5113,8.808,8.6326,0.8018,6.6875,46.9688,0.2213,4.5179,2.4227,9.2479,-33.4375,610.904,413.2584,608.0337,413.2581,水层
1133.6088,9.1016,0.0675,86.7823,74.5625,6.5773,6.865,7.6015,7.4954,0.8018,8.0748,46.9688,0.2379,4.6699,2.3924,8.7512,-33.0625,612.1339,414.8998,610.0834,415.3096,水层
1133.6596,9.1406,0.0707,88.9068,83.125,6.3489,6.2803,6.585,6.4424,0.8013,8.7891,46.9688,0.247,4.5177,2.3748,7.0558,-32.4062,613.7733,416.5414,611.7232,417.7718,水层
1133.7104,9.3047,0.0854,91.7728,81.125,6.2034,5.9425,5.7992,5.7675,0.8018,9.1328,46.9688,0.2552,4.5082,2.3864,5.8703,-32.0938,615.413,419.4137,614.5928,420.6438,水层
1133.7612,9.1094,0.0779,94.1118,81.3125,6.0531,5.7434,5.2113,5.2384,0.8027,9.5391,46.9688,0.2619,4.9663,2.3749,5.2976,-31.9531,617.8726,421.4652,616.2325,423.5159,水层
1133.812,9.1484,0.0566,95.4231,85.25,5.9556,5.552,5.685,5.6726,0.8032,10.1094,46.9688,0.2719,5.1993,2.3437,5.0232,-31.9062,619.9222,424.337,618.282,424.337,水层
1133.8628,9.3594,0.0598,94.9655,87.125,5.9539,5.653,6.3503,6.3539,0.8022,10.3438,46.9688,0.2737,5.183,2.34,4.8681,-31.6875,621.5618,427.209,619.9215,426.799,水层
1133.9136,9.0625,0.0908,94.3055,85.9375,6.0073,6.0171,6.8954,6.815,0.8018,10.4528,46.9688,0.2697,5.136,2.3512,5.3862,-32.0312,624.4312,428.8506,621.5609,428.0304,水层
1133.9644,9.0625,0.0897,92.6459,78.0,6.1843,6.3634,8.2668,7.9757,0.8013,10.1016,47.0312,0.2594,5.3991,2.3208,6.8125,-32.375,626.8906,430.902,623.2004,429.672,水层
1134.0152,9.1172,0.0822,90.3215,76.5625,6.3234,6.621,8.856,8.7403,0.8018,9.8672,47.0312,0.2543,4.5452,2.3112,8.0067,-32.75,628.53,432.9538,624.4299,431.7238,水层
1134.066,9.1406,0.0874,89.9131,74.2503,6.5772,6.9088,8.3517,8.3594,0.8018,9.6094,47.0312,0.2476,3.4944,2.3502,8.1979,-33.6883,630.5793,434.5954,626.4791,432.5451,水层
1134.1168,9.1328,0.0723,90.1451,74.5625,7.1316,7.1784,8.4934,8.4843,0.8022,9.6016,47.0312,0.2508,2.9966,2.3819,7.9688,-34.625,631.8085,435.4166,628.1185,436.4988,水层
1134.1676,9.0703,0.0406,90.5716,75.4375,7.5562,7.4304,8.065,8.1496,0.8022,9.8281,47.0312,0.2531,2.9746,2.3692,8.1417,-35.5,633.0378,438.6478,628.9378,436.5128,水层
1134.2184,9.0625,0.027,91.8403,76.6875,7.8176,7.6503,7.6329,7.6682,0.8027,10.3281,47.0312,0.255,3.2864,2.3674,8.1596,-36.0312,633.857,438.6606,630.5771,437.3831,水层
1134.2692,9.0312,0.0209,92.6098,77.6875,8.2477,7.8792,8.0708,8.1596,0.8013,10.6554,47.0312,0.2653,3.6791,2.3737,7.931,-36.0938,635.0861,439.531,631.8062,437.8229,水层
